date,team,opponent,GF,GA,pre_rating_team,pre_rating_opponent,did_score_team,fail_to_score_team,did_receive_goal_team,not_receive_goal_team,GF_last_5_team,GA_last_5_team,qatar,magic_johnson_team,rating_team,did_score_opponent,fail_to_score_opponent,did_receive_goal_opponent,not_receive_goal_opponent,GF_last_5_opponent,GA_last_5_opponent,magic_johnson_opponent,rating_opponent
2021-09-02,Czechia,Belarus,1,0,1810,1468,4,1,3,2,6,4,FALSE,0.877472514329419,1817,4,1,5,0,8,16,0.12252748567058,1461
2021-06-27,Czechia,Netherlands,2,0,1772,1980,3,2,4,1,6,7,FALSE,0.231947996832416,1818,5,0,2,3,13,4,0.768052003167584,1934
2021-06-08,Czechia,Albania,3,1,1770,1595,3,2,4,1,9,8,FALSE,0.732507289755668,1786,3,2,2,3,6,4,0.267492710244332,1579
2021-03-27,Czechia,Belgium,1,1,1764,2129,3,2,3,2,9,4,FALSE,0.108989088954235,1787,5,0,4,1,13,5,0.891010911045765,2106
2020-11-18,Czechia,Slovakia,2,0,1730,1681,3,2,4,1,5,4,FALSE,0.570052823583988,1756,3,2,3,2,5,5,0.429947176416012,1655
2020-11-15,Czechia,Israel,1,0,1709,1610,3,2,5,0,5,6,FALSE,0.638737749111725,1731,4,1,4,1,6,6,0.361262250888275,1588
2018-11-19,Czechia,Slovakia,1,0,1728,1755,4,1,4,1,5,9,FALSE,0.461221907942829,1760,4,1,4,1,9,5,0.538778092057172,1723
2022-06-04,Democratic Republic of Congo,Gabon,0,1,1474,1459,4,1,3,2,7,6,FALSE,0.521573333051146,1443,5,0,4,1,6,5,0.478426666948855,1490
2022-03-25,Democratic Republic of Congo,Morocco,1,1,1468,1725,3,2,2,3,7,2,FALSE,0.185516412495288,1487,5,0,3,2,8,5,0.814483587504712,1706
2021-11-14,Democratic Republic of Congo,Benin,2,0,1471,1477,4,1,3,2,7,3,FALSE,0.491366164178917,1502,4,1,2,3,5,2,0.508633835821083,1446
2021-09-02,Democratic Republic of Congo,Tanzania,1,1,1481,1327,3,2,3,2,3,5,FALSE,0.708166388281201,1469,4,1,3,2,5,4,0.291833611718799,1339
2021-03-29,Democratic Republic of Congo,Gambia,1,0,1486,1388,2,3,3,2,2,7,FALSE,0.637408376744484,1508,5,0,3,2,8,4,0.362591623255516,1366
2022-09-25,Denmark,France,2,0,1943,2005,4,1,4,1,7,5,FALSE,0.411710028136837,1978,4,1,4,1,5,5,0.588289971863163,1970
2022-06-13,Denmark,Austria,2,0,1946,1764,4,1,4,1,9,7,FALSE,0.74032841951483,1962,5,0,4,1,8,7,0.25967158048517,1748
2022-06-10,Denmark,Croatia,0,1,1989,1834,4,1,4,1,9,8,FALSE,0.709354630598763,1946,4,1,4,1,5,6,0.290645369401237,1877
2022-03-29,Denmark,Serbia,3,0,1911,1879,4,1,3,2,10,7,FALSE,0.545921922780484,1938,5,0,2,3,11,2,0.454078077219516,1852
2021-11-12,Denmark,Faroe Islands,3,1,1984,1282,5,0,0,5,13,0,FALSE,0.982724454749806,1985,1,4,5,0,2,9,0.0172755452501937,1281
2021-10-12,Denmark,Austria,1,0,1976,1709,5,0,1,4,13,2,FALSE,0.823024628921732,1987,4,1,3,2,7,8,0.176975371078268,1698
2021-09-07,Denmark,Israel,5,0,1956,1664,5,0,2,3,10,3,FALSE,0.843021964414036,1965,4,1,4,1,16,8,0.156978035585964,1655
2021-09-01,Denmark,Scotland,2,0,1944,1673,5,0,4,1,12,6,FALSE,0.826353553944032,1954,3,2,3,2,4,7,0.173646446055968,1663
2021-07-03,Denmark,Czechia,2,1,1949,1826,4,1,3,2,11,4,FALSE,0.669969013903483,1969,4,1,3,2,8,3,0.330030986096517,1806
2021-06-26,Denmark,Wales,4,0,1914,1843,4,1,4,1,8,5,FALSE,0.600778245890011,1938,2,3,3,2,3,5,0.399221754109989,1819
2021-06-21,Denmark,Russia,4,1,1894,1764,4,1,3,2,8,4,FALSE,0.678816919794757,1913,4,1,3,2,4,6,0.321183080205243,1745
2021-06-17,Denmark,Belgium,1,2,1906,2092,4,1,2,3,15,2,FALSE,0.255269593134965,1891,5,0,2,3,14,2,0.744730406865035,2107
2021-06-12,Denmark,Finland,0,1,1954,1623,5,0,1,4,17,1,FALSE,0.87050025774327,1902,3,2,5,0,5,9,0.12949974225673,1675
2021-06-06,Denmark,Bosnia and Herzegovina,2,0,1951,1623,5,0,2,3,17,5,FALSE,0.868540999975852,1959,1,4,3,2,2,5,0.131459000024148,1615
2021-06-02,Denmark,Germany,1,1,1965,1930,5,0,2,3,18,5,FALSE,0.550199353253537,1962,4,1,3,2,8,9,0.449800646746463,1933
2021-03-28,Denmark,Moldova,8,0,1945,1244,5,0,2,3,9,5,FALSE,0.982626454651204,1946,1,4,4,1,1,8,0.0173735453487957,1243
2020-11-15,Denmark,Iceland,2,1,1964,1655,4,1,0,5,10,0,FALSE,0.855542074892697,1973,4,1,5,0,5,13,0.144457925107303,1646
2020-11-11,Denmark,Sweden,2,0,1944,1820,3,2,1,4,8,2,FALSE,0.671240580815832,1964,2,3,5,0,3,9,0.328759419184168,1800
2020-10-07,Denmark,Faroe Islands,4,0,1894,1301,2,3,2,3,4,3,FALSE,0.968126332855013,1896,4,1,4,1,6,6,0.0318736671449865,1299
2018-11-19,Denmark,Ireland,0,0,1911,1708,3,2,2,3,6,4,FALSE,0.762884980305254,1895,2,3,3,2,2,6,0.237115019694746,1724
2018-06-26,Denmark,France,0,0,1901,2031,3,2,1,4,4,1,FALSE,0.321183080205243,1912,5,0,3,2,9,3,0.678816919794757,2020
2022-11-18,Dominican Republic,Cuba,1,1,1167,1333,4,1,4,1,7,10,FALSE,0.277765466350829,1180,5,0,3,2,13,5,0.722234533649171,1320
2022-11-15,Dominican Republic,Cuba,2,4,1187,1306,3,2,4,1,5,9,FALSE,0.335142021445235,1167,5,0,2,3,12,3,0.664857978554765,1326
2022-06-10,Dominican Republic,Guatemala,1,1,1188,1519,4,1,3,2,11,7,FALSE,0.12949974225673,1210,3,2,2,3,8,3,0.87050025774327,1497
2022-06-05,Dominican Republic,French Guiana,2,3,1219,1387,4,1,2,3,10,4,FALSE,0.275461757157464,1202,5,0,4,1,9,5,0.724538242842536,1404
2022-05-28,East Timor,Nepal,2,2,624,995,1,4,5,0,1,18,FALSE,0.105680030148872,648,3,2,3,2,3,6,0.894319969851128,971
2022-06-05,Ecuador,Mexico,0,0,1850,1825,5,0,4,1,5,6,FALSE,0.535915926945102,1848,3,2,2,3,5,4,0.464084073054898,1827
2022-06-02,Ecuador,Nigeria,1,0,1830,1615,5,0,5,0,5,7,FALSE,0.775152865649684,1843,3,2,3,2,4,4,0.224847134350316,1602
2022-03-29,Ecuador,Argentina,1,1,1816,2137,5,0,4,1,6,6,FALSE,0.136128523658142,1838,4,1,1,4,7,1,0.863871476341858,2115
2022-01-27,Ecuador,Brazil,1,1,1846,2146,4,1,2,3,7,3,FALSE,0.150979557211323,1867,3,2,2,3,8,2,0.849020442788677,2125
2021-12-04,Ecuador,El Salvador,1,1,1871,1487,4,1,2,3,7,4,FALSE,0.901186829121668,1847,3,2,5,0,3,8,0.0988131708783323,1511
2021-11-11,Ecuador,Venezuela,1,0,1814,1704,3,2,3,2,7,5,FALSE,0.65321716721887,1835,3,2,5,0,4,10,0.34678283278113,1683
2021-10-27,Ecuador,Mexico,3,2,1780,1892,2,3,2,3,4,3,FALSE,0.344179494087605,1819,5,0,2,3,8,2,0.655820505912395,1853
2021-10-07,Ecuador,Bolivia,3,0,1799,1593,2,3,3,2,3,5,FALSE,0.765994670766489,1813,3,2,5,0,4,14,0.234005329233511,1579
2021-09-05,Ecuador,Chile,0,0,1820,1795,4,1,4,1,7,8,FALSE,0.535915926945102,1818,2,3,4,1,2,5,0.464084073054898,1797
2021-09-02,Ecuador,Paraguay,2,0,1784,1798,3,2,5,0,5,9,FALSE,0.479863277964184,1815,3,2,4,1,8,6,0.520136722035817,1767
2021-06-23,Ecuador,Peru,2,2,1774,1841,3,2,5,0,5,8,FALSE,0.404756960348428,1780,2,3,5,0,4,11,0.595243039651572,1835
2021-06-20,Ecuador,Venezuela,2,2,1771,1787,3,2,5,0,9,7,FALSE,0.476990412702438,1772,2,3,3,2,3,7,0.523009587297562,1786
2021-06-08,Ecuador,Peru,1,2,1856,1747,4,1,5,0,15,8,FALSE,0.651912039874664,1817,2,3,5,0,4,13,0.348087960125336,1786
2021-03-29,Ecuador,Bolivia,2,1,1873,1618,4,1,5,0,15,7,FALSE,0.812737681636535,1884,4,1,5,0,6,14,0.187262318363465,1607
2020-11-17,Ecuador,Colombia,6,1,1824,1929,4,1,4,1,11,6,FALSE,0.353331157674385,1863,4,1,4,1,12,8,0.646668842325615,1890
2022-06-05,Egypt,Guinea,1,0,1691,1393,2,3,2,3,3,2,FALSE,0.84753872399585,1700,2,3,2,3,2,3,0.15246127600415,1384
2022-03-25,Egypt,Senegal,1,0,1694,1716,2,3,1,4,3,1,FALSE,0.468381702171893,1726,3,2,2,3,8,2,0.531618297828107,1684
2022-02-06,Egypt,Senegal,0,0,1688,1718,3,2,1,4,4,1,FALSE,0.456933507977788,1691,3,2,2,3,8,2,0.543066492022212,1715
2022-01-30,Egypt,Morocco,2,1,1638,1772,2,3,1,4,2,1,FALSE,0.316183685806341,1679,5,0,3,2,9,5,0.683816314193659,1731
2022-01-26,Egypt,Ivory Coast,0,0,1635,1664,2,3,2,3,2,2,FALSE,0.458362297285237,1637,4,1,3,2,9,4,0.541637702714763,1662
2022-01-19,Egypt,Sudan,1,0,1630,1291,2,3,3,2,4,3,FALSE,0.875603668640993,1637,2,3,3,2,3,7,0.124396331359007,1284
2022-01-15,Egypt,Guinea-Bissau,1,0,1617,1370,2,3,4,1,4,4,FALSE,0.80562769404365,1629,0,5,2,3,0,8,0.19437230595635,1358
2021-12-11,Egypt,Jordan,3,1,1652,1552,5,0,3,2,11,4,FALSE,0.640064999802885,1674,3,2,3,2,8,6,0.359935000197115,1530
2021-12-04,Egypt,Sudan,5,0,1644,1360,5,0,2,3,9,3,FALSE,0.836830966002895,1654,2,3,4,1,3,10,0.163169033997105,1350
2021-12-01,Egypt,Lebanon,1,0,1626,1389,5,0,2,3,10,3,FALSE,0.796454699711726,1638,2,3,4,1,4,6,0.203545300288274,1377
2021-11-16,Egypt,Gabon,2,1,1615,1424,5,0,2,3,9,3,FALSE,0.750163481828642,1630,5,0,3,2,6,6,0.249836518171358,1409
2022-06-14,El Salvador,United States,1,1,1496,1846,3,2,5,0,8,11,FALSE,0.117661702953059,1519,3,2,2,3,13,3,0.882338297046941,1823
2022-06-04,El Salvador,Grenada,3,1,1519,1089,3,2,5,0,5,11,FALSE,0.922390510570624,1524,1,4,4,1,1,12,0.0776094894293755,1084
2022-05-01,El Salvador,Panama,3,2,1467,1638,2,3,5,0,2,11,FALSE,0.272028486455804,1511,4,1,4,1,6,9,0.727971513544196,1594
2022-03-27,El Salvador,Costa Rica,1,2,1521,1731,2,3,4,1,3,5,FALSE,0.229903323339018,1507,4,1,1,4,5,1,0.770096676660982,1745
2022-02-02,El Salvador,Canada,0,2,1526,1851,3,2,4,1,4,5,FALSE,0.13344335621046,1518,5,0,2,3,11,2,0.86655664378954,1859
2021-11-12,El Salvador,Jamaica,1,1,1484,1580,2,3,4,1,2,7,FALSE,0.365256664947683,1492,2,3,3,2,3,6,0.634743335052317,1572
2021-10-13,El Salvador,Mexico,0,2,1519,1875,2,3,3,2,2,7,FALSE,0.11412305741415,1512,5,0,3,2,8,3,0.885876942585849,1882
2021-10-07,El Salvador,Panama,1,0,1510,1600,0,5,2,3,0,5,FALSE,0.373300918333268,1548,4,1,3,2,9,5,0.626699081666732,1562
2021-09-05,El Salvador,Honduras,0,0,1553,1616,2,3,2,3,4,4,FALSE,0.41031649686005,1558,3,2,4,1,8,8,0.58968350313995,1611
2021-09-02,El Salvador,United States,0,0,1522,1900,3,2,2,3,6,4,FALSE,0.101931720988974,1546,5,0,1,4,10,1,0.898068279011026,1876
2021-06-15,El Salvador,Saint Kitts and Nevis,2,0,1476,1249,5,0,1,4,17,1,FALSE,0.786963279389469,1489,3,2,2,3,8,6,0.213036720610531,1236
2022-09-26,England,Germany,3,3,1916,1942,1,4,4,1,1,7,FALSE,0.462652682833507,1918,4,1,5,0,8,6,0.537347317166493,1940
2022-06-14,England,Hungary,0,4,2002,1788,3,2,3,2,6,3,FALSE,0.774147977701831,1956,4,1,3,2,4,4,0.225852022298169,1834
2022-06-11,England,Italy,0,0,2005,1976,4,1,3,2,16,3,FALSE,0.541637702714763,2003,3,2,5,0,6,8,0.458362297285237,1978
2022-03-29,England,Ivory Coast,3,0,2041,1657,5,0,2,3,23,2,FALSE,0.901186829121668,2047,4,1,3,2,7,5,0.0988131708783323,1651
2022-03-26,England,Switzerland,2,1,2017,1939,5,0,2,3,22,2,FALSE,0.610402422094689,2040,4,1,1,4,11,1,0.389597577905311,1916
2021-11-12,England,Albania,5,0,2010,1603,5,0,2,3,15,2,FALSE,0.912366652205463,2015,4,1,2,3,8,5,0.087633347794537,1598
2021-10-12,England,Hungary,1,1,2043,1666,5,0,2,3,15,2,FALSE,0.897540114128724,2019,2,3,5,0,4,9,0.102459885871276,1690
2021-09-05,England,Andorra,4,0,2066,1047,5,0,2,3,13,2,FALSE,0.997173358914933,2066,3,2,3,2,4,11,0.00282664108506731,1047
2021-07-11,England,Italy,1,1,2056,2100,4,1,1,4,9,1,FALSE,0.437015271896404,2060,5,0,3,2,9,3,0.562984728103596,2096
2021-07-07,England,Denmark,2,1,2036,1972,4,1,0,5,8,0,FALSE,0.591075596314943,2061,4,1,4,1,11,5,0.408924403685057,1947
2021-07-03,England,Ukraine,4,0,2029,1824,4,1,0,5,5,0,FALSE,0.764961263552689,2043,4,1,4,1,10,6,0.235038736447311,1810
2021-06-29,England,Germany,2,0,2011,1934,4,1,0,5,4,0,FALSE,0.60903260340424,2034,4,1,5,0,14,7,0.39096739659576,1911
2021-06-22,England,Czechia,1,0,1995,1795,4,1,1,4,5,1,FALSE,0.759746926647958,2009,3,2,4,1,6,7,0.240253073352042,1781
2021-06-18,England,Scotland,0,0,2016,1673,5,0,1,4,7,1,FALSE,0.878090073942596,1993,4,1,3,2,8,5,0.121909926057404,1696
2021-06-13,England,Croatia,1,0,2005,1791,5,0,1,4,11,1,FALSE,0.774147977701831,2019,3,2,3,2,5,3,0.225852022298169,1777
2021-06-06,England,Romania,1,0,1994,1600,5,0,1,4,14,1,FALSE,0.906195846773505,2000,4,1,5,0,7,9,0.0938041532264949,1594
2021-06-02,England,Austria,1,0,1987,1771,4,1,2,3,13,3,FALSE,0.776154575341831,2000,4,1,5,0,8,9,0.223845424658169,1758
2021-03-31,England,Poland,2,1,1962,1826,4,1,1,4,14,2,FALSE,0.686300257683313,1981,4,1,3,2,9,7,0.313699742316688,1807
2021-03-25,England,San Marino,5,0,1974,852,3,2,3,2,9,4,FALSE,0.998435699798906,1974,0,5,3,2,0,9,0.00156430020109411,852
2020-11-18,England,Iceland,4,0,1962,1644,3,2,3,2,8,4,FALSE,0.861827847579918,1970,4,1,5,0,5,10,0.138172152420082,1636
2020-11-12,England,Ireland,3,0,1984,1635,3,2,2,3,6,2,FALSE,0.881739359341907,1991,1,4,3,2,1,3,0.118260640658093,1628
2020-10-14,England,Denmark,0,1,2031,1908,4,1,2,3,8,2,FALSE,0.669969013903483,1991,2,3,1,4,7,2,0.330030986096517,1948
2020-10-08,England,Wales,3,0,1990,1763,4,1,2,3,9,3,FALSE,0.786963279389469,2003,4,1,2,3,4,3,0.213036720610531,1750
2018-09-08,England,Spain,1,2,1903,2002,3,2,4,1,4,6,FALSE,0.361262250888275,1881,5,0,3,2,8,6,0.638737749111725,2024
2018-07-07,England,Sweden,2,0,1949,1887,4,1,4,1,11,4,FALSE,0.588289971863163,1974,4,1,1,4,6,2,0.411710028136837,1862
2022-01-26,Equatorial Guinea,Mali,0,0,1497,1640,4,1,2,3,4,2,FALSE,0.305090287270497,1509,5,0,1,4,8,1,0.694909712729503,1628
2022-01-20,Equatorial Guinea,Sierra Leone,1,0,1481,1372,4,1,3,2,4,3,FALSE,0.651912039874664,1502,3,2,4,1,5,6,0.348087960125336,1351
2022-01-16,Equatorial Guinea,Algeria,1,0,1439,1792,4,1,3,2,5,3,FALSE,0.115880643661586,1492,4,1,2,3,9,3,0.884119356338414,1739
2022-09-23,Estonia,Malta,2,1,1415,1282,2,3,3,2,4,8,FALSE,0.682570385474772,1434,4,1,2,3,6,3,0.317429614525228,1263
2022-06-02,Estonia,San Marino,2,0,1382,800,1,4,4,1,1,8,FALSE,0.966113391739664,1384,1,4,5,0,1,21,0.0338866082603359,798
2022-03-24,Estonia,Cyprus,0,0,1435,1290,2,3,3,2,3,6,FALSE,0.697345078589853,1423,2,3,5,0,3,15,0.302654921410147,1302
2021-10-11,Estonia,Wales,0,1,1483,1802,3,2,3,2,6,7,FALSE,0.137488096008689,1475,2,3,3,2,5,8,0.862511903991311,1810
2021-10-08,Estonia,Belarus,2,0,1463,1458,3,2,3,2,5,7,FALSE,0.507195081709051,1493,2,3,5,0,3,15,0.492804918290949,1428
2021-09-05,Estonia,Northern Ireland,0,1,1452,1566,4,1,3,2,6,7,FALSE,0.341585479083087,1432,3,2,3,2,8,4,0.658414520916913,1586
2021-09-02,Estonia,Belgium,2,5,1454,2117,4,1,3,2,6,6,FALSE,0.0215301690417093,1453,5,0,2,3,9,3,0.978469830958291,2118
2021-06-10,Estonia,Latvia,2,1,1434,1295,4,1,3,2,6,11,FALSE,0.690006207280314,1453,4,1,5,0,8,15,0.309993792719686,1276
2020-09-05,Estonia,Georgia,0,1,1475,1536,2,3,4,1,4,7,FALSE,0.4131049766209,1450,5,0,2,3,10,2,0.5868950233791,1561
2018-10-15,Estonia,Hungary,3,3,1425,1545,1,4,5,0,1,7,FALSE,0.333860575416878,1435,3,2,5,0,4,6,0.666139424583122,1535
2021-12-30,Ethiopia,Sudan,3,2,1347,1315,4,1,4,1,4,6,FALSE,0.545921922780484,1374,0,5,4,1,0,13,0.454078077219516,1288
2022-09-25,Faroe Islands,Turkey,2,1,1281,1710,3,2,5,0,5,9,FALSE,0.0780225763173731,1336,5,0,1,4,17,3,0.921977423682627,1655
2022-06-11,Faroe Islands,Lithuania,2,1,1224,1290,2,3,3,2,3,8,FALSE,0.406144614763822,1260,2,3,5,0,3,11,0.593855385236178,1254
2022-06-07,Faroe Islands,Luxembourg,0,1,1242,1402,3,2,3,2,4,10,FALSE,0.284747248950801,1225,3,2,4,1,6,8,0.715252751049199,1419
2022-03-29,Faroe Islands,Liechtenstein,1,0,1241,1102,2,3,4,1,3,9,FALSE,0.690006207280314,1260,0,5,5,0,0,25,0.309993792719686,1083
2021-10-12,Faroe Islands,Scotland,0,1,1286,1708,2,3,5,0,7,9,FALSE,0.0809709508054486,1281,4,1,3,2,6,7,0.919029049194551,1713
2021-10-09,Faroe Islands,Austria,0,2,1289,1702,2,3,5,0,7,8,FALSE,0.0849108889395813,1284,4,1,3,2,6,8,0.915089111060419,1707
2021-09-07,Faroe Islands,Moldova,2,1,1259,1250,1,4,5,0,5,11,FALSE,0.512949144892864,1288,2,3,4,1,2,9,0.487050855107136,1221
2021-09-04,Faroe Islands,Denmark,0,1,1254,1958,2,3,5,0,6,13,FALSE,0.0170811715467935,1253,5,0,3,2,13,4,0.982918828453207,1959
2021-09-01,Faroe Islands,Israel,0,4,1255,1630,3,2,5,0,7,10,FALSE,0.103523492101814,1249,3,2,5,0,8,9,0.896476507898186,1636
2021-06-07,Faroe Islands,Liechtenstein,5,1,1233,1084,3,2,5,0,3,10,FALSE,0.702182602090521,1251,2,3,5,0,2,18,0.297817397909479,1066
2021-06-04,Faroe Islands,Iceland,0,1,1230,1577,4,1,5,0,4,10,FALSE,0.119466437752599,1223,2,3,5,0,5,12,0.880533562247401,1584
2020-10-10,Faroe Islands,Latvia,1,1,1292,1291,3,2,4,1,5,9,FALSE,0.501439111709153,1292,3,2,3,2,3,3,0.498560888290847,1291
2020-09-03,Faroe Islands,Malta,3,2,1261,1198,2,3,5,0,2,9,FALSE,0.58968350313995,1286,4,1,5,0,4,11,0.41031649686005,1173
2022-09-23,Finland,Romania,1,1,1613,1571,3,2,4,1,5,7,FALSE,0.560150145231903,1609,2,3,4,1,3,8,0.439849854768097,1575
2022-06-07,Finland,Montenegro,2,0,1657,1573,3,2,5,0,5,7,FALSE,0.618584122089031,1680,4,1,3,2,6,5,0.381415877910969,1550
2022-06-04,Finland,Bosnia and Herzegovina,1,1,1660,1588,3,2,4,1,6,6,FALSE,0.602158093174717,1654,2,3,4,1,2,7,0.397841906825283,1594
2022-03-26,Finland,Iceland,1,1,1711,1525,3,2,4,1,6,7,FALSE,0.744730406865035,1696,4,1,3,2,7,9,0.255269593134965,1540
2021-11-16,Finland,France,0,2,1725,2102,4,1,3,2,7,5,FALSE,0.102459885871276,1719,5,0,3,2,16,4,0.897540114128724,2108
2021-10-09,Finland,Ukraine,1,2,1708,1799,1,4,3,2,1,5,FALSE,0.371955194378058,1686,4,1,5,0,6,9,0.628044805621942,1821
2021-09-04,Finland,Kazakhstan,1,0,1674,1364,1,4,3,2,1,4,FALSE,0.856252060098151,1683,3,2,5,0,4,11,0.14374793990185,1355
2021-09-01,Finland,Wales,0,0,1649,1811,1,4,4,1,1,6,FALSE,0.282408276808469,1662,2,3,3,2,3,6,0.717591723191531,1798
2021-06-04,Finland,Estonia,0,1,1674,1377,4,1,5,0,6,11,FALSE,0.846793403072681,1623,3,2,3,2,5,11,0.153206596927319,1428
2021-03-24,Finland,Bosnia and Herzegovina,2,2,1737,1642,5,0,2,3,8,4,FALSE,0.633407700071168,1729,1,4,4,1,1,10,0.366592299928832,1650
2020-10-14,Finland,Ireland,1,0,1627,1668,3,2,3,2,4,8,FALSE,0.441268630675239,1661,1,4,2,3,1,2,0.558731369324761,1634
2020-10-11,Finland,Bulgaria,2,0,1604,1555,2,3,4,1,2,9,FALSE,0.570052823583988,1630,3,2,5,0,3,7,0.429947176416012,1529
2020-09-03,Finland,Wales,0,1,1621,1722,3,2,2,3,4,3,FALSE,0.358609888044382,1599,3,2,4,1,3,9,0.641390111955618,1744
2018-10-15,Finland,Greece,2,0,1668,1641,4,1,1,4,5,2,FALSE,0.538778092057172,1696,4,1,2,3,4,4,0.461221907942829,1613
2022-11-26,France,Denmark,,,1987,1944,3,2,4,1,7,5,TRUE,0.561567938973646,,3,2,2,3,5,3,0.438432061026354,
2022-09-22,France,Austria,2,0,1992,1747,4,1,4,1,8,5,FALSE,0.803818519424684,2004,4,1,4,1,7,7,0.196181480575316,1735
2022-06-13,France,Croatia,0,1,2033,1879,5,0,4,1,10,5,FALSE,0.708166388281201,1991,4,1,4,1,5,6,0.291833611718799,1921
2022-06-03,France,Denmark,1,2,2127,1937,5,0,2,3,19,2,FALSE,0.749083062877536,2082,4,1,3,2,9,7,0.250916937122464,1982
2022-03-29,France,South Africa,5,0,2127,1543,5,0,3,2,17,4,FALSE,0.966488289451629,2129,3,2,2,3,5,2,0.0335117105483713,1541
2022-03-25,France,Ivory Coast,2,1,2116,1662,5,0,2,3,17,3,FALSE,0.931721185706873,2120,3,2,3,2,6,4,0.0682788142931266,1658
2021-11-13,France,Kazakhstan,8,0,2100,1361,5,0,4,1,9,5,FALSE,0.985992087197764,2101,2,3,5,0,4,9,0.0140079128022362,1360
2021-10-10,France,Spain,2,1,2072,2024,5,0,4,1,10,7,FALSE,0.568641391883668,2098,5,0,3,2,10,4,0.431358608116332,1998
2021-10-07,France,Belgium,3,2,2028,2133,5,0,4,1,9,7,FALSE,0.353331157674385,2067,5,0,2,3,11,4,0.646668842325615,2094
2021-09-07,France,Finland,2,0,2016,1692,5,0,5,0,8,8,FALSE,0.865889582455044,2024,2,3,2,3,2,3,0.134110417544956,1684
2021-09-01,France,Bosnia and Herzegovina,1,1,2068,1618,5,0,3,2,10,6,FALSE,0.930241712641094,2042,1,4,3,2,2,5,0.0697582873589063,1644
2021-06-28,France,Switzerland,3,3,2082,1911,5,0,2,3,10,3,FALSE,0.727971513544196,2068,4,1,4,1,13,6,0.272028486455804,1925
2021-06-23,France,Portugal,2,2,2091,1998,5,0,1,4,9,1,FALSE,0.630730288616202,2083,4,1,2,3,12,5,0.369269711383798,2006
2021-06-08,France,Bulgaria,3,0,2101,1502,5,0,2,3,11,3,FALSE,0.969175060695686,2103,2,3,4,1,2,7,0.0308249393043144,1500
2021-06-02,France,Wales,3,0,2064,1900,5,0,2,3,9,3,FALSE,0.719919005947152,2081,5,0,2,3,7,4,0.280080994052848,1883
2021-03-24,France,Ukraine,1,1,2088,1817,3,2,3,2,7,5,FALSE,0.826353553944032,2068,4,1,4,1,4,14,0.173646446055968,1837
2020-11-17,France,Sweden,4,2,2080,1840,3,2,3,2,10,4,FALSE,0.799239991086898,2092,3,2,5,0,5,9,0.200760008913102,1828
2020-11-11,France,Finland,0,2,2143,1671,4,1,3,2,14,4,FALSE,0.938025284074642,2087,4,1,2,3,5,6,0.061974715925358,1727
2020-10-11,France,Portugal,0,0,2138,1997,4,1,3,2,13,5,FALSE,0.692463392579518,2126,3,2,2,3,7,2,0.307536607420482,2009
2020-10-07,France,Ukraine,7,1,2118,1796,4,1,3,2,8,5,FALSE,0.864547005411304,2126,3,2,3,2,4,9,0.135452994588696,1788
2020-09-08,France,Croatia,4,2,2109,1908,4,1,3,2,6,5,FALSE,0.760796090989142,2123,4,1,4,1,7,9,0.239203909010858,1894
2018-10-16,France,Germany,2,1,2087,1980,4,1,3,2,9,5,FALSE,0.649294947110963,2108,2,3,4,1,4,7,0.350705052889036,1959
2018-10-11,France,Iceland,2,2,2111,1697,4,1,2,3,9,3,FALSE,0.915535326703276,2086,2,3,5,0,2,14,0.0844646732967243,1722
2018-07-15,France,Croatia,4,2,2085,1941,4,1,1,4,8,3,FALSE,0.6961287704296,2103,5,0,4,1,10,5,0.3038712295704,1923
2018-07-10,France,Belgium,1,0,2049,2047,4,1,2,3,9,4,FALSE,0.502878199574811,2079,5,0,3,2,14,5,0.497121800425189,2017
2022-06-14,French Guiana,Belize,1,0,1334,1089,5,0,4,1,10,6,FALSE,0.803818519424684,1346,2,3,5,0,2,9,0.196181480575316,1077
2022-06-02,French Guiana,Guatemala,2,0,1329,1568,5,0,5,0,9,6,FALSE,0.201685255845022,1377,4,1,1,4,9,1,0.798314744154978,1520
2022-05-22,French Guiana,Suriname,3,1,1294,1337,4,1,5,0,6,6,FALSE,0.438432061026354,1328,4,1,4,1,6,5,0.561567938973646,1303
2022-11-17,Gabon,Guinea-Bissau,3,1,1489,1381,4,1,3,2,5,4,FALSE,0.650604627933873,1510,5,0,4,1,13,7,0.349395372066128,1360
2022-06-08,Gabon,Mauritania,0,0,1494,1394,5,0,3,2,6,4,FALSE,0.640064999802885,1486,3,2,3,2,7,7,0.359935000197115,1402
2022-01-18,Gabon,Morocco,2,2,1431,1785,4,1,4,1,4,7,FALSE,0.115292183508836,1454,5,0,1,4,10,2,0.884707816491164,1762
2022-01-14,Gabon,Ghana,1,1,1423,1585,4,1,3,2,4,6,FALSE,0.282408276808469,1436,3,2,3,2,3,5,0.717591723191531,1572
2022-01-10,Gabon,Comoros,1,0,1400,1266,4,1,3,2,5,6,FALSE,0.683816314193659,1419,5,0,3,2,12,8,0.316183685806341,1247
2022-01-04,Gabon,Mauritania,1,1,1408,1379,4,1,3,2,5,8,FALSE,0.541637702714763,1406,3,2,4,1,4,8,0.458362297285237,1381
2021-11-12,Gabon,Libya,1,0,1396,1350,4,1,4,1,5,8,FALSE,0.565815203069233,1422,2,3,4,1,3,6,0.434184796930767,1324
