date,team,opponent,GF,GA,pre_rating_team,pre_rating_opponent,did_score_team,fail_to_score_team,did_receive_goal_team,not_receive_goal_team,GF_last_5_team,GA_last_5_team,qatar,magic_johnson_team,rating_team,did_score_opponent,fail_to_score_opponent,did_receive_goal_opponent,not_receive_goal_opponent,GF_last_5_opponent,GA_last_5_opponent,magic_johnson_opponent,rating_opponent
2021-09-07,Russia,Malta,2,0,1764,1250,3,2,2,3,4,7,FALSE,0.950678781133881,1767,2,3,4,1,4,9,0.0493212188661195,1247
2021-09-01,Russia,Croatia,0,0,1738,1798,4,1,3,2,4,8,FALSE,0.41450132132819,1743,3,2,5,0,7,9,0.58549867867181,1793
2021-06-16,Russia,Finland,1,0,1739,1680,4,1,4,1,5,7,FALSE,0.584100958813678,1764,3,2,4,1,4,7,0.415899041186322,1655
2021-06-12,Russia,Belgium,0,3,1745,2090,5,0,4,1,8,5,FALSE,0.120682846545992,1738,5,0,3,2,14,3,0.879317153454008,2097
2021-06-05,Russia,Bulgaria,1,0,1721,1514,4,1,5,0,7,10,FALSE,0.767024918145021,1735,2,3,3,2,2,6,0.232975081854979,1500
2021-03-27,Russia,Slovenia,2,1,1720,1666,2,3,3,2,5,9,FALSE,0.577092475825329,1745,3,2,1,4,7,1,0.422907524174671,1641
2020-10-14,Russia,Hungary,0,0,1760,1706,4,1,5,0,8,8,FALSE,0.577092475825329,1755,5,0,2,3,9,4,0.422907524174671,1711
2020-10-11,Russia,Turkey,1,1,1771,1685,3,2,5,0,7,10,FALSE,0.621296723122455,1764,1,4,3,2,3,5,0.378703276877545,1692
2020-10-08,Russia,Sweden,1,2,1801,1835,3,2,4,1,8,8,FALSE,0.451225664140258,1774,3,2,2,3,4,3,0.548774335859742,1862
2020-09-03,Russia,Serbia,3,1,1757,1807,2,3,3,2,7,6,FALSE,0.428536882591619,1791,4,1,3,2,10,4,0.571463117408381,1773
2022-01-06,Rwanda,Guinea,0,2,1297,1361,2,3,4,1,4,7,FALSE,0.408924403685057,1272,2,3,4,1,3,12,0.591075596314943,1386
2022-01-03,Rwanda,Guinea,3,0,1254,1403,2,3,5,0,2,8,FALSE,0.297817397909479,1296,3,2,4,1,4,10,0.702182602090521,1361
2021-11-11,Rwanda,Mali,0,3,1300,1564,2,3,4,1,6,4,FALSE,0.179504792713577,1289,3,2,1,4,7,1,0.820495207286423,1575
2021-06-07,Rwanda,Central African Republic,5,0,1365,1257,2,3,0,5,3,0,FALSE,0.650604627933873,1386,2,3,5,0,3,11,0.349395372066128,1236
2022-06-12,Saint Kitts and Nevis,Saint Martin,1,1,1177,803,1,4,5,0,3,11,FALSE,0.895941050841722,1153,3,2,3,2,5,10,0.104058949158278,827
2021-06-12,Saint Kitts and Nevis,El Salvador,0,4,1263,1423,3,2,2,3,8,3,FALSE,0.284747248950801,1246,4,1,2,3,13,7,0.715252751049199,1440
2022-10-01,Saint Vincent and the Grenadines,Grenada,1,5,1077,1078,3,2,5,0,6,10,FALSE,0.498560888290847,1047,3,2,5,0,4,14,0.501439111709153,1108
2022-06-10,Saint Vincent and the Grenadines,Trinidad and Tobago,0,2,1035,1330,4,1,5,0,5,14,FALSE,0.154706189382,1026,5,0,2,3,13,3,0.845293810618,1339
2022-06-09,San Marino,Iceland,0,1,785,1549,1,4,5,0,1,18,FALSE,0.0121531710401534,784,4,1,5,0,5,14,0.987846828959847,1550
2022-06-05,San Marino,Malta,0,2,798,1307,1,4,5,0,1,20,FALSE,0.0506884227090081,795,3,2,3,2,4,14,0.949311577290992,1310
2022-03-25,San Marino,Lithuania,1,2,805,1324,0,5,5,0,0,27,FALSE,0.0479890280150698,802,2,3,5,0,4,12,0.95201097198493,1327
2021-11-15,San Marino,England,0,10,800,2009,1,4,5,0,1,24,FALSE,0.000948610283304245,800,5,0,2,3,16,2,0.999051389716696,2009
2021-10-12,San Marino,Andorra,0,3,812,1046,2,3,5,0,2,23,FALSE,0.206359256811831,800,2,3,3,2,3,11,0.793640743188169,1058
2021-09-05,San Marino,Poland,1,7,815,1762,1,4,5,0,1,18,FALSE,0.00427209281186252,815,5,0,5,0,10,9,0.995727907188137,1762
2021-03-31,San Marino,Albania,0,2,844,1582,0,5,3,2,0,11,FALSE,0.0140876421179904,843,4,1,4,1,9,6,0.985912357882009,1583
2021-03-28,San Marino,Hungary,0,3,846,1783,0,5,3,2,0,12,FALSE,0.00452408501009101,846,4,1,3,2,8,5,0.995475914989909,1783
2022-11-22,Saudi Arabia,Argentina,2,1,1647,2125,3,2,3,2,3,3,TRUE,0.059996961629976,1703,5,0,0,5,19,0,0.940003038370024,2069
2022-11-16,Saudi Arabia,Croatia,0,1,1662,1967,4,1,2,3,4,2,FALSE,0.147327047943889,1653,5,0,3,2,8,3,0.852672952056111,1976
2022-11-06,Saudi Arabia,Iceland,1,0,1634,1595,2,3,1,4,2,1,FALSE,0.555890961116853,1661,5,0,3,2,6,4,0.444109038883147,1568
2022-03-29,Saudi Arabia,Australia,1,0,1594,1681,3,2,4,1,3,5,FALSE,0.377349804212738,1631,3,2,3,2,7,5,0.622650195787262,1644
2022-01-27,Saudi Arabia,Oman,1,0,1604,1501,2,3,3,2,2,3,FALSE,0.644033853822293,1625,4,1,4,1,6,6,0.355966146177707,1480
2021-09-02,Saudi Arabia,Vietnam,3,1,1613,1367,5,0,0,5,15,0,FALSE,0.80472469349926,1625,5,0,4,1,13,7,0.195275306500741,1355
2021-06-15,Saudi Arabia,Uzbekistan,3,0,1616,1557,5,0,1,4,13,2,FALSE,0.584100958813678,1641,4,1,2,3,12,2,0.415899041186322,1532
2022-09-27,Scotland,Ukraine,0,0,1768,1797,4,1,3,2,11,5,FALSE,0.458362297285237,1770,4,1,2,3,10,4,0.541637702714763,1795
2022-09-24,Scotland,Ireland,2,1,1740,1697,4,1,3,2,10,7,FALSE,0.561567938973646,1766,3,2,3,2,5,3,0.438432061026354,1671
2022-09-21,Scotland,Ukraine,3,0,1706,1818,4,1,4,1,9,9,FALSE,0.344179494087605,1745,4,1,3,2,8,3,0.655820505912395,1779
2022-06-08,Scotland,Armenia,2,0,1708,1575,5,0,3,2,8,6,FALSE,0.682570385474772,1727,3,2,3,2,3,18,0.317429614525228,1556
2022-06-01,Scotland,Ukraine,1,3,1744,1809,5,0,2,3,8,3,FALSE,0.407533769415668,1720,5,0,4,1,7,4,0.592466230584332,1833
2022-03-24,Scotland,Poland,1,1,1755,1769,5,0,1,4,9,2,FALSE,0.479863277964184,1756,5,0,3,2,12,4,0.520136722035817,1768
2021-11-15,Scotland,Denmark,2,0,1702,1994,5,0,1,4,8,2,FALSE,0.156978035585964,1753,5,0,1,4,14,1,0.843021964414036,1943
2021-10-09,Scotland,Israel,3,2,1693,1649,3,2,2,3,3,5,FALSE,0.562984728103596,1719,3,2,4,1,12,12,0.437015271896404,1623
2021-09-04,Scotland,Moldova,1,0,1663,1262,2,3,3,2,2,7,FALSE,0.909565530807434,1668,2,3,4,1,2,16,0.090434469192566,1257
2021-06-22,Scotland,Croatia,1,3,1691,1793,3,2,2,3,7,4,FALSE,0.35728693116738,1670,3,2,4,1,5,4,0.64271306883262,1814
2021-06-14,Scotland,Czechia,0,2,1685,1778,5,0,3,2,10,5,FALSE,0.369269711383798,1663,3,2,5,0,10,9,0.630730288616202,1800
2021-03-31,Scotland,Faroe Islands,4,0,1646,1240,3,2,5,0,4,6,FALSE,0.911905307603424,1651,5,0,5,0,5,8,0.0880946923965764,1235
2021-03-25,Scotland,Austria,2,2,1649,1808,3,2,3,2,3,3,FALSE,0.28592109741465,1662,5,0,2,3,8,2,0.71407890258535,1795
2020-10-14,Scotland,Czechia,1,0,1758,1779,4,1,3,2,7,4,FALSE,0.469815319996098,1790,5,0,4,1,9,5,0.530184680003902,1747
2020-10-11,Scotland,Slovakia,1,0,1731,1695,4,1,3,2,10,4,FALSE,0.551623547310961,1758,3,2,4,1,6,6,0.44837645268904,1668
2020-10-08,Scotland,Israel,0,0,1732,1601,5,0,4,1,11,7,FALSE,0.680070675737222,1721,5,0,3,2,13,5,0.319929324262779,1612
2022-06-04,Senegal,Benin,3,1,1721,1475,3,2,3,2,7,3,FALSE,0.80472469349926,1733,4,1,3,2,9,4,0.195275306500741,1463
2022-03-29,Senegal,Egypt,1,0,1685,1725,3,2,3,2,8,3,FALSE,0.442688366237707,1718,2,3,1,4,3,1,0.557311633762293,1692
2022-02-02,Senegal,Burkina Faso,3,1,1699,1589,3,2,1,4,6,1,FALSE,0.65321716721887,1720,5,0,3,2,5,4,0.34678283278113,1568
2022-01-30,Senegal,Equatorial Guinea,3,1,1676,1512,3,2,0,5,5,0,FALSE,0.719919005947152,1693,3,2,2,3,3,2,0.280080994052848,1495
2022-01-25,Senegal,Cape Verde,2,0,1658,1500,3,2,1,4,4,1,FALSE,0.712902157405454,1675,4,1,4,1,5,4,0.287097842594546,1483
2022-01-10,Senegal,Zimbabwe,1,0,1697,1300,5,0,4,1,13,4,FALSE,0.907653568193682,1703,2,3,4,1,2,6,0.092346431806318,1294
2021-11-14,Senegal,Congo,2,0,1683,1325,5,0,4,1,13,4,FALSE,0.887035726884122,1690,5,0,5,0,5,8,0.112964273115878,1318
2022-09-24,Serbia,Sweden,4,1,1830,1745,3,2,4,1,7,7,FALSE,0.619941359044523,1853,3,2,4,1,5,8,0.380058640955477,1722
2022-06-05,Serbia,Slovenia,4,1,1821,1624,3,2,3,2,7,5,FALSE,0.756580594295053,1836,3,2,4,1,5,6,0.243419405704947,1609
2022-06-02,Serbia,Norway,0,1,1858,1757,4,1,3,2,10,5,FALSE,0.641390111955618,1820,3,2,1,4,13,2,0.358609888044382,1795
2021-11-11,Serbia,Qatar,4,0,1786,1602,5,0,3,2,13,3,FALSE,0.74253555894307,1801,2,3,5,0,2,15,0.25746444105693,1587
2021-10-12,Serbia,Azerbaijan,3,1,1774,1345,4,1,3,2,10,3,FALSE,0.921977423682627,1779,2,3,5,0,2,10,0.0780225763173731,1340
2021-09-04,Serbia,Luxembourg,4,1,1791,1413,4,1,4,1,9,5,FALSE,0.898068279011026,1797,3,2,4,1,4,6,0.101931720988974,1407
2021-09-01,Serbia,Qatar,4,0,1758,1693,4,1,5,0,8,7,FALSE,0.592466230584332,1782,4,1,3,2,12,6,0.407533769415668,1669
2021-03-27,Serbia,Portugal,2,2,1762,2033,3,2,2,3,9,3,FALSE,0.173646446055968,1782,4,1,2,3,14,3,0.826353553944032,2013
2020-11-18,Serbia,Russia,5,0,1751,1734,4,1,5,0,6,6,FALSE,0.524445461120662,1780,3,2,3,2,4,6,0.475554538879339,1705
2020-11-12,Serbia,Scotland,1,1,1743,1795,3,2,4,1,5,7,FALSE,0.425719796345476,1747,4,1,2,3,5,2,0.574280203654524,1791
2020-10-11,Serbia,Hungary,0,1,1787,1659,4,1,4,1,9,6,FALSE,0.676301669492737,1746,5,0,2,3,10,4,0.323698330507263,1700
2020-09-06,Serbia,Turkey,0,0,1773,1667,4,1,3,2,9,5,FALSE,0.647983013250306,1764,0,5,3,2,0,4,0.352016986749694,1676
2018-11-20,Serbia,Lithuania,4,1,1805,1344,4,1,2,3,7,3,FALSE,0.934240473414462,1809,2,3,5,0,2,12,0.0657595265855382,1340
2018-11-17,Serbia,Montenegro,2,1,1794,1610,3,2,2,3,5,4,FALSE,0.74253555894307,1809,2,3,3,2,6,5,0.25746444105693,1595
2022-03-29,Sierra Leone,Congo,2,1,1346,1290,2,3,3,2,3,6,FALSE,0.579899760357882,1371,4,1,5,0,4,9,0.420100239642119,1265
2022-03-27,Sierra Leone,Liberia,1,0,1330,1313,1,4,4,1,2,8,FALSE,0.524445461120662,1359,2,3,5,0,4,10,0.475554538879339,1284
2022-06-14,Singapore,Myanmar,6,2,1109,951,3,2,4,1,5,6,FALSE,0.712902157405454,1126,1,4,4,1,2,11,0.287097842594546,934
2022-03-29,Singapore,Philippines,2,0,1165,1085,4,1,4,1,7,8,FALSE,0.613136820153143,1188,4,1,4,1,12,8,0.386863179846857,1062
2022-03-26,Singapore,Malaysia,2,1,1134,1179,4,1,4,1,7,8,FALSE,0.435599509759579,1168,4,1,3,2,10,8,0.564400490240421,1145
2021-12-25,Singapore,Indonesia,2,4,1152,1195,4,1,3,2,8,4,FALSE,0.438432061026354,1126,4,1,4,1,14,5,0.561567938973646,1221
2021-12-22,Singapore,Indonesia,1,1,1149,1183,4,1,3,2,8,5,FALSE,0.451225664140258,1152,4,1,4,1,17,5,0.548774335859742,1180
2021-12-18,Singapore,Thailand,0,2,1170,1292,4,1,3,2,8,6,FALSE,0.331305043692668,1150,4,1,3,2,9,5,0.668694956307332,1312
2021-12-14,Singapore,East Timor,2,0,1170,629,3,2,4,1,6,11,FALSE,0.957476582443951,1173,2,3,5,0,3,20,0.0425234175560489,626
2021-12-08,Singapore,Philippines,2,1,1081,1137,2,3,4,1,4,14,FALSE,0.420100239642119,1116,4,1,4,1,7,9,0.579899760357882,1102
2021-12-05,Singapore,Myanmar,3,0,1060,987,2,3,5,0,2,15,FALSE,0.603536318526178,1084,3,2,5,0,3,28,0.396463681473822,963
2022-11-20,Slovakia,Chile,0,0,1532,1642,5,0,4,1,6,7,FALSE,0.34678283278113,1541,1,4,4,1,2,7,0.65321716721887,1633
2022-09-25,Slovakia,Belarus,1,1,1561,1387,4,1,3,2,4,5,FALSE,0.731377857839388,1547,2,3,4,1,2,6,0.268622142160612,1401
2022-09-22,Slovakia,Azerbaijan,1,2,1599,1292,4,1,2,3,5,3,FALSE,0.854113361945624,1548,1,4,3,2,2,4,0.145886638054376,1343
2022-06-06,Slovakia,Kazakhstan,0,1,1694,1365,4,1,2,3,11,4,FALSE,0.869196865455054,1642,3,2,3,2,5,10,0.130803134544946,1417
2022-06-03,Slovakia,Belarus,1,0,1665,1522,4,1,3,2,12,6,FALSE,0.694909712729503,1683,4,1,2,3,6,7,0.305090287270497,1504
2022-03-29,Slovakia,Finland,2,0,1632,1695,3,2,4,1,10,7,FALSE,0.41031649686005,1667,4,1,4,1,7,6,0.58968350313995,1660
2021-11-11,Slovakia,Slovenia,2,2,1651,1603,3,2,4,1,5,5,FALSE,0.568641391883668,1647,4,1,3,2,7,6,0.431358608116332,1607
2021-09-07,Slovakia,Cyprus,2,0,1650,1326,2,3,5,0,3,9,FALSE,0.865889582455044,1658,1,4,4,1,1,10,0.134110417544956,1318
2021-09-04,Slovakia,Croatia,0,1,1663,1802,2,3,4,1,3,8,FALSE,0.309993792719686,1644,3,2,4,1,7,8,0.690006207280314,1821
2021-06-14,Slovakia,Poland,2,1,1649,1770,3,2,3,2,5,4,FALSE,0.332581578126777,1689,5,0,4,1,10,8,0.667418421873223,1730
2021-03-30,Slovakia,Russia,2,1,1620,1743,3,2,3,2,5,5,FALSE,0.330030986096517,1660,3,2,4,1,7,10,0.669969013903483,1703
2021-03-27,Slovakia,Malta,2,2,1634,1235,3,2,3,2,5,6,FALSE,0.908614046714914,1609,5,0,3,2,9,5,0.0913859532850863,1260
2020-11-15,Slovakia,Scotland,1,0,1660,1783,3,2,4,1,5,6,FALSE,0.330030986096517,1700,4,1,2,3,5,2,0.669969013903483,1743
2020-10-14,Slovakia,Israel,2,3,1667,1581,2,3,4,1,2,6,FALSE,0.621296723122455,1630,4,1,4,1,5,7,0.378703276877545,1618
2020-10-08,Slovakia,Ireland,0,0,1696,1660,4,1,5,0,7,7,FALSE,0.551623547310961,1693,1,4,3,2,1,3,0.44837645268904,1663
2020-09-04,Slovakia,Czechia,1,3,1734,1750,3,2,5,0,6,6,FALSE,0.476990412702438,1705,4,1,3,2,5,7,0.523009587297562,1779
2018-11-16,Slovakia,Ukraine,4,1,1722,1835,4,1,4,1,6,6,FALSE,0.342881313512921,1761,5,0,3,2,9,3,0.657118686487079,1796
2022-11-20,Slovenia,Montenegro,1,0,1700,1531,4,1,4,1,7,5,FALSE,0.725685646271787,1716,3,2,4,1,6,6,0.274314353728213,1515
2022-09-24,Slovenia,Norway,2,1,1641,1846,2,3,3,2,3,8,FALSE,0.235038736447311,1687,4,1,2,3,15,3,0.764961263552689,1800
2022-06-12,Slovenia,Serbia,2,2,1628,1854,2,3,3,2,2,7,FALSE,0.214003397717843,1645,3,2,3,2,6,5,0.785996602282158,1837
2022-06-02,Slovenia,Sweden,0,2,1635,1810,4,1,4,1,6,6,FALSE,0.267492710244332,1619,2,3,3,2,3,5,0.732507289755668,1826
2021-11-14,Slovenia,Cyprus,2,1,1608,1299,4,1,3,2,8,7,FALSE,0.855542074892697,1617,1,4,5,0,2,15,0.144457925107303,1290
2021-10-11,Slovenia,Russia,1,2,1618,1776,4,1,2,3,12,4,FALSE,0.287097842594546,1601,4,1,1,4,6,4,0.712902157405454,1793
2021-09-04,Slovenia,Malta,1,0,1610,1260,4,1,4,1,9,5,FALSE,0.882338297046941,1617,3,2,4,1,6,10,0.117661702953059,1253
2021-09-01,Slovenia,Slovakia,1,1,1599,1683,4,1,3,2,9,4,FALSE,0.381415877910969,1606,2,3,4,1,3,8,0.618584122089031,1676
2021-06-04,Slovenia,Gibraltar,6,0,1602,1082,3,2,3,2,3,4,FALSE,0.952273278965796,1605,2,3,4,1,2,15,0.0477267210342039,1079
2021-03-24,Slovenia,Croatia,1,0,1616,1854,3,2,1,4,7,1,FALSE,0.202613685972296,1664,5,0,5,0,9,11,0.797386314027704,1806
2020-10-07,Slovenia,San Marino,4,0,1574,818,4,1,3,2,4,3,FALSE,0.987281352403709,1575,0,5,5,0,0,9,0.0127186475962907,817
2020-09-06,Slovenia,Moldova,1,0,1547,1344,3,2,4,1,3,4,FALSE,0.762884980305254,1561,3,2,3,2,3,3,0.237115019694746,1330
2020-09-03,Slovenia,Greece,0,0,1539,1609,4,1,5,0,4,6,FALSE,0.400603203290743,1545,3,2,3,2,3,5,0.599396796709257,1603
2018-11-16,Slovenia,Norway,1,1,1516,1715,4,1,4,1,5,6,FALSE,0.241305379853144,1532,4,1,1,4,5,1,0.758694620146856,1699
2022-05-29,South Sudan,Sudan,0,0,1109,1301,4,1,4,1,7,9,FALSE,0.248759206466289,1124,2,3,3,2,2,5,0.751240793533711,1286
2022-03-27,South Sudan,Djibouti,1,0,1092,873,4,1,5,0,7,10,FALSE,0.77914062081947,1105,2,3,5,0,4,21,0.22085937918053,860
2022-03-23,South Sudan,Djibouti,4,2,1074,888,3,2,5,0,3,9,FALSE,0.744730406865035,1089,2,3,5,0,4,21,0.255269593134965,873
2022-11-27,Spain,Germany,,,2060,1902,5,0,2,3,14,3,TRUE,0.712902157405454,,4,1,4,1,10,8,0.287097842594546,
2022-09-24,Spain,Switzerland,1,2,2055,1864,5,0,2,3,11,3,FALSE,0.750163481828642,2010,3,2,4,1,3,8,0.249836518171358,1909
2022-06-12,Spain,Czechia,2,0,2045,1844,5,0,3,2,11,4,FALSE,0.760796090989142,2059,3,2,5,0,5,7,0.239203909010858,1830
2022-06-02,Spain,Portugal,1,1,2048,1979,5,0,2,3,10,3,FALSE,0.598013765769344,2042,4,1,2,3,11,3,0.401986234230656,1985
2022-03-29,Spain,Iceland,5,0,2042,1536,5,0,3,2,7,4,FALSE,0.948474112402533,2045,4,1,4,1,4,10,0.0515258875974668,1533
2022-03-26,Spain,Albania,2,1,2038,1610,5,0,2,3,7,3,FALSE,0.921562325056978,2043,3,2,2,3,7,6,0.0784376749430217,1605
2021-11-14,Spain,Sweden,1,0,2007,1832,5,0,2,3,10,3,FALSE,0.732507289755668,2023,4,1,3,2,8,5,0.267492710244332,1816
2021-09-05,Spain,Georgia,4,0,1977,1510,5,0,4,1,13,7,FALSE,0.936330811469416,1981,3,2,5,0,4,8,0.063669188530584,1506
2021-07-02,Spain,Switzerland,1,1,2026,1914,4,1,2,3,15,4,FALSE,0.655820505912395,2017,4,1,4,1,14,8,0.344179494087605,1923
2021-06-28,Spain,Croatia,5,3,2013,1814,3,2,1,4,10,1,FALSE,0.758694620146856,2027,3,2,5,0,5,5,0.241305379853144,1800
2021-06-23,Spain,Slovakia,5,0,2004,1687,3,2,2,3,8,2,FALSE,0.861140935657043,2012,3,2,4,1,5,4,0.138859064342957,1679
2021-06-19,Spain,Poland,1,1,2018,1731,3,2,2,3,9,2,FALSE,0.839175317852676,1998,5,0,4,1,8,7,0.160824682147324,1751
2021-06-14,Spain,Sweden,0,0,2031,1870,4,1,3,2,10,3,FALSE,0.716423694102939,2018,5,0,1,4,10,1,0.283576305897061,1883
2021-06-08,Spain,Lithuania,4,0,2023,1286,4,1,3,2,12,3,FALSE,0.985832181288855,2024,1,4,5,0,1,11,0.0141678187111446,1285
2021-06-04,Spain,Portugal,0,0,2018,2017,5,0,4,1,13,4,FALSE,0.501439111709153,2018,4,1,4,1,9,6,0.498560888290847,2017
2021-03-31,Spain,Kosovo,3,1,2001,1483,5,0,4,1,11,4,FALSE,0.951747296409482,2004,4,1,3,2,7,7,0.0482527035905178,1480
2021-03-25,Spain,Greece,1,1,2020,1623,4,1,3,2,9,3,FALSE,0.907653568193682,1996,3,2,1,4,6,1,0.092346431806318,1647
2020-11-17,Spain,Germany,6,0,1992,1983,3,2,3,2,3,3,FALSE,0.512949144892864,2021,5,0,4,1,12,8,0.487050855107136,1954
2020-10-10,Spain,Switzerland,1,0,2007,1831,4,1,2,3,8,4,FALSE,0.733633702413807,2023,4,1,5,0,8,8,0.266366297586193,1815
2020-09-06,Spain,Ukraine,4,0,1996,1819,5,0,4,1,10,8,FALSE,0.734757089316547,2012,4,1,3,2,5,6,0.265242910683453,1803
2018-11-18,Spain,Bosnia and Herzegovina,1,0,1984,1813,5,0,4,1,16,8,FALSE,0.727971513544196,2000,3,2,1,4,5,1,0.272028486455804,1797
2018-10-15,Spain,England,2,3,2062,1922,5,0,4,1,15,5,FALSE,0.691236152414763,2021,3,2,3,2,3,6,0.308763847585237,1963
2018-09-11,Spain,Croatia,6,0,2032,1947,5,0,4,1,9,7,FALSE,0.619941359044523,2055,5,0,5,0,8,9,0.380058640955477,1924
2021-11-19,Sri Lanka,Seychelles,3,3,711,901,2,3,4,1,6,7,FALSE,0.250916937122464,726,4,1,3,2,4,16,0.749083062877536,886
2021-11-16,Sri Lanka,Bangladesh,2,1,659,900,2,3,4,1,6,9,FALSE,0.199837944084864,707,4,1,5,0,5,6,0.800162055915136,852
2021-11-13,Sri Lanka,Seychelles,0,1,673,933,2,3,4,1,6,9,FALSE,0.182921165800026,662,4,1,5,0,5,19,0.817078834199974,944
2021-11-09,Sri Lanka,Maldives,4,4,654,945,1,4,4,1,2,10,FALSE,0.157741327529574,675,4,1,3,2,5,5,0.842258672470426,924
2022-06-08,Sudan,Democratic Republic of Congo,2,1,1262,1455,1,4,3,2,1,5,FALSE,0.247685006394318,1307,3,2,4,1,4,7,0.752314993605682,1410
2022-01-02,Sudan,Zimbabwe,0,0,1286,1307,1,4,4,1,2,13,FALSE,0.469815319996098,1288,2,3,5,0,2,7,0.530184680003902,1305
2022-11-19,Suriname,French Guiana,1,3,1311,1336,4,1,5,0,5,11,FALSE,0.464084073054898,1283,5,0,3,2,10,4,0.535915926945102,1364
2022-09-22,Suriname,Nicaragua,2,1,1293,1274,3,2,5,0,3,11,FALSE,0.527315973006493,1321,5,0,3,2,11,4,0.472684026993507,1246
2022-06-04,Suriname,Jamaica,1,1,1301,1540,4,1,4,1,6,6,FALSE,0.201685255845022,1319,3,2,5,0,5,10,0.798314744154978,1522
2022-02-01,Suriname,Guyana,2,1,1354,1157,3,2,4,1,4,9,FALSE,0.756580594295053,1369,1,4,3,2,1,9,0.243419405704947,1142
2022-01-28,Suriname,Barbados,1,0,1345,1086,3,2,4,1,9,9,FALSE,0.816216896575603,1356,4,1,4,1,4,11,0.183783103424397,1075
2021-07-20,Suriname,Guadeloupe,2,1,1279,1260,3,2,3,2,13,8,FALSE,0.527315973006493,1307,5,0,4,1,7,7,0.472684026993507,1232
2022-11-16,Sweden,Mexico,2,1,1712,1806,4,1,5,0,5,11,FALSE,0.367929987899926,1750,4,1,3,2,8,5,0.632070012100074,1768
2022-09-27,Sweden,Slovenia,1,1,1709,1675,4,1,4,1,6,10,FALSE,0.548774335859742,1706,3,2,4,1,5,9,0.451225664140258,1678
2022-06-09,Sweden,Serbia,0,1,1789,1834,3,2,3,2,4,5,FALSE,0.435599509759579,1763,3,2,4,1,7,6,0.564400490240421,1860
2022-06-05,Sweden,Norway,1,2,1825,1801,2,3,3,2,3,5,FALSE,0.534483944726832,1793,3,2,1,4,12,2,0.465516055273169,1833
2022-03-24,Sweden,Czechia,1,0,1804,1841,3,2,3,2,6,5,FALSE,0.446953104830538,1837,5,0,2,3,14,3,0.553046895169462,1808
2021-10-12,Sweden,Greece,2,0,1870,1736,5,0,4,1,9,6,FALSE,0.683816314193659,1889,5,0,4,1,8,5,0.316183685806341,1717
2021-10-09,Sweden,Kosovo,3,0,1865,1528,5,0,5,0,9,8,FALSE,0.874344226818546,1873,4,1,3,2,4,5,0.125655773181454,1520
2021-09-05,Sweden,Uzbekistan,2,1,1908,1544,4,1,3,2,7,5,FALSE,0.890450638722925,1915,3,2,3,2,10,5,0.109549361277075,1537
2021-09-02,Sweden,Spain,2,1,1876,2021,4,1,3,2,8,5,FALSE,0.302654921410147,1918,5,0,4,1,13,6,0.697345078589853,1979
2021-06-23,Sweden,Poland,3,2,1897,1757,4,1,1,4,7,1,FALSE,0.691236152414763,1916,5,0,5,0,6,8,0.308763847585237,1738
2021-06-18,Sweden,Slovakia,1,0,1884,1695,4,1,1,4,9,1,FALSE,0.747999541196054,1899,4,1,4,1,7,5,0.252000458803946,1680
2021-06-05,Sweden,Armenia,3,1,1870,1635,5,0,1,4,9,4,FALSE,0.79458191503623,1882,5,0,2,3,8,3,0.205418084963771,1623
2021-05-29,Sweden,Finland,2,0,1840,1710,5,0,2,3,9,5,FALSE,0.678816919794757,1859,5,0,5,0,8,10,0.321183080205243,1691
2021-03-31,Sweden,Estonia,1,0,1834,1355,4,1,3,2,8,7,FALSE,0.940326866371086,1838,3,2,4,1,5,16,0.0596731336289135,1351
2020-11-14,Sweden,Croatia,2,1,1799,1906,2,3,5,0,3,10,FALSE,0.350705052889036,1838,5,0,5,0,10,11,0.649294947110963,1867
2020-09-08,Sweden,Portugal,0,2,1853,1986,4,1,1,4,5,1,FALSE,0.317429614525228,1834,4,1,4,1,11,5,0.682570385474772,2005
2020-01-12,Sweden,Kosovo,1,0,1850,1484,4,1,1,4,5,1,FALSE,0.891568666873367,1857,5,0,2,3,15,2,0.108431333126633,1477
2020-01-09,Sweden,Moldova,1,0,1831,1339,4,1,2,3,6,4,FALSE,0.944390183241797,1834,3,2,1,4,4,1,0.0556098167582034,1336
2018-11-20,Sweden,Russia,2,0,1811,1791,3,2,3,2,4,6,FALSE,0.528750563892269,1839,3,2,3,2,9,5,0.471249436107731,1763
2018-10-16,Sweden,Slovakia,1,1,1782,1718,2,3,3,2,3,7,FALSE,0.591075596314943,1777,4,1,4,1,6,6,0.408924403685057,1723
2018-06-27,Sweden,Mexico,3,0,1784,1882,2,3,2,3,2,3,FALSE,0.362591623255516,1822,3,2,2,3,4,3,0.637408376744484,1844
2022-11-24,Switzerland,Cameroon,,,1909,1593,3,2,4,1,5,5,TRUE,0.860451161757712,,3,2,4,1,3,5,0.139548838242288,
2022-09-27,Switzerland,Czechia,2,1,1921,1820,3,2,4,1,4,8,FALSE,0.641390111955618,1943,2,3,5,0,4,11,0.358609888044382,1798
2022-06-12,Switzerland,Portugal,1,0,1817,2027,3,2,5,0,3,10,FALSE,0.229903323339018,1863,5,0,2,3,12,2,0.770096676660982,1981
2022-06-09,Switzerland,Spain,0,1,1833,2030,4,1,4,1,7,9,FALSE,0.243419405704947,1818,5,0,3,2,11,4,0.756580594295053,2045
