year,team,Opponent,Date,goles_local,goles_visitante,qatar
2022,Cameroon,Brazil,2022-12-02,,,TRUE
2022,Ghana,Uruguay,2022-12-02,,,TRUE
2022,Korea Republic,Portugal,2022-12-02,,,TRUE
2022,Serbia,Switzerland,2022-12-02,,,TRUE
2022,Croatia,Belgium,2022-12-01,,,TRUE
2022,Canada,Morocco,2022-12-01,,,TRUE
2022,Costa Rica,Germany,2022-12-01,,,TRUE
2022,Japan,Spain,2022-12-01,,,TRUE
2022,Poland,Argentina,2022-11-30,,,TRUE
2022,Australia,Denmark,2022-11-30,,,TRUE
2022,Tunisia,France,2022-11-30,,,TRUE
2022,Saudi Arabia,Mexico,2022-11-30,,,TRUE
2022,Ecuador,Senegal,2022-11-29,,,TRUE
2022,Wales,England,2022-11-29,,,TRUE
2022,IR Iran,United States,2022-11-29,,,TRUE
2022,Netherlands,Qatar,2022-11-29,,,TRUE
2022,Brazil,Switzerland,2022-11-28,,,TRUE
2022,Cameroon,Serbia,2022-11-28,,,TRUE
2022,Korea Republic,Ghana,2022-11-28,,,TRUE
2022,Portugal,Uruguay,2022-11-28,,,TRUE
2022,Belgium,Morocco,2022-11-27,,,TRUE
2022,Croatia,Canada,2022-11-27,,,TRUE
2022,Japan,Costa Rica,2022-11-27,,,TRUE
2022,Spain,Germany,2022-11-27,,,TRUE
2022,Argentina,Mexico,2022-11-26,,,TRUE
2022,Tunisia,Australia,2022-11-26,,,TRUE
2022,France,Denmark,2022-11-26,,,TRUE
2022,Poland,Saudi Arabia,2022-11-26,,,TRUE
2022,Netherlands,Ecuador,2022-11-25,,,TRUE
2022,England,United States,2022-11-25,,,TRUE
2022,Wales,IR Iran,2022-11-25,,,TRUE
2022,Qatar,Senegal,2022-11-25,,,TRUE
2022,Serbia,Brazil,2022-11-24,0,2,TRUE
2022,Cameroon,Switzerland,2022-11-24,0,1,TRUE
2022,Ghana,Portugal,2022-11-24,2,3,TRUE
2022,Korea Republic,Uruguay,2022-11-24,0,0,TRUE
2022,Canada,Belgium,2022-11-23,0,1,TRUE
2022,Costa Rica,Spain,2022-11-23,0,7,TRUE
2022,Croatia,Morocco,2022-11-23,0,0,TRUE
2022,Japan,Germany,2022-11-23,2,1,TRUE
2022,Saudi Arabia,Argentina,2022-11-22,2,1,TRUE
2022,Australia,France,2022-11-22,1,4,TRUE
2022,Tunisia,Denmark,2022-11-22,0,0,TRUE
2022,Poland,Mexico,2022-11-22,0,0,TRUE
2022,IR Iran,England,2022-11-21,2,6,TRUE
2022,Netherlands,Senegal,2022-11-21,2,0,TRUE
2022,Wales,United States,2022-11-21,1,1,TRUE
2022,Ecuador,Qatar,2022-11-20,2,0,TRUE
2022,Bahrain,Serbia,2022-11-18,,,FALSE
2022,Belgium,Egypt,2022-11-18,,,FALSE
2022,Cameroon,Panama,2022-11-18,,,FALSE
2022,Ghana,Switzerland,2022-11-17,,,FALSE
2022,Morocco,Georgia,2022-11-17,,,FALSE
2022,Portugal,Nigeria,2022-11-17,,,FALSE
2022,Jordan,Spain,2022-11-17,,,FALSE
2022,Japan,Canada,2022-11-17,,,FALSE
2022,Iraq,Costa Rica,2022-11-17,,,FALSE
2022,UAE,Argentina,2022-11-16,0,5,FALSE
2022,Oman,Germany,2022-11-16,0,1,FALSE
2022,IR Iran,Tunisia,2022-11-16,,,FALSE
2022,Mexico,Sweden,2022-11-16,2,1,FALSE
2022,Poland,Chile,2022-11-16,1,0,FALSE
2022,Saudi Arabia,Croatia,2022-11-16,0,1,FALSE
2022,Ecuador,Iraq,2022-11-12,0,0,FALSE
2022,Korea Republic,Iceland,2022-11-11,1,0,FALSE
2022,Bahrain,Canada,2022-11-11,2,2,FALSE
2022,IR Iran,Nicaragua,2022-11-10,1,0,FALSE
2022,Saudi Arabia,Panama,2022-11-10,1,1,FALSE
2022,Mexico,Iraq,2022-11-09,4,0,FALSE
2022,Qatar,Albania,2022-11-09,1,0,FALSE
2022,Cameroon,Jamaica,2022-11-09,1,1,FALSE
2022,Costa Rica,Nigeria,2022-11-09,2,0,FALSE
2022,Saudi Arabia,Iceland,2022-11-06,1,0,FALSE
2022,Saudi Arabia,Honduras,2022-10-30,0,0,FALSE
2022,Qatar,Nicaragua,2022-10-13,2,1,FALSE
2022,Argentina,Jamaica,2022-09-27,3,0,FALSE
2022,Ecuador,Japan,2022-09-27,0,0,FALSE
2022,Ghana,Nicaragua,2022-09-27,1,0,FALSE
2022,Senegal,IR Iran,2022-09-27,1,1,FALSE
2022,Mexico,Colombia,2022-09-27,2,3,FALSE
2022,Morocco,Paraguay,2022-09-27,0,0,FALSE
2022,Portugal,Spain,2022-09-27,0,1,FALSE
2022,Qatar,Chile,2022-09-27,2,2,FALSE
2022,Saudi Arabia,United States,2022-09-27,0,0,FALSE
2022,Norway,Serbia,2022-09-27,0,2,FALSE
2022,Switzerland,Czech Republic,2022-09-27,2,1,FALSE
2022,Tunisia,Brazil,2022-09-27,1,5,FALSE
2022,Korea Republic,Cameroon,2022-09-27,1,0,FALSE
2022,Canada,Uruguay,2022-09-27,0,2,FALSE
2022,Costa Rica,Uzbekistan,2022-09-27,2,1,FALSE
2022,England,Germany,2022-09-26,3,3,FALSE
2022,New Zealand,Australia,2022-09-25,0,2,FALSE
2022,Wales,Poland,2022-09-25,0,1,FALSE
2022,Netherlands,Belgium,2022-09-25,1,0,FALSE
2022,Austria,Croatia,2022-09-25,1,3,FALSE
2022,Denmark,France,2022-09-25,2,0,FALSE
2022,Mexico,Peru,2022-09-24,1,0,FALSE
2022,Czech Republic,Portugal,2022-09-24,0,4,FALSE
2022,Senegal,Bolivia,2022-09-24,2,0,FALSE
2022,Serbia,Sweden,2022-09-24,4,1,FALSE
2022,Spain,Switzerland,2022-09-24,1,2,FALSE
2022,Argentina,Honduras,2022-09-23,3,0,FALSE
2022,Ecuador,Saudi Arabia,2022-09-23,0,0,FALSE
2022,Italy,England,2022-09-23,1,0,FALSE
2022,Germany,Hungary,2022-09-23,0,1,FALSE
2022,IR Iran,Uruguay,2022-09-23,1,0,FALSE
2022,United States,Japan,2022-09-23,0,2,FALSE
2022,Morocco,Chile,2022-09-23,2,0,FALSE
2022,Brazil,Ghana,2022-09-23,3,0,FALSE
2022,Cameroon,Uzbekistan,2022-09-23,0,2,FALSE
2022,Qatar,Canada,2022-09-23,0,2,FALSE
2022,Korea Republic,Costa Rica,2022-09-23,2,2,FALSE
2022,France,Austria,2022-09-22,2,0,FALSE
2022,Australia,New Zealand,2022-09-22,1,0,FALSE
2022,Poland,Netherlands,2022-09-22,0,2,FALSE
2022,Tunisia,Comoros,2022-09-22,1,0,FALSE
2022,Belgium,Wales,2022-09-22,2,1,FALSE
2022,Croatia,Denmark,2022-09-22,2,1,FALSE
2022,Morocco,Zimbabwe,2022-09-19,,,FALSE
2022,Mexico,Paraguay,2022-08-31,0,1,FALSE
2022,Qatar,Jamaica,2022-08-26,1,1,FALSE
2022,England,Hungary,2022-06-14,0,4,FALSE
2022,Germany,Italy,2022-06-14,5,2,FALSE
2022,Korea Republic,Egypt,2022-06-14,4,1,FALSE
2022,Netherlands,Wales,2022-06-14,3,2,FALSE
2022,Poland,Belgium,2022-06-14,0,1,FALSE
2022,Costa Rica,New Zealand,2022-06-14,1,0,FALSE
2022,Morocco,Liberia,2022-06-13,2,0,FALSE
2022,Australia,Peru,2022-06-13,0,0,FALSE
2022,France,Croatia,2022-06-13,0,1,FALSE
2022,Denmark,Austria,2022-06-13,2,0,FALSE
2022,IR Iran,Algeria,2022-06-12,1,2,FALSE
2022,Switzerland,Portugal,2022-06-12,1,0,FALSE
2022,Slovenia,Serbia,2022-06-12,2,2,FALSE
2022,Spain,Czech Republic,2022-06-12,2,0,FALSE
2022,Ecuador,Cape Verde,2022-06-11,1,0,FALSE
2022,England,Italy,2022-06-11,0,0,FALSE
2022,Hungary,Germany,2022-06-11,1,1,FALSE
2022,Netherlands,Poland,2022-06-11,2,2,FALSE
2022,Wales,Belgium,2022-06-11,1,1,FALSE
2022,Austria,France,2022-06-10,1,1,FALSE
2022,Korea Republic,Paraguay,2022-06-10,2,2,FALSE
2022,Denmark,Croatia,2022-06-10,0,1,FALSE
2022,Morocco,South Africa,2022-06-09,2,1,FALSE
2022,Portugal,Czech Republic,2022-06-09,2,0,FALSE
2022,Saudi Arabia,Venezuela,2022-06-09,0,1,FALSE
2022,Sweden,Serbia,2022-06-09,0,1,FALSE
2022,Switzerland,Spain,2022-06-09,0,1,FALSE
2022,Cameroon,Burundi,2022-06-09,1,0,FALSE
2022,Wales,Netherlands,2022-06-08,1,2,FALSE
2022,Belgium,Poland,2022-06-08,6,1,FALSE
2022,Germany,England,2022-06-07,1,1,FALSE
2022,Australia,UAE,2022-06-07,2,1,FALSE
2022,Rwanda,Senegal,2022-06-07,0,1,FALSE
2022,Korea Republic,Chile,2022-06-06,2,0,FALSE
2022,Japan,Brazil,2022-06-06,0,1,FALSE
2022,Croatia,France,2022-06-06,1,1,FALSE
2022,Austria,Denmark,2022-06-06,1,2,FALSE
2022,Argentina,Estonia,2022-06-05,5,0,FALSE
2022,Ecuador,Mexico,2022-06-05,0,0,FALSE
2022,Ghana,CAR,2022-06-05,1,1,FALSE
2022,Portugal,Switzerland,2022-06-05,4,0,FALSE
2022,Saudi Arabia,Colombia,2022-06-05,0,1,FALSE
2022,Serbia,Slovenia,2022-06-05,4,1,FALSE
2022,Czech Republic,Spain,2022-06-05,2,2,FALSE
2022,Botswana,Tunisia,2022-06-05,0,0,FALSE
2022,Wales,Ukraine,2022-06-05,1,0,FALSE
2022,Hungary,England,2022-06-04,1,0,FALSE
2022,Italy,Germany,2022-06-04,1,1,FALSE
2022,Senegal,Benin,2022-06-04,3,1,FALSE
2022,Cameroon,Kenya,2022-06-04,,,FALSE
2022,Belgium,Netherlands,2022-06-03,1,4,FALSE
2022,Croatia,Austria,2022-06-03,0,3,FALSE
2022,France,Denmark,2022-06-03,1,2,FALSE
2022,Ecuador,Nigeria,2022-06-02,1,0,FALSE
2022,Japan,Paraguay,2022-06-02,4,1,FALSE
2022,Mexico,Uruguay,2022-06-02,0,3,FALSE
2022,Spain,Portugal,2022-06-02,1,1,FALSE
2022,Serbia,Norway,2022-06-02,0,1,FALSE
2022,Czech Republic,Switzerland,2022-06-02,2,1,FALSE
2022,Tunisia,Equ. Guinea,2022-06-02,4,0,FALSE
2022,Korea Republic,Brazil,2022-06-02,1,5,FALSE
2022,Ghana,Madagascar,2022-06-01,3,0,FALSE
2022,United States,Morocco,2022-06-01,3,0,FALSE
2022,Australia,Jordan,2022-06-01,2,1,FALSE
2022,Poland,Wales,2022-06-01,2,1,FALSE
2022,Mexico,Nigeria,2022-05-28,2,1,FALSE
2022,Mexico,Guatemala,2022-04-27,0,0,FALSE
2022,Mexico,El Salvador,2022-03-30,2,0,FALSE
2022,Panama,Canada,2022-03-30,1,0,FALSE
2022,Costa Rica,United States,2022-03-30,2,0,FALSE
2022,Ecuador,Argentina,2022-03-29,1,1,FALSE
2022,England,C̫te d'Ivoire,2022-03-29,3,0,FALSE
2022,France,South Africa,2022-03-29,5,0,FALSE
2022,Netherlands,Germany,2022-03-29,1,1,FALSE
2022,Nigeria,Ghana,2022-03-29,1,1,FALSE
2022,IR Iran,Lebanon,2022-03-29,2,0,FALSE
2022,Japan,Vietnam,2022-03-29,1,1,FALSE
2022,UAE,Korea Republic,2022-03-29,1,0,FALSE
2022,Morocco,Congo DR,2022-03-29,4,1,FALSE
2022,Saudi Arabia,Australia,2022-03-29,1,0,FALSE
2022,Poland,Sweden,2022-03-29,2,0,FALSE
2022,Portugal,N. Macedonia,2022-03-29,2,0,FALSE
2022,Qatar,Slovenia,2022-03-29,0,0,FALSE
2022,Senegal,Egypt,2022-03-29,1,0,FALSE
2022,Spain,Iceland,2022-03-29,5,0,FALSE
2022,Switzerland,Kosovo,2022-03-29,1,1,FALSE
2022,Tunisia,Mali,2022-03-29,0,0,FALSE
2022,Belgium,Burkina Faso,2022-03-29,3,0,FALSE
2022,Chile,Uruguay,2022-03-29,0,2,FALSE
2022,Wales,Czech Republic,2022-03-29,1,1,FALSE
2022,Bolivia,Brazil,2022-03-29,0,4,FALSE
2022,Algeria,Cameroon,2022-03-29,1,2,FALSE
2022,Croatia,Bulgaria,2022-03-29,2,1,FALSE
2022,Denmark,Serbia,2022-03-29,3,0,FALSE
2022,Honduras,Mexico,2022-03-27,0,1,FALSE
2022,United States,Panama,2022-03-27,5,1,FALSE
2022,Namibia,Cameroon,2022-03-27,,,FALSE
2022,Canada,Jamaica,2022-03-27,4,0,FALSE
2022,El Salvador,Costa Rica,2022-03-27,1,2,FALSE
2022,England,Switzerland,2022-03-26,2,1,FALSE
2022,Germany,Israel,2022-03-26,2,0,FALSE
2022,Qatar,Bulgaria,2022-03-26,2,1,FALSE
2022,Spain,Albania,2022-03-26,2,1,FALSE
2022,Rep. of Ireland,Belgium,2022-03-26,2,2,FALSE
2022,Croatia,Slovenia,2022-03-26,1,1,FALSE
2022,Netherlands,Denmark,2022-03-26,4,2,FALSE
2022,Argentina,Venezuela,2022-03-25,3,0,FALSE
2022,France,C̫te d'Ivoire,2022-03-25,2,1,FALSE
2022,Ghana,Nigeria,2022-03-25,0,0,FALSE
2022,Congo DR,Morocco,2022-03-25,1,1,FALSE
2022,Egypt,Senegal,2022-03-25,1,0,FALSE
2022,Mali,Tunisia,2022-03-25,0,1,FALSE
2022,Cameroon,Algeria,2022-03-25,0,1,FALSE
2022,Paraguay,Ecuador,2022-03-24,3,1,FALSE
2022,Korea Republic,IR Iran,2022-03-24,2,0,FALSE
2022,Mexico,United States,2022-03-24,0,0,FALSE
2022,Australia,Japan,2022-03-24,0,2,FALSE
2022,Scotland,Poland,2022-03-24,1,1,FALSE
2022,Portugal,Turkey,2022-03-24,3,1,FALSE
2022,China PR,Saudi Arabia,2022-03-24,1,1,FALSE
2022,Hungary,Serbia,2022-03-24,0,1,FALSE
2022,Uruguay,Peru,2022-03-24,1,0,FALSE
2022,Wales,Austria,2022-03-24,2,1,FALSE
2022,Brazil,Chile,2022-03-24,4,0,FALSE
2022,Costa Rica,Canada,2022-03-24,1,0,FALSE
2022,Senegal,Egypt,2022-02-06,0,0,FALSE
2022,Cameroon,Burkina Faso,2022-02-05,3,3,FALSE
2022,Cameroon,Egypt,2022-02-03,0,0,FALSE
2022,Mexico,Panama,2022-02-02,1,0,FALSE
2022,Senegal,Burkina Faso,2022-02-02,3,1,FALSE
2022,United States,Honduras,2022-02-02,3,0,FALSE
2022,El Salvador,Canada,2022-02-02,0,2,FALSE
2022,Jamaica,Costa Rica,2022-02-02,0,1,FALSE
2022,Argentina,Colombia,2022-02-01,1,0,FALSE
2022,Peru,Ecuador,2022-02-01,1,1,FALSE
2022,IR Iran,UAE,2022-02-01,1,0,FALSE
2022,Japan,Saudi Arabia,2022-02-01,2,0,FALSE
2022,Korea Republic,Syria,2022-02-01,2,0,FALSE
2022,Oman,Australia,2022-02-01,2,2,FALSE
2022,Uruguay,Venezuela,2022-02-01,4,1,FALSE
2022,Brazil,Paraguay,2022-02-01,4,0,FALSE
2022,Morocco,Egypt,2022-01-30,1,2,FALSE
2022,Senegal,Equ. Guinea,2022-01-30,3,1,FALSE
2022,Canada,United States,2022-01-30,2,0,FALSE
2022,Mexico,Costa Rica,2022-01-30,0,0,FALSE
2022,Tunisia,Burkina Faso,2022-01-29,0,1,FALSE
2022,Cameroon,Gambia,2022-01-29,2,0,FALSE
2022,Chile,Argentina,2022-01-27,1,2,FALSE
2022,IR Iran,Iraq,2022-01-27,1,0,FALSE
2022,Japan,China PR,2022-01-27,2,0,FALSE
2022,Lebanon,Korea Republic,2022-01-27,0,1,FALSE
2022,Jamaica,Mexico,2022-01-27,1,2,FALSE
2022,Australia,Vietnam,2022-01-27,4,0,FALSE
2022,Saudi Arabia,Oman,2022-01-27,1,0,FALSE
2022,United States,El Salvador,2022-01-27,1,0,FALSE
2022,Paraguay,Uruguay,2022-01-27,0,1,FALSE
2022,Ecuador,Brazil,2022-01-27,1,1,FALSE
2022,Honduras,Canada,2022-01-27,0,2,FALSE
2022,Costa Rica,Panama,2022-01-27,1,0,FALSE
2022,Morocco,Malawi,2022-01-25,2,1,FALSE
2022,Senegal,Cape Verde,2022-01-25,2,0,FALSE
2022,Cameroon,Comoros,2022-01-24,2,1,FALSE
2022,Tunisia,Nigeria,2022-01-23,1,0,FALSE
2022,Korea Republic,Moldova,2022-01-21,4,0,FALSE
2022,Tunisia,Gambia,2022-01-20,0,1,FALSE
2022,Ghana,Comoros,2022-01-18,2,3,FALSE
2022,Morocco,Gabon,2022-01-18,2,2,FALSE
2022,Senegal,Malawi,2022-01-18,0,0,FALSE
2022,Cameroon,Cape Verde,2022-01-17,1,1,FALSE
2022,Tunisia,Mauritania,2022-01-16,4,0,FALSE
2022,Korea Republic,Iceland,2022-01-15,5,1,FALSE
2022,Ghana,Gabon,2022-01-14,1,1,FALSE
2022,Morocco,Comoros,2022-01-14,2,0,FALSE
2022,Senegal,Equ. Guinea,2022-01-14,0,0,FALSE
2022,Cameroon,Ethiopia,2022-01-13,4,1,FALSE
2022,Tunisia,Mali,2022-01-12,0,1,FALSE
2022,Morocco,Ghana,2022-01-10,1,0,FALSE
2022,Senegal,Zimbabwe,2022-01-10,1,0,FALSE
2022,Cameroon,Burkina Faso,2022-01-09,2,1,FALSE
2022,Ghana,Algeria,2022-01-05,0,3,FALSE
2021,United States,Bosnia & Herz'na,2021-12-18,1,0,FALSE
2021,Mexico,Chile,2021-12-08,2,2,FALSE
2021,El Salvador,Ecuador,2021-12-04,1,1,FALSE
2021,Argentina,Brazil,2021-11-16,0,0,FALSE
2021,Chile,Ecuador,2021-11-16,0,2,FALSE
2021,Finland,France,2021-11-16,0,2,FALSE
2021,Syria,IR Iran,2021-11-16,0,3,FALSE
2021,Oman,Japan,2021-11-16,0,1,FALSE
2021,Iraq,Korea Republic,2021-11-16,0,3,FALSE
2021,Morocco,Equ. Guinea,2021-11-16,3,0,FALSE
2021,China PR,Australia,2021-11-16,1,1,FALSE
2021,Netherlands,Norway,2021-11-16,2,0,FALSE
2021,Vietnam,Saudi Arabia,2021-11-16,0,1,FALSE
2021,Tunisia,Zambia,2021-11-16,3,1,FALSE
2021,Wales,Belgium,2021-11-16,1,1,FALSE
2021,Jamaica,United States,2021-11-16,1,1,FALSE
2021,Bolivia,Uruguay,2021-11-16,3,0,FALSE
2021,Cameroon,C̫te d'Ivoire,2021-11-16,1,0,FALSE
2021,Canada,Mexico,2021-11-16,2,1,FALSE
2021,Costa Rica,Honduras,2021-11-16,2,1,FALSE
2021,San Marino,England,2021-11-15,0,10,FALSE
2021,Poland,Hungary,2021-11-15,1,2,FALSE
2021,Switzerland,Bulgaria,2021-11-15,4,0,FALSE
2021,Scotland,Denmark,2021-11-15,2,0,FALSE
2021,Armenia,Germany,2021-11-14,1,4,FALSE
2021,Ghana,South Africa,2021-11-14,1,0,FALSE
2021,Portugal,Serbia,2021-11-14,1,2,FALSE
2021,Azerbaijan,Qatar,2021-11-14,2,2,FALSE
2021,Senegal,Congo,2021-11-14,2,0,FALSE
2021,Spain,Sweden,2021-11-14,1,0,FALSE
2021,Croatia,Russia,2021-11-14,1,0,FALSE
2021,France,Kazakhstan,2021-11-13,8,0,FALSE
2021,Montenegro,Netherlands,2021-11-13,2,2,FALSE
2021,Equ. Guinea,Tunisia,2021-11-13,1,0,FALSE
2021,Belgium,Estonia,2021-11-13,3,1,FALSE
2021,Wales,Belarus,2021-11-13,5,1,FALSE
2021,Malawi,Cameroon,2021-11-13,0,4,FALSE
2021,Uruguay,Argentina,2021-11-12,0,1,FALSE
2021,England,Albania,2021-11-12,5,0,FALSE
2021,United States,Mexico,2021-11-12,2,0,FALSE
2021,Sudan,Morocco,2021-11-12,0,3,FALSE
2021,Andorra,Poland,2021-11-12,1,4,FALSE
2021,Italy,Switzerland,2021-11-12,1,1,FALSE
2021,Canada,Costa Rica,2021-11-12,1,0,FALSE
2021,Denmark,Faroe Islands,2021-11-12,3,1,FALSE
2021,Ecuador,Venezuela,2021-11-11,1,0,FALSE
2021,Germany,Liechtenstein,2021-11-11,9,0,FALSE
2021,Ethiopia,Ghana,2021-11-11,1,1,FALSE
2021,Lebanon,IR Iran,2021-11-11,1,2,FALSE
2021,Vietnam,Japan,2021-11-11,0,1,FALSE
2021,Korea Republic,UAE,2021-11-11,1,0,FALSE
2021,Australia,Saudi Arabia,2021-11-11,0,0,FALSE
2021,Rep. of Ireland,Portugal,2021-11-11,0,0,FALSE
2021,Serbia,Qatar,2021-11-11,4,0,FALSE
2021,Togo,Senegal,2021-11-11,1,1,FALSE
2021,Greece,Spain,2021-11-11,0,1,FALSE
2021,Brazil,Colombia,2021-11-11,1,0,FALSE
2021,Malta,Croatia,2021-11-11,1,7,FALSE
2021,Mexico,Ecuador,2021-10-27,2,3,FALSE
2021,Argentina,Peru,2021-10-14,1,0,FALSE
2021,Colombia,Ecuador,2021-10-14,0,0,FALSE
2021,Brazil,Uruguay,2021-10-14,4,1,FALSE
2021,El Salvador,Mexico,2021-10-13,0,2,FALSE
2021,Canada,Panama,2021-10-13,4,1,FALSE
2021,United States,Costa Rica,2021-10-13,2,1,FALSE
2021,England,Hungary,2021-10-12,1,1,FALSE
2021,Zimbabwe,Ghana,2021-10-12,0,1,FALSE
2021,IR Iran,Korea Republic,2021-10-12,1,1,FALSE
2021,Equ. Guinea,Morocco,2021-10-12,1,4,FALSE
2021,Japan,Australia,2021-10-12,2,1,FALSE
2021,Albania,Poland,2021-10-12,0,1,FALSE
2021,Portugal,Luxembourg,2021-10-12,5,0,FALSE
2021,Rep. of Ireland,Qatar,2021-10-12,4,0,FALSE
2021,Saudi Arabia,China PR,2021-10-12,3,2,FALSE
2021,Namibia,Senegal,2021-10-12,1,3,FALSE
2021,Serbia,Azerbaijan,2021-10-12,3,1,FALSE
2021,Lithuania,Switzerland,2021-10-12,0,4,FALSE
2021,Denmark,Austria,2021-10-12,1,0,FALSE
2021,N. Macedonia,Germany,2021-10-11,0,4,FALSE
2021,Netherlands,Gibraltar,2021-10-11,6,0,FALSE
2021,Estonia,Wales,2021-10-11,0,1,FALSE
2021,Mozambique,Cameroon,2021-10-11,0,1,FALSE
2021,Croatia,Slovakia,2021-10-11,2,2,FALSE
2021,Argentina,Uruguay,2021-10-10,3,0,FALSE
2021,Venezuela,Ecuador,2021-10-10,2,1,FALSE
2021,France,Spain,2021-10-10,2,1,FALSE
2021,Mexico,Honduras,2021-10-10,3,0,FALSE
2021,Mauritania,Tunisia,2021-10-10,0,0,FALSE
2021,Belgium,Italy,2021-10-10,1,2,FALSE
2021,Panama,United States,2021-10-10,1,0,FALSE
2021,Colombia,Brazil,2021-10-10,0,0,FALSE
2021,Jamaica,Canada,2021-10-10,0,0,FALSE
2021,Costa Rica,El Salvador,2021-10-10,2,1,FALSE
2021,Andorra,England,2021-10-09,0,5,FALSE
2021,Ghana,Zimbabwe,2021-10-09,3,1,FALSE
2021,Guinea-Bissau,Morocco,2021-10-09,0,3,FALSE
2021,Poland,San Marino,2021-10-09,5,0,FALSE
2021,Portugal,Qatar,2021-10-09,3,0,FALSE
2021,Senegal,Namibia,2021-10-09,4,1,FALSE
2021,Luxembourg,Serbia,2021-10-09,0,1,FALSE
2021,Switzerland,Northern Ireland,2021-10-09,2,0,FALSE
2021,Moldova,Denmark,2021-10-09,0,4,FALSE
2021,Germany,Romania,2021-10-08,2,1,FALSE
2021,Latvia,Netherlands,2021-10-08,0,1,FALSE
2021,Czech Republic,Wales,2021-10-08,2,2,FALSE
2021,Cameroon,Mozambique,2021-10-08,3,1,FALSE
2021,Cyprus,Croatia,2021-10-08,0,3,FALSE
2021,Paraguay,Argentina,2021-10-07,0,0,FALSE
2021,Ecuador,Bolivia,2021-10-07,3,0,FALSE
2021,UAE,IR Iran,2021-10-07,0,1,FALSE
2021,Saudi Arabia,Japan,2021-10-07,1,0,FALSE
2021,Korea Republic,Syria,2021-10-07,2,1,FALSE
2021,Australia,Oman,2021-10-07,3,1,FALSE
2021,Tunisia,Mauritania,2021-10-07,3,0,FALSE
2021,France,Belgium,2021-10-07,3,2,FALSE
2021,United States,Jamaica,2021-10-07,2,0,FALSE
2021,Uruguay,Colombia,2021-10-07,0,0,FALSE
2021,Venezuela,Brazil,2021-10-07,1,3,FALSE
2021,Mexico,Canada,2021-10-07,1,1,FALSE
2021,Honduras,Costa Rica,2021-10-07,0,0,FALSE
2021,Morocco,Guinea-Bissau,2021-10-06,5,0,FALSE
2021,Spain,Italy,2021-10-06,2,1,FALSE
2021,Argentina,Bolivia,2021-09-09,3,0,FALSE
2021,Uruguay,Ecuador,2021-09-09,1,0,FALSE
2021,Brazil,Peru,2021-09-09,2,0,FALSE
2021,Poland,England,2021-09-08,1,1,FALSE
2021,Iceland,Germany,2021-09-08,0,4,FALSE
2021,Panama,Mexico,2021-09-08,1,1,FALSE
2021,Kosovo,Spain,2021-09-08,0,2,FALSE
2021,Northern Ireland,Switzerland,2021-09-08,0,0,FALSE
2021,Belarus,Belgium,2021-09-08,0,1,FALSE
2021,Honduras,United States,2021-09-08,1,4,FALSE
2021,Wales,Estonia,2021-09-08,0,0,FALSE
2021,Canada,El Salvador,2021-09-08,3,0,FALSE
2021,Costa Rica,Jamaica,2021-09-08,1,1,FALSE
2021,France,Finland,2021-09-07,2,0,FALSE
2021,Iraq,IR Iran,2021-09-07,0,3,FALSE
2021,China PR,Japan,2021-09-07,0,1,FALSE
2021,Korea Republic,Lebanon,2021-09-07,1,0,FALSE
2021,Vietnam,Australia,2021-09-07,0,1,FALSE
2021,Netherlands,Turkey,2021-09-07,6,1,FALSE
2021,Azerbaijan,Portugal,2021-09-07,0,3,FALSE
2021,Luxembourg,Qatar,2021-09-07,1,1,FALSE
2021,Oman,Saudi Arabia,2021-09-07,0,1,FALSE
2021,Congo,Senegal,2021-09-07,1,3,FALSE
2021,Rep. of Ireland,Serbia,2021-09-07,1,1,FALSE
2021,Zambia,Tunisia,2021-09-07,0,2,FALSE
2021,Croatia,Slovenia,2021-09-07,3,0,FALSE
2021,Denmark,Israel,2021-09-07,5,0,FALSE
2021,South Africa,Ghana,2021-09-06,1,0,FALSE
2021,C̫te d'Ivoire,Cameroon,2021-09-06,2,1,FALSE
2021,Brazil,Argentina,2021-09-05,0,0,FALSE
2021,Ecuador,Chile,2021-09-05,0,0,FALSE
2021,England,Andorra,2021-09-05,4,0,FALSE
2021,Germany,Armenia,2021-09-05,6,0,FALSE
2021,San Marino,Poland,2021-09-05,1,7,FALSE
2021,Spain,Georgia,2021-09-05,4,0,FALSE
2021,Switzerland,Italy,2021-09-05,0,0,FALSE
2021,Belgium,Czech Republic,2021-09-05,3,0,FALSE
2021,Uruguay,Bolivia,2021-09-05,4,2,FALSE
2021,Belarus,Wales,2021-09-05,2,3,FALSE
2021,United States,Canada,2021-09-05,1,1,FALSE
2021,Costa Rica,Mexico,2021-09-05,0,1,FALSE
2021,Ukraine,France,2021-09-04,1,1,FALSE
2021,Netherlands,Montenegro,2021-09-04,4,0,FALSE
2021,Qatar,Portugal,2021-09-04,1,3,FALSE
2021,Serbia,Luxembourg,2021-09-04,4,1,FALSE
2021,Slovakia,Croatia,2021-09-04,0,1,FALSE
2021,Faroe Islands,Denmark,2021-09-04,0,1,FALSE
2021,Ghana,Ethiopia,2021-09-03,1,0,FALSE
2021,Tunisia,Equ. Guinea,2021-09-03,3,0,FALSE
2021,Cameroon,Malawi,2021-09-03,2,0,FALSE
2021,Venezuela,Argentina,2021-09-02,1,3,FALSE
2021,Ecuador,Paraguay,2021-09-02,2,0,FALSE
2021,Hungary,England,2021-09-02,0,4,FALSE
