date,team,rating
2018-06-24,Poland,1771
2018-06-19,Poland,1794
2018-06-12,Poland,1834
2018-06-08,Poland,1834
2018-03-27,Poland,1849
2018-03-23,Poland,1800
2022-11-17,Portugal,2010
2022-09-27,Portugal,1999
2022-09-24,Portugal,2016
2022-06-12,Portugal,1980
2022-06-09,Portugal,2029
2022-06-05,Portugal,2015
2022-06-02,Portugal,1990
2022-03-29,Portugal,1989
2022-03-24,Portugal,1985
2021-11-14,Portugal,1962
2021-11-11,Portugal,1996
2021-10-12,Portugal,2021
2021-10-09,Portugal,2023
2021-09-07,Portugal,2015
2021-09-04,Portugal,2017
2021-09-01,Portugal,2013
2021-06-27,Portugal,2004
2021-06-23,Portugal,2025
2021-06-19,Portugal,2019
2021-06-15,Portugal,2049
2021-06-09,Portugal,2043
2021-06-04,Portugal,2035
2021-03-30,Portugal,2034
2021-03-27,Portugal,2021
2021-03-24,Portugal,2040
2020-11-17,Portugal,2040
2020-11-14,Portugal,2018
2020-11-11,Portugal,2047
2020-10-14,Portugal,2051
2020-10-11,Portugal,2033
2020-10-07,Portugal,2032
2020-09-08,Portugal,2023
2020-09-05,Portugal,1986
2018-11-20,Portugal,1956
2018-11-17,Portugal,1965
2018-10-14,Portugal,1975
2018-10-11,Portugal,1965
2018-09-10,Portugal,1961
2018-09-06,Portugal,1939
2018-06-30,Portugal,1939
2018-06-25,Portugal,1971
2018-06-20,Portugal,1986
2018-06-15,Portugal,1975
2018-06-07,Portugal,1972
2018-06-02,Portugal,1963
2018-05-28,Portugal,1952
2018-03-26,Portugal,1957
2018-03-23,Portugal,2002
2022-06-12,Puerto Rico,1089
2022-06-09,Puerto Rico,1074
2021-06-08,Puerto Rico,1059
2021-06-02,Puerto Rico,1016
2021-03-28,Puerto Rico,1006
2021-03-24,Puerto Rico,980
2021-01-22,Puerto Rico,989
2021-01-19,Puerto Rico,1057
2018-11-16,Puerto Rico,997
2018-10-13,Puerto Rico,1017
2018-09-09,Puerto Rico,1014
2022-11-20,Qatar,1662
2022-11-09,Qatar,1693
2022-11-05,Qatar,1693
2022-10-27,Qatar,1674
2022-10-23,Qatar,1666
2022-10-13,Qatar,1656
2022-09-27,Qatar,1653
2022-09-23,Qatar,1637
2022-08-26,Qatar,1653
2022-03-29,Qatar,1663
2022-03-26,Qatar,1681
2021-12-18,Qatar,1668
2021-12-15,Qatar,1667
2021-12-10,Qatar,1694
2021-12-06,Qatar,1683
2021-12-03,Qatar,1671
2021-11-30,Qatar,1665
2021-11-14,Qatar,1627
2021-11-11,Qatar,1638
2021-10-12,Qatar,1639
2021-10-09,Qatar,1668
2021-09-07,Qatar,1660
2021-09-04,Qatar,1676
2021-09-01,Qatar,1675
2021-07-29,Qatar,1689
2021-07-24,Qatar,1712
2021-07-20,Qatar,1687
2021-07-17,Qatar,1657
2021-07-13,Qatar,1653
2021-07-04,Qatar,1674
2021-06-07,Qatar,1666
2021-06-03,Qatar,1650
2021-03-30,Qatar,1644
2021-03-27,Qatar,1654
2021-03-24,Qatar,1650
2020-12-04,Qatar,1641
2020-11-17,Qatar,1627
2020-11-13,Qatar,1646
2020-10-12,Qatar,1505
2018-12-31,Qatar,1523
2018-12-27,Qatar,1515
2018-12-25,Qatar,1555
2018-12-23,Qatar,1559
2018-11-19,Qatar,1544
2018-11-14,Qatar,1567
2018-10-16,Qatar,1497
2018-10-12,Qatar,1556
2018-09-11,Qatar,1519
2018-09-07,Qatar,1526
2018-03-24,Qatar,1497
2018-03-21,Qatar,1504
2022-11-20,Romania,1610
2022-11-17,Romania,1588
2022-09-26,Romania,1619
2022-09-23,Romania,1582
2022-06-14,Romania,1589
2022-06-11,Romania,1644
2022-06-07,Romania,1590
2022-06-04,Romania,1614
2022-03-29,Romania,1651
2022-03-25,Romania,1636
2021-11-14,Romania,1664
2021-11-11,Romania,1663
2021-10-11,Romania,1685
2021-10-08,Romania,1657
2021-09-08,Romania,1658
2021-09-05,Romania,1668
2021-09-02,Romania,1658
2021-06-06,Romania,1623
2021-06-02,Romania,1605
2021-03-31,Romania,1627
2021-03-28,Romania,1666
2021-03-25,Romania,1688
2020-11-18,Romania,1658
2020-11-11,Romania,1676
2020-10-14,Romania,1657
2020-10-11,Romania,1677
2020-10-08,Romania,1689
2020-09-07,Romania,1730
2020-09-04,Romania,1742
2018-11-20,Romania,1754
2018-11-17,Romania,1736
2018-10-14,Romania,1737
2018-10-11,Romania,1731
2018-09-10,Romania,1721
2018-09-07,Romania,1716
2018-06-05,Romania,1740
2018-05-31,Romania,1749
2018-03-27,Romania,1735
2018-03-24,Romania,1706
2022-11-20,Russia,1740
2022-11-17,Russia,1737
2022-09-24,Russia,1764
2021-11-14,Russia,1748
2021-11-11,Russia,1773
2021-10-11,Russia,1770
2021-10-08,Russia,1764
2021-09-07,Russia,1743
2021-09-04,Russia,1735
2021-09-01,Russia,1738
2021-06-21,Russia,1729
2021-06-16,Russia,1758
2021-06-12,Russia,1737
2021-06-05,Russia,1754
2021-06-01,Russia,1743
2021-03-30,Russia,1718
2021-03-27,Russia,1770
2021-03-24,Russia,1746
2020-11-18,Russia,1742
2020-11-15,Russia,1757
2020-11-12,Russia,1770
2020-10-14,Russia,1800
2020-10-11,Russia,1813
2020-10-08,Russia,1800
2020-09-06,Russia,1832
2020-09-03,Russia,1788
2018-11-20,Russia,1745
2018-11-15,Russia,1759
2018-10-14,Russia,1784
2018-10-11,Russia,1763
2018-09-10,Russia,1772
2018-09-07,Russia,1752
2018-07-07,Russia,1727
2018-07-01,Russia,1713
2018-06-25,Russia,1716
2018-06-19,Russia,1732
2018-06-14,Russia,1700
2018-06-05,Russia,1683
2018-05-30,Russia,1658
2018-03-27,Russia,1683
2018-03-23,Russia,1693
2022-11-19,Rwanda,1306
2022-11-17,Rwanda,1277
2022-09-23,Rwanda,1283
2022-06-07,Rwanda,1266
2022-06-02,Rwanda,1270
2022-01-06,Rwanda,1263
2022-01-03,Rwanda,1306
2021-11-15,Rwanda,1252
2021-11-11,Rwanda,1282
2021-10-10,Rwanda,1281
2021-10-07,Rwanda,1297
2021-09-05,Rwanda,1324
2021-09-01,Rwanda,1314
2021-06-07,Rwanda,1342
2021-06-04,Rwanda,1333
2021-03-30,Rwanda,1306
2021-03-24,Rwanda,1302
2020-11-17,Rwanda,1279
2020-11-12,Rwanda,1279
2018-11-18,Rwanda,1275
2018-10-16,Rwanda,1280
2018-10-12,Rwanda,1259
2018-09-09,Rwanda,1275
2022-06-13,São Tomé and Príncipe,1073
2022-06-09,São Tomé and Príncipe,1078
2022-03-27,São Tomé and Príncipe,1078
2022-03-24,São Tomé and Príncipe,1090
2021-03-28,São Tomé and Príncipe,1065
2020-11-16,SÃ£o TomÃ© and PrÃ­ncipe,1084
2020-11-13,SÃ£o TomÃ© and PrÃ­ncipe,1071
2018-03-24,SÃ£o TomÃ© and PrÃ­ncipe,1072
2018-07-28,Saint BarthÃ©lemy,677
2022-06-12,Saint Kitts and Nevis,1171
2022-06-09,Saint Kitts and Nevis,1198
2022-03-25,Saint Kitts and Nevis,1156
2021-06-15,Saint Kitts and Nevis,1195
2021-06-12,Saint Kitts and Nevis,1214
2021-06-08,Saint Kitts and Nevis,1226
2021-06-04,Saint Kitts and Nevis,1254
2021-03-27,Saint Kitts and Nevis,1217
2021-03-24,Saint Kitts and Nevis,1258
2018-11-18,Saint Kitts and Nevis,1247
2018-10-14,Saint Kitts and Nevis,1252
2018-09-09,Saint Kitts and Nevis,1255
2018-04-26,Saint Kitts and Nevis,1240
2018-03-25,Saint Kitts and Nevis,1225
2022-11-20,Saint Lucia,1058
2022-11-17,Saint Lucia,1035
2022-06-12,Saint Lucia,1057
2022-06-09,Saint Lucia,1056
2022-05-30,Saint Lucia,1021
2022-05-28,Saint Lucia,1114
2018-11-17,Saint Lucia,1130
2018-10-16,Saint Lucia,1144
2018-09-07,Saint Lucia,1136
2022-06-12,Saint Martin,846
2022-06-06,Saint Martin,827
2022-06-03,Saint Martin,854
2022-03-26,Saint Martin,869
2022-02-13,Saint Martin,780
2018-11-16,Saint Martin,825
2018-10-14,Saint Martin,843
2018-09-11,Saint Martin,849
2018-08-26,Saint Martin,860
2018-07-28,Saint Martin,854
2018-07-27,Saint Martin,832
2022-10-01,Saint Vincent and the Grenadines,1059
2022-09-24,Saint Vincent and the Grenadines,1101
2022-06-13,Saint Vincent and the Grenadines,1062
2022-06-10,Saint Vincent and the Grenadines,1079
2022-06-06,Saint Vincent and the Grenadines,1100
2022-06-03,Saint Vincent and the Grenadines,1066
2022-05-15,Saint Vincent and the Grenadines,1092
2022-05-12,Saint Vincent and the Grenadines,1100
2021-07-02,Saint Vincent and the Grenadines,1142
2021-06-08,Saint Vincent and the Grenadines,1141
2021-06-04,Saint Vincent and the Grenadines,1164
2021-03-30,Saint Vincent and the Grenadines,1171
2018-11-18,Saint Vincent and the Grenadines,1059
2018-10-11,Saint Vincent and the Grenadines,1126
2018-09-30,Saint Vincent and the Grenadines,1082
2018-09-08,Saint Vincent and the Grenadines,1085
2022-11-20,San Marino,775
2022-11-17,San Marino,798
2022-09-26,San Marino,780
2022-09-21,San Marino,790
2022-06-12,San Marino,779
2022-06-09,San Marino,782
2022-06-05,San Marino,786
2022-06-02,San Marino,789
2022-03-28,San Marino,791
2022-03-25,San Marino,791
2021-11-15,San Marino,794
2021-11-12,San Marino,794
2021-10-12,San Marino,804
2021-10-09,San Marino,817
2021-09-08,San Marino,817
2021-09-05,San Marino,819
2021-09-02,San Marino,814
2021-06-01,San Marino,827
2021-05-28,San Marino,828
2021-03-31,San Marino,829
2021-03-28,San Marino,831
2021-03-25,San Marino,831
2020-11-14,San Marino,841
2020-11-11,San Marino,821
2020-10-13,San Marino,831
2020-10-07,San Marino,808
2020-09-08,San Marino,809
2020-09-05,San Marino,825
2018-11-18,San Marino,837
2018-11-15,San Marino,839
2018-10-15,San Marino,841
2018-10-12,San Marino,842
2018-09-11,San Marino,849
2018-09-08,San Marino,852
2022-11-22,Saudi Arabia,1692
2022-11-16,Saudi Arabia,1630
2022-11-10,Saudi Arabia,1641
2022-11-06,Saudi Arabia,1656
2022-10-30,Saudi Arabia,1623
2022-10-26,Saudi Arabia,1632
2022-10-22,Saudi Arabia,1656
2022-09-27,Saudi Arabia,1641
2022-09-23,Saudi Arabia,1638
2022-06-09,Saudi Arabia,1604
2022-06-05,Saudi Arabia,1623
2022-03-29,Saudi Arabia,1652
2022-03-24,Saudi Arabia,1611
2022-02-01,Saudi Arabia,1618
2022-01-27,Saudi Arabia,1649
2021-12-07,Saudi Arabia,1621
2021-12-04,Saudi Arabia,1636
2021-12-01,Saudi Arabia,1639
2021-11-16,Saudi Arabia,1683
2021-11-11,Saudi Arabia,1672
2021-10-12,Saudi Arabia,1674
2021-10-07,Saudi Arabia,1676
2021-09-07,Saudi Arabia,1639
2021-09-02,Saudi Arabia,1621
2021-06-15,Saudi Arabia,1611
2021-06-11,Saudi Arabia,1583
2021-06-05,Saudi Arabia,1581
2021-03-30,Saudi Arabia,1577
2021-03-25,Saudi Arabia,1573
2020-11-17,Saudi Arabia,1538
2020-11-14,Saudi Arabia,1610
2018-12-31,Saudi Arabia,1591
2018-11-20,Saudi Arabia,1566
2018-11-16,Saudi Arabia,1580
2018-10-15,Saudi Arabia,1577
2018-10-12,Saudi Arabia,1579
2018-09-10,Saudi Arabia,1590
2018-06-25,Saudi Arabia,1583
2018-06-20,Saudi Arabia,1548
2018-06-14,Saudi Arabia,1563
2018-06-08,Saudi Arabia,1583
2018-06-03,Saudi Arabia,1583
2018-05-28,Saudi Arabia,1585
2018-05-15,Saudi Arabia,1613
2018-05-09,Saudi Arabia,1589
2018-03-27,Saudi Arabia,1556
2018-03-23,Saudi Arabia,1572
2018-02-28,Saudi Arabia,1541
2018-02-26,Saudi Arabia,1579
2022-11-16,Scotland,1725
2022-09-27,Scotland,1763
2022-09-24,Scotland,1770
2022-09-21,Scotland,1748
2022-06-14,Scotland,1694
2022-06-11,Scotland,1674
2022-06-08,Scotland,1715
2022-06-01,Scotland,1707
2022-03-29,Scotland,1727
2022-03-24,Scotland,1733
2021-11-15,Scotland,1734
2021-11-12,Scotland,1681
2021-10-12,Scotland,1676
2021-10-09,Scotland,1687
2021-09-07,Scotland,1666
2021-09-04,Scotland,1629
2021-09-01,Scotland,1621
2021-06-22,Scotland,1643
2021-06-18,Scotland,1662
2021-06-14,Scotland,1656
2021-06-06,Scotland,1683
2021-06-02,Scotland,1686
2021-03-31,Scotland,1668
2021-03-28,Scotland,1654
2021-03-25,Scotland,1670
2020-11-18,Scotland,1641
2020-11-15,Scotland,1663
2020-11-12,Scotland,1694
2020-10-14,Scotland,1705
2020-10-11,Scotland,1684
2020-10-08,Scotland,1653
2020-09-07,Scotland,1672
2020-09-04,Scotland,1709
2018-11-20,Scotland,1732
2018-11-17,Scotland,1700
2018-10-14,Scotland,1680
2018-10-11,Scotland,1670
2018-09-10,Scotland,1722
2018-09-07,Scotland,1703
2018-06-02,Scotland,1696
2018-05-29,Scotland,1704
2018-03-27,Scotland,1729
2018-03-23,Scotland,1693
2022-11-21,Senegal,1680
2022-09-27,Senegal,1694
2022-09-24,Senegal,1697
2022-07-17,Senegal,1662
2022-07-15,Senegal,1669
2022-07-13,Senegal,1712
2022-06-07,Senegal,1740
2022-06-04,Senegal,1740
2022-03-29,Senegal,1744
2022-03-25,Senegal,1698
2022-02-06,Senegal,1730
2022-02-02,Senegal,1730
2022-01-30,Senegal,1707
2022-01-25,Senegal,1688
2022-01-18,Senegal,1669
2022-01-14,Senegal,1690
2022-01-10,Senegal,1711
2021-11-14,Senegal,1707
2021-11-11,Senegal,1691
2021-10-12,Senegal,1716
2021-10-09,Senegal,1711
2021-09-07,Senegal,1697
2021-09-01,Senegal,1691
2021-07-18,Senegal,1677
2021-07-16,Senegal,1682
2021-07-14,Senegal,1711
2021-07-13,Senegal,1708
2021-07-09,Senegal,1702
2021-07-07,Senegal,1679
2021-06-08,Senegal,1740
2021-06-05,Senegal,1738
2021-03-30,Senegal,1716
2021-03-26,Senegal,1734
2020-11-15,Senegal,1757
2020-11-11,Senegal,1755
2020-10-09,Senegal,1726
2018-11-17,Senegal,1757
2018-10-16,Senegal,1753
2018-10-13,Senegal,1751
2018-09-09,Senegal,1738
2018-06-28,Senegal,1763
2018-06-24,Senegal,1782
2018-06-19,Senegal,1787
2018-06-11,Senegal,1764
2018-06-08,Senegal,1719
2018-05-31,Senegal,1722
2018-03-27,Senegal,1746
2018-03-23,Senegal,1739
2022-11-18,Serbia,1898
2022-09-27,Serbia,1883
2022-09-24,Serbia,1865
2022-06-12,Serbia,1831
2022-06-09,Serbia,1853
2022-06-05,Serbia,1829
2022-06-02,Serbia,1807
2022-03-29,Serbia,1831
2022-03-24,Serbia,1866
2021-11-14,Serbia,1857
2021-11-11,Serbia,1823
2021-10-12,Serbia,1807
2021-10-09,Serbia,1803
2021-09-07,Serbia,1787
2021-09-04,Serbia,1804
2021-09-01,Serbia,1808
2021-06-11,Serbia,1760
2021-06-07,Serbia,1782
2021-03-30,Serbia,1798
2021-03-27,Serbia,1804
2021-03-24,Serbia,1796
2021-01-28,Serbia,1762
2021-01-25,Serbia,1761
2020-11-18,Serbia,1790
2020-11-15,Serbia,1752
2020-11-12,Serbia,1757
2020-10-14,Serbia,1759
2020-10-11,Serbia,1749
2020-10-08,Serbia,1792
2020-09-06,Serbia,1769
2020-09-03,Serbia,1773
2018-11-20,Serbia,1809
2018-11-17,Serbia,1814
2018-10-14,Serbia,1791
2018-10-11,Serbia,1789
2018-09-10,Serbia,1774
2018-09-07,Serbia,1779
2018-06-27,Serbia,1777
2018-06-22,Serbia,1784
2018-06-17,Serbia,1805
2018-06-09,Serbia,1786
2018-06-04,Serbia,1749
2018-03-27,Serbia,1784
2018-03-23,Serbia,1733
2022-09-21,Seychelles,875
2022-07-18,Seychelles,867
2022-07-10,Seychelles,891
2022-07-07,Seychelles,898
2022-07-05,Seychelles,900
2022-03-27,Seychelles,905
2022-03-23,Seychelles,923
2022-03-23,Seychelles,923
2022-03-19,Seychelles,905
2021-11-19,Seychelles,885
2021-11-16,Seychelles,902
2021-11-13,Seychelles,905
2021-11-10,Seychelles,891
2021-09-04,Seychelles,895
2021-09-01,Seychelles,899
2020-01-22,Seychelles,906
2020-01-20,Seychelles,915
2020-01-18,Seychelles,956
2018-11-17,Seychelles,975
2018-10-16,Seychelles,988
2018-10-13,Seychelles,960
2018-09-08,Seychelles,963
2018-05-31,Seychelles,962
2018-05-29,Seychelles,977
2018-05-27,Seychelles,955
2018-03-27,Seychelles,963
2022-09-27,Sierra Leone,1329
2022-09-24,Sierra Leone,1341
2022-06-13,Sierra Leone,1358
2022-06-09,Sierra Leone,1349
2022-03-29,Sierra Leone,1376
2022-03-27,Sierra Leone,1370
2022-03-24,Sierra Leone,1326
2022-01-20,Sierra Leone,1355
2022-01-16,Sierra Leone,1382
2022-01-11,Sierra Leone,1365
2021-11-13,Sierra Leone,1319
2021-10-09,Sierra Leone,1376
2021-10-06,Sierra Leone,1333
2021-08-26,Sierra Leone,1349
2021-06-15,Sierra Leone,1364
2021-04-28,Sierra Leone,1322
2021-03-27,Sierra Leone,1346
2020-11-17,Sierra Leone,1361
2020-11-13,Sierra Leone,1344
2020-10-13,Sierra Leone,1293
2020-10-09,Sierra Leone,1329
2018-09-09,Sierra Leone,1340
2018-07-22,Sierra Leone,1372
2018-03-17,Sierra Leone,1375
2022-09-24,Singapore,1127
2022-09-21,Singapore,1112
2022-06-14,Singapore,1120
2022-06-11,Singapore,1097
2022-06-08,Singapore,1102
2022-06-01,Singapore,1114
2022-03-29,Singapore,1142
2022-03-26,Singapore,1134
2021-12-25,Singapore,1106
2021-12-22,Singapore,1138
2021-12-18,Singapore,1140
2021-12-14,Singapore,1159
2021-12-08,Singapore,1172
2021-12-05,Singapore,1147
2021-11-11,Singapore,1115
2021-06-11,Singapore,1133
2021-06-07,Singapore,1139
2021-06-03,Singapore,1147
2021-05-29,Singapore,1086
2018-11-25,Singapore,1078
2018-11-21,Singapore,1087
2018-11-13,Singapore,1070
2018-11-09,Singapore,1112
2018-10-16,Singapore,1073
2018-10-12,Singapore,1067
2018-09-11,Singapore,1086
2018-09-07,Singapore,1046
2018-03-27,Singapore,1025
2018-03-23,Singapore,1078
2022-06-14,Sint Maarten,772
2022-06-11,Sint Maarten,800
2022-06-06,Sint Maarten,779
2022-06-03,Sint Maarten,803
2018-11-20,Sint Maarten,816
2018-10-12,Sint Maarten,832
2018-09-10,Sint Maarten,842
2018-08-22,Sint Maarten,831
2022-11-20,Slovakia,1589
2022-11-17,Slovakia,1574
2022-09-25,Slovakia,1576
2022-09-22,Slovakia,1576
2022-06-13,Slovakia,1607
2022-06-10,Slovakia,1656
2022-06-06,Slovakia,1634
2022-06-03,Slovakia,1690
2022-03-29,Slovakia,1694
2022-03-25,Slovakia,1643
2021-11-14,Slovakia,1660
2021-11-11,Slovakia,1659
2021-10-11,Slovakia,1666
2021-10-08,Slovakia,1637
2021-09-07,Slovakia,1663
2021-09-04,Slovakia,1655
2021-09-01,Slovakia,1665
2021-06-23,Slovakia,1670
2021-06-18,Slovakia,1675
2021-06-14,Slovakia,1697
2021-06-06,Slovakia,1659
2021-06-01,Slovakia,1642
2021-03-30,Slovakia,1674
2021-03-27,Slovakia,1626
2021-03-24,Slovakia,1642
2020-11-18,Slovakia,1656
2020-11-15,Slovakia,1698
2020-11-12,Slovakia,1669
2020-10-14,Slovakia,1632
2020-10-11,Slovakia,1655
2020-10-08,Slovakia,1693
2020-09-07,Slovakia,1684
2020-09-04,Slovakia,1716
2018-11-19,Slovakia,1730
2018-11-16,Slovakia,1769
2018-10-16,Slovakia,1736
2018-10-13,Slovakia,1721
2018-09-09,Slovakia,1742
2018-09-05,Slovakia,1794
2018-06-04,Slovakia,1729
2018-05-31,Slovakia,1774
2018-03-25,Slovakia,1763
2018-03-22,Slovakia,1763
2022-11-20,Slovenia,1683
2022-11-17,Slovenia,1678
2022-09-27,Slovenia,1649
2022-09-24,Slovenia,1660
2022-06-12,Slovenia,1625
2022-06-09,Slovenia,1609
2022-06-05,Slovenia,1589
2022-06-02,Slovenia,1610
2022-03-29,Slovenia,1626
2022-03-26,Slovenia,1634
2021-11-14,Slovenia,1621
2021-11-11,Slovenia,1609
2021-10-11,Slovenia,1603
2021-10-08,Slovenia,1615
2021-09-07,Slovenia,1604
2021-09-04,Slovenia,1621
2021-09-01,Slovenia,1622
2021-06-04,Slovenia,1619
2021-06-01,Slovenia,1613
2021-03-30,Slovenia,1594
2021-03-27,Slovenia,1633
2021-03-24,Slovenia,1676
2020-11-18,Slovenia,1623
2020-11-15,Slovenia,1633
2020-11-11,Slovenia,1602
2020-10-14,Slovenia,1614
2020-10-11,Slovenia,1609
2020-10-07,Slovenia,1586
2020-09-06,Slovenia,1590
2020-09-03,Slovenia,1565
2018-11-19,Slovenia,1558
2018-11-16,Slovenia,1560
2018-10-16,Slovenia,1551
2018-10-13,Slovenia,1549
2018-09-09,Slovenia,1554
2018-09-06,Slovenia,1595
2018-06-02,Slovenia,1637
2018-03-27,Slovenia,1589
2018-03-23,Slovenia,1615
2022-09-30,Solomon Islands,1198
2022-09-24,Solomon Islands,1228
2022-09-21,Solomon Islands,1236
2022-03-30,Solomon Islands,1209
2022-03-27,Solomon Islands,1227
2022-03-24,Solomon Islands,1200
2018-09-05,Solomon Islands,1205
2018-08-29,Solomon Islands,1202
2022-03-27,Somalia,896
2022-03-23,Somalia,904
2022-03-23,Somalia,905
2021-06-20,Somalia,911
2022-11-20,South Africa,1537
2022-11-17,South Africa,1559
2022-09-27,South Africa,1559
2022-09-24,South Africa,1552
2022-07-17,South Africa,1546
2022-07-15,South Africa,1535
2022-07-13,South Africa,1521
2022-06-09,South Africa,1529
2022-03-29,South Africa,1543
2022-03-25,South Africa,1536
2021-11-14,South Africa,1535
2021-11-11,South Africa,1570
2021-10-12,South Africa,1566
2021-10-09,South Africa,1546
2021-09-06,South Africa,1548
2021-09-03,South Africa,1500
2021-07-18,South Africa,1522
2021-07-16,South Africa,1512
2021-07-14,South Africa,1498
2021-07-13,South Africa,1507
2021-07-08,South Africa,1502
2021-07-06,South Africa,1502
2021-06-10,South Africa,1508
2021-03-28,South Africa,1473
2021-03-25,South Africa,1525
2020-11-16,South Africa,1519
2020-11-13,South Africa,1516
2020-10-11,South Africa,1488
2020-10-08,South Africa,1536
2018-11-20,South Africa,1561
2018-11-17,South Africa,1557
2018-10-16,South Africa,1532
2018-10-13,South Africa,1560
2018-09-08,South Africa,1560
2018-06-08,South Africa,1572
2018-06-05,South Africa,1562
2018-06-03,South Africa,1545
2018-03-24,South Africa,1561
2018-03-21,South Africa,1524
2022-06-09,South Sudan,1104
2022-06-04,South Sudan,1104
2022-05-29,South Sudan,1122
2022-03-27,South Sudan,1111
2022-03-23,South Sudan,1098
2022-01-31,South Sudan,1080
2022-01-27,South Sudan,1082
2021-10-12,South Sudan,1081
2021-10-06,South Sudan,1102
2021-03-29,South Sudan,1079
2021-03-24,South Sudan,1078
2021-03-13,South Sudan,1082
2020-11-16,South Sudan,1112
2020-11-12,South Sudan,1018
2018-11-16,South Sudan,1029
2018-10-16,South Sudan,1039
2018-10-12,South Sudan,1043
2018-09-09,South Sudan,1053
2022-11-17,Spain,2049
2022-09-27,Spain,2050
2022-09-24,Spain,2009
2022-06-12,Spain,2057
2022-06-09,Spain,2044
2022-06-05,Spain,2016
2022-06-02,Spain,2034
2022-03-29,Spain,2041
2022-03-26,Spain,2041
2021-11-14,Spain,2045
2021-11-11,Spain,2031
2021-10-10,Spain,2018
2021-10-06,Spain,2044
2021-09-08,Spain,2006
2021-09-05,Spain,2004
2021-09-02,Spain,1981
2021-07-06,Spain,2025
2021-07-02,Spain,2017
2021-06-28,Spain,2022
2021-06-23,Spain,2005
2021-06-19,Spain,1997
2021-06-14,Spain,2018
2021-06-08,Spain,2034
2021-06-04,Spain,2036
2021-03-31,Spain,2037
2021-03-28,Spain,2035
2021-03-25,Spain,2025
2020-11-17,Spain,2050
2020-11-14,Spain,2014
2020-11-11,Spain,2021
2020-10-13,Spain,2006
2020-10-10,Spain,2062
2020-10-07,Spain,2043
2020-09-06,Spain,2047
2020-09-03,Spain,2005
2018-11-18,Spain,2022
2018-11-15,Spain,1990
2018-10-15,Spain,2019
2018-10-11,Spain,2062
2018-09-11,Spain,2053
2018-09-08,Spain,2032
2018-07-01,Spain,2006
2018-06-25,Spain,2028
2018-06-20,Spain,2051
2018-06-15,Spain,2038
2018-06-09,Spain,2048
2018-06-03,Spain,2034
2018-03-27,Spain,2063
2018-03-23,Spain,2038
2022-06-14,Sri Lanka,671
2022-06-11,Sri Lanka,684
2022-06-08,Sri Lanka,685
2022-05-31,Sri Lanka,698
2021-11-19,Sri Lanka,691
2021-11-16,Sri Lanka,701
2021-11-13,Sri Lanka,651
2021-11-09,Sri Lanka,676
2021-10-10,Sri Lanka,651
2021-10-07,Sri Lanka,670
2021-10-04,Sri Lanka,640
2021-10-01,Sri Lanka,643
2021-06-09,Sri Lanka,659
2021-06-05,Sri Lanka,659
2020-01-19,Sri Lanka,653
2020-01-17,Sri Lanka,707
2018-10-12,Sri Lanka,708
2018-09-07,Sri Lanka,721
2018-09-05,Sri Lanka,703
2022-11-19,Sudan,1279
2022-11-17,Sudan,1308
2022-09-26,Sudan,1311
2022-09-23,Sudan,1308
2022-06-08,Sudan,1323
2022-06-04,Sudan,1273
2022-05-29,Sudan,1290
2022-03-29,Sudan,1302
2022-03-26,Sudan,1298
2022-01-19,Sudan,1300
2022-01-15,Sudan,1310
2022-01-11,Sudan,1318
2022-01-02,Sudan,1311
2021-12-30,Sudan,1292
2021-12-07,Sudan,1311
2021-12-04,Sudan,1342
2021-12-01,Sudan,1353
2021-11-15,Sudan,1360
2021-11-12,Sudan,1355
2021-10-09,Sudan,1364
2021-10-06,Sudan,1360
2021-09-07,Sudan,1361
2021-09-02,Sudan,1390
2021-08-26,Sudan,1407
2021-08-22,Sudan,1360
2021-06-19,Sudan,1413
2021-06-13,Sudan,1373
2021-06-11,Sudan,1425
2021-03-28,Sudan,1393
2020-11-17,Sudan,1353
2020-11-12,Sudan,1297
2020-11-06,Sudan,1300
2020-10-12,Sudan,1308
2020-10-09,Sudan,1299
2020-09-25,Sudan,1313
2018-11-18,Sudan,1273
2018-10-16,Sudan,1230
2018-10-13,Sudan,1232
2018-09-08,Sudan,1222
2022-11-19,Suriname,1297
2022-09-22,Suriname,1344
2022-06-11,Suriname,1317
2022-06-07,Suriname,1315
2022-06-04,Suriname,1339
2022-05-22,Suriname,1300
2022-03-27,Suriname,1316
2022-02-01,Suriname,1353
2022-01-28,Suriname,1346
2021-07-20,Suriname,1339
2021-07-16,Suriname,1314
2021-07-12,Suriname,1326
2021-06-08,Suriname,1340
2021-06-04,Suriname,1352
2021-03-27,Suriname,1324
2021-03-24,Suriname,1266
2018-11-17,Suriname,1253
2018-10-13,Suriname,1263
2018-09-06,Suriname,1255
2018-08-18,Suriname,1285
2018-03-27,Swaziland,1273
2022-11-19,Sweden,1775
2022-11-16,Sweden,1773
2022-09-27,Sweden,1738
2022-09-24,Sweden,1742
2022-06-12,Sweden,1751
2022-06-09,Sweden,1776
2022-06-05,Sweden,1797
2022-06-02,Sweden,1825
2022-03-29,Sweden,1801
2022-03-24,Sweden,1852
2021-11-14,Sweden,1813
2021-11-11,Sweden,1823
2021-10-12,Sweden,1883
2021-10-09,Sweden,1868
2021-09-08,Sweden,1840
2021-09-05,Sweden,1894
2021-09-02,Sweden,1907
2021-06-29,Sweden,1858
2021-06-23,Sweden,1901
2021-06-18,Sweden,1882
2021-06-14,Sweden,1864
