date,team,rating
2022-06-14,Mexico,1812
2022-06-11,Mexico,1834
2022-06-05,Mexico,1832
2022-06-02,Mexico,1822
2022-05-28,Mexico,1855
2022-04-27,Mexico,1825
2022-03-30,Mexico,1851
2022-03-27,Mexico,1843
2022-03-24,Mexico,1843
2022-02-02,Mexico,1851
2022-01-30,Mexico,1835
2022-01-27,Mexico,1851
2021-12-08,Mexico,1837
2021-11-16,Mexico,1824
2021-11-12,Mexico,1853
2021-10-27,Mexico,1861
2021-10-13,Mexico,1896
2021-10-10,Mexico,1892
2021-10-07,Mexico,1883
2021-09-08,Mexico,1885
2021-09-05,Mexico,1907
2021-09-02,Mexico,1901
2021-08-01,Mexico,1880
2021-07-29,Mexico,1919
2021-07-24,Mexico,1898
2021-07-18,Mexico,1889
2021-07-14,Mexico,1878
2021-07-10,Mexico,1869
2021-07-03,Mexico,1901
2021-06-30,Mexico,1891
2021-06-12,Mexico,1869
2021-06-06,Mexico,1871
2021-06-03,Mexico,1906
2021-05-29,Mexico,1932
2021-03-30,Mexico,1930
2021-03-27,Mexico,1892
2020-11-17,Mexico,1939
2020-11-14,Mexico,1936
2020-10-13,Mexico,1908
2020-10-07,Mexico,1943
2020-09-30,Mexico,1796
2018-11-20,Mexico,1774
2018-11-16,Mexico,1779
2018-10-16,Mexico,1786
2018-10-11,Mexico,1829
2018-09-11,Mexico,1782
2018-09-07,Mexico,1809
2018-07-02,Mexico,1834
2018-06-27,Mexico,1872
2018-06-23,Mexico,1911
2018-06-17,Mexico,1897
2018-06-09,Mexico,1830
2018-06-02,Mexico,1875
2018-05-28,Mexico,1852
2018-03-27,Mexico,1838
2018-03-23,Mexico,1881
2018-01-31,Mexico,1868
2022-11-20,Moldova,1233
2022-11-16,Moldova,1231
2022-09-25,Moldova,1254
2022-09-22,Moldova,1253
2022-06-14,Moldova,1220
2022-06-10,Moldova,1208
2022-06-06,Moldova,1219
2022-06-03,Moldova,1224
2022-03-29,Moldova,1215
2022-03-24,Moldova,1169
2022-01-21,Moldova,1185
2022-01-18,Moldova,1180
2021-11-15,Moldova,1189
2021-11-12,Moldova,1194
2021-10-12,Moldova,1196
2021-10-09,Moldova,1200
2021-09-07,Moldova,1187
2021-09-04,Moldova,1211
2021-09-01,Moldova,1218
2021-06-06,Moldova,1252
2021-06-03,Moldova,1207
2021-03-31,Moldova,1215
2021-03-28,Moldova,1222
2021-03-25,Moldova,1230
2020-11-18,Moldova,1221
2020-11-15,Moldova,1236
2020-11-12,Moldova,1261
2020-10-14,Moldova,1240
2020-10-11,Moldova,1245
2020-10-07,Moldova,1250
2020-09-06,Moldova,1246
2020-09-03,Moldova,1261
2020-01-09,Moldova,1322
2018-11-18,Moldova,1331
2018-11-15,Moldova,1329
2018-10-15,Moldova,1328
2018-10-12,Moldova,1314
2018-09-11,Moldova,1320
2018-09-08,Moldova,1299
2018-06-04,Moldova,1335
2018-03-27,Moldova,1317
2018-02-26,Moldova,1319
2018-01-30,Moldova,1335
2018-01-27,Moldova,1326
2022-06-14,Mongolia,806
2022-06-11,Mongolia,752
2022-06-08,Mongolia,761
2022-03-29,Mongolia,764
2022-03-23,Mongolia,728
2021-06-07,Mongolia,787
2021-03-30,Mongolia,729
2021-03-25,Mongolia,705
2018-11-16,Mongolia,709
2018-11-13,Mongolia,705
2018-11-11,Mongolia,716
2018-10-16,Mongolia,727
2018-10-12,Mongolia,687
2018-09-06,Mongolia,702
2018-09-04,Mongolia,694
2018-09-02,Mongolia,689
2018-03-27,Mongolia,657
2018-03-22,Mongolia,678
2022-11-20,Montenegro,1524
2022-11-17,Montenegro,1549
2022-09-26,Montenegro,1554
2022-09-23,Montenegro,1564
2022-06-14,Montenegro,1575
2022-06-11,Montenegro,1546
2022-06-07,Montenegro,1532
2022-06-04,Montenegro,1559
2022-03-28,Montenegro,1550
2022-03-24,Montenegro,1483
2021-11-16,Montenegro,1513
2021-11-13,Montenegro,1539
2021-10-11,Montenegro,1510
2021-10-08,Montenegro,1517
2021-09-07,Montenegro,1510
2021-09-04,Montenegro,1526
2021-09-01,Montenegro,1534
2021-06-05,Montenegro,1510
2021-06-02,Montenegro,1539
2021-03-30,Montenegro,1530
2021-03-27,Montenegro,1546
2021-03-24,Montenegro,1541
2020-11-17,Montenegro,1535
2020-11-14,Montenegro,1514
2020-11-11,Montenegro,1520
2020-10-13,Montenegro,1522
2020-10-10,Montenegro,1574
2020-10-07,Montenegro,1544
2020-09-08,Montenegro,1566
2020-09-05,Montenegro,1605
2018-11-20,Montenegro,1588
2018-11-17,Montenegro,1599
2018-10-14,Montenegro,1605
2018-10-11,Montenegro,1599
2018-09-10,Montenegro,1622
2018-09-07,Montenegro,1608
2018-06-02,Montenegro,1586
2018-05-28,Montenegro,1621
2018-03-27,Montenegro,1620
2018-03-23,Montenegro,1598
2022-06-11,Montserrat,982
2022-06-07,Montserrat,930
2022-06-04,Montserrat,928
2021-07-02,Montserrat,942
2021-06-08,Montserrat,961
2021-06-02,Montserrat,907
2021-03-28,Montserrat,903
2021-03-24,Montserrat,757
2018-11-16,Montserrat,732
2018-10-14,Montserrat,701
2022-11-17,Morocco,1776
2022-09-27,Morocco,1752
2022-09-23,Morocco,1767
2022-09-21,Morocco,1742
2022-06-13,Morocco,1740
2022-06-09,Morocco,1744
2022-06-01,Morocco,1715
2022-03-29,Morocco,1742
2022-03-25,Morocco,1718
2022-01-30,Morocco,1728
2022-01-25,Morocco,1768
2022-01-18,Morocco,1760
2022-01-14,Morocco,1782
2022-01-10,Morocco,1782
2021-12-11,Morocco,1765
2021-12-07,Morocco,1773
2021-12-04,Morocco,1748
2021-12-01,Morocco,1730
2021-11-16,Morocco,1724
2021-11-12,Morocco,1717
2021-10-12,Morocco,1713
2021-10-09,Morocco,1706
2021-10-06,Morocco,1699
2021-09-02,Morocco,1693
2021-06-12,Morocco,1698
2021-06-08,Morocco,1698
2021-03-30,Morocco,1676
2021-03-26,Morocco,1660
2020-11-17,Morocco,1683
2020-11-13,Morocco,1677
2020-10-13,Morocco,1661
2020-10-09,Morocco,1762
2018-11-20,Morocco,1744
2018-11-16,Morocco,1726
2018-10-16,Morocco,1694
2018-10-13,Morocco,1724
2018-09-08,Morocco,1724
2018-06-25,Morocco,1720
2018-06-20,Morocco,1697
2018-06-15,Morocco,1708
2018-06-09,Morocco,1736
2018-06-04,Morocco,1746
2018-05-31,Morocco,1714
2018-03-27,Morocco,1725
2018-03-23,Morocco,1728
2022-11-17,Mozambique,1312
2022-07-17,Mozambique,1333
2022-07-15,Mozambique,1300
2022-07-13,Mozambique,1329
2022-06-08,Mozambique,1323
2022-06-02,Mozambique,1279
2022-05-24,Mozambique,1262
2022-03-26,Mozambique,1275
2022-03-23,Mozambique,1302
2021-11-16,Mozambique,1317
2021-11-13,Mozambique,1287
2021-10-11,Mozambique,1290
2021-10-08,Mozambique,1297
2021-09-07,Mozambique,1298
2021-09-03,Mozambique,1341
2021-07-18,Mozambique,1317
2021-07-16,Mozambique,1320
2021-07-14,Mozambique,1349
2021-07-11,Mozambique,1312
2021-07-09,Mozambique,1275
2021-07-07,Mozambique,1284
2021-06-08,Mozambique,1271
2021-06-02,Mozambique,1291
2021-03-30,Mozambique,1258
2021-03-24,Mozambique,1259
2020-11-16,Mozambique,1296
2020-11-12,Mozambique,1303
2020-10-13,Mozambique,1300
2020-10-08,Mozambique,1269
2018-11-18,Mozambique,1317
2018-10-16,Mozambique,1262
2018-10-13,Mozambique,1281
2018-09-08,Mozambique,1312
2018-05-31,Mozambique,1317
2018-05-29,Mozambique,1308
2018-05-27,Mozambique,1289
2022-09-24,Myanmar,940
2022-09-21,Myanmar,914
2022-06-14,Myanmar,931
2022-06-11,Myanmar,945
2022-06-08,Myanmar,957
2022-05-27,Myanmar,963
2022-05-24,Myanmar,977
2021-12-18,Myanmar,955
2021-12-11,Myanmar,975
2021-12-08,Myanmar,984
2021-12-05,Myanmar,972
2021-11-25,Myanmar,982
2021-11-13,Myanmar,995
2021-06-15,Myanmar,1010
2021-06-11,Myanmar,1031
2021-05-28,Myanmar,1056
2018-11-24,Myanmar,1052
2018-11-20,Myanmar,1093
2018-11-16,Myanmar,1071
2018-11-12,Myanmar,1067
2018-10-16,Myanmar,1053
2018-10-13,Myanmar,1060
2018-10-10,Myanmar,1051
2018-05-26,Myanmar,1065
2018-03-27,Myanmar,1073
2018-03-22,Myanmar,1073
2022-07-17,Namibia,1361
2022-07-15,Namibia,1394
2022-07-12,Namibia,1367
2022-06-04,Namibia,1337
2022-05-26,Namibia,1315
2021-11-15,Namibia,1346
2021-11-11,Namibia,1376
2021-10-12,Namibia,1381
2021-10-09,Namibia,1386
2021-09-05,Namibia,1397
2021-09-02,Namibia,1374
2021-07-14,Namibia,1363
2021-07-13,Namibia,1398
2021-07-11,Namibia,1406
2021-07-07,Namibia,1392
2021-07-04,Namibia,1335
2021-07-03,Namibia,1334
2021-03-28,Namibia,1361
2020-11-17,Namibia,1321
2020-11-13,Namibia,1325
2020-10-08,Namibia,1393
2018-11-17,Namibia,1382
2018-10-16,Namibia,1401
2018-10-13,Namibia,1382
2018-09-30,Namibia,1330
2018-09-08,Namibia,1372
2018-06-05,Namibia,1361
2018-06-02,Namibia,1380
2018-03-27,Namibia,1398
2022-11-16,Nepal,958
2022-09-27,Nepal,943
2022-06-14,Nepal,924
2022-06-11,Nepal,931
2022-06-08,Nepal,937
2022-06-03,Nepal,938
2022-05-31,Nepal,927
2022-05-28,Nepal,931
2022-03-24,Nepal,949
2022-02-01,Nepal,980
2022-01-29,Nepal,972
2021-10-16,Nepal,938
2021-10-13,Nepal,947
2021-10-10,Nepal,951
2021-10-04,Nepal,969
2021-10-01,Nepal,965
2021-09-26,Nepal,932
2021-09-05,Nepal,928
2021-09-02,Nepal,955
2021-06-11,Nepal,936
2021-06-07,Nepal,937
2021-06-03,Nepal,943
2021-05-29,Nepal,906
2021-03-29,Nepal,924
2021-03-27,Nepal,900
2020-11-17,Nepal,899
2020-11-13,Nepal,845
2018-10-06,Nepal,878
2018-10-02,Nepal,879
2018-09-12,Nepal,893
2018-09-08,Nepal,914
2018-09-06,Nepal,888
2018-03-27,Nepal,892
2022-11-21,Netherlands,2047
2022-09-25,Netherlands,2056
2022-09-22,Netherlands,2017
2022-06-14,Netherlands,2013
2022-06-11,Netherlands,1994
2022-06-08,Netherlands,2011
2022-06-03,Netherlands,1979
2022-03-29,Netherlands,1942
2022-03-26,Netherlands,1960
2021-11-16,Netherlands,1935
2021-11-13,Netherlands,1909
2021-10-11,Netherlands,1934
2021-10-08,Netherlands,1934
2021-09-07,Netherlands,1934
2021-09-04,Netherlands,1922
2021-09-01,Netherlands,1907
2021-06-27,Netherlands,1932
2021-06-21,Netherlands,1976
2021-06-17,Netherlands,1974
2021-06-13,Netherlands,1968
2021-06-06,Netherlands,1952
2021-06-02,Netherlands,1934
2021-03-30,Netherlands,1953
2021-03-27,Netherlands,1953
2021-03-24,Netherlands,1946
2020-11-18,Netherlands,1995
2020-11-15,Netherlands,1980
2020-11-11,Netherlands,1978
2020-10-14,Netherlands,1968
2020-10-11,Netherlands,1957
2020-10-07,Netherlands,1956
2020-09-07,Netherlands,1986
2020-09-04,Netherlands,1997
2018-11-19,Netherlands,1978
2018-11-16,Netherlands,1989
2018-10-16,Netherlands,1951
2018-10-13,Netherlands,1944
2018-09-09,Netherlands,1900
2018-09-06,Netherlands,1936
2018-06-04,Netherlands,1904
2018-05-31,Netherlands,1894
2018-03-26,Netherlands,1923
2018-03-23,Netherlands,1868
2022-09-21,New Caledonia,1162
2022-09-17,New Caledonia,1182
2022-03-24,New Caledonia,1213
2022-03-21,New Caledonia,1209
2022-03-18,New Caledonia,1193
2018-11-17,New Caledonia,1217
2018-11-14,New Caledonia,1237
2018-03-23,New Caledonia,1182
2018-03-20,New Caledonia,1210
2022-09-25,New Zealand,1522
2022-09-22,New Zealand,1526
2022-06-14,New Zealand,1537
2022-06-09,New Zealand,1554
2022-06-05,New Zealand,1548
2022-03-30,New Zealand,1555
2022-03-27,New Zealand,1549
2022-03-24,New Zealand,1540
2022-03-21,New Zealand,1528
2022-03-18,New Zealand,1518
2022-01-28,New Zealand,1498
2021-11-16,New Zealand,1536
2021-10-12,New Zealand,1533
2021-10-09,New Zealand,1525
2018-06-07,New Zealand,1504
2018-06-05,New Zealand,1496
2018-06-02,New Zealand,1472
2018-03-24,New Zealand,1494
2022-11-19,Nicaragua,1250
2022-11-16,Nicaragua,1300
2022-11-10,Nicaragua,1250
2022-10-13,Nicaragua,1248
2022-09-27,Nicaragua,1247
2022-09-22,Nicaragua,1240
2022-06-13,Nicaragua,1268
2022-06-10,Nicaragua,1258
2022-06-06,Nicaragua,1242
2022-06-03,Nicaragua,1275
2022-02-01,Nicaragua,1230
2022-01-29,Nicaragua,1252
2021-11-13,Nicaragua,1253
2021-11-10,Nicaragua,1211
2021-09-08,Nicaragua,1248
2021-06-08,Nicaragua,1226
2021-06-04,Nicaragua,1239
2021-03-27,Nicaragua,1212
2021-02-24,Nicaragua,1199
2020-10-10,Nicaragua,1224
2020-10-06,Nicaragua,1215
2020-02-25,Nicaragua,1300
2018-11-17,Nicaragua,1287
2018-10-14,Nicaragua,1302
2018-09-08,Nicaragua,1293
2018-03-25,Nicaragua,1280
2022-11-20,Niger,1238
2022-11-17,Niger,1235
2022-09-25,Niger,1260
2022-09-23,Niger,1252
2022-06-08,Niger,1259
2022-06-04,Niger,1247
2022-03-26,Niger,1229
2022-03-23,Niger,1254
2021-11-15,Niger,1250
2021-11-12,Niger,1251
2021-10-12,Niger,1231
2021-10-08,Niger,1233
2021-09-06,Niger,1236
2021-09-02,Niger,1228
2021-08-26,Niger,1230
2021-08-22,Niger,1277
2021-06-11,Niger,1224
2021-06-09,Niger,1225
2021-06-05,Niger,1235
2021-03-30,Niger,1255
2021-03-26,Niger,1250
2020-11-17,Niger,1253
2020-11-13,Niger,1301
2020-10-13,Niger,1299
2020-10-10,Niger,1332
2018-11-18,Niger,1314
2018-10-16,Niger,1291
2018-10-13,Niger,1294
2018-09-08,Niger,1298
2018-06-02,Niger,1334
2018-05-27,Niger,1297
2022-11-17,Nigeria,1627
2022-11-09,Nigeria,1618
2022-09-27,Nigeria,1621
2022-06-13,Nigeria,1643
2022-06-09,Nigeria,1647
2022-06-02,Nigeria,1627
2022-05-28,Nigeria,1632
2022-03-29,Nigeria,1648
2022-03-25,Nigeria,1650
2022-01-23,Nigeria,1654
2022-01-19,Nigeria,1691
2022-01-15,Nigeria,1680
2022-01-11,Nigeria,1678
2021-11-16,Nigeria,1645
2021-11-13,Nigeria,1661
2021-10-10,Nigeria,1653
2021-10-07,Nigeria,1628
2021-09-07,Nigeria,1682
2021-09-03,Nigeria,1674
2021-07-03,Nigeria,1660
2021-06-08,Nigeria,1667
2021-06-04,Nigeria,1649
2021-03-30,Nigeria,1692
2021-03-27,Nigeria,1686
2020-11-17,Nigeria,1660
2020-11-13,Nigeria,1677
2020-10-13,Nigeria,1696
2020-10-09,Nigeria,1669
2018-11-20,Nigeria,1702
2018-11-17,Nigeria,1711
2018-10-16,Nigeria,1730
2018-10-13,Nigeria,1721
2018-09-11,Nigeria,1711
2018-09-08,Nigeria,1704
2018-06-26,Nigeria,1703
2018-06-22,Nigeria,1699
2018-06-16,Nigeria,1668
2018-06-06,Nigeria,1665
2018-06-02,Nigeria,1684
2018-05-28,Nigeria,1692
2018-03-27,Nigeria,1689
2018-03-23,Nigeria,1741
2018-12-29,North Korea,1412
2018-12-25,North Korea,1435
2018-11-16,North Korea,1442
2018-11-13,North Korea,1432
2018-11-11,North Korea,1451
2018-10-13,North Korea,1437
2018-03-27,North Korea,1460
2022-11-20,North Macedonia,1515
2022-11-17,North Macedonia,1568
2022-10-22,North Macedonia,1541
2022-09-26,North Macedonia,1556
2022-09-23,North Macedonia,1587
2022-06-12,North Macedonia,1615
2022-06-09,North Macedonia,1628
2022-06-05,North Macedonia,1662
2022-06-02,North Macedonia,1651
2022-03-29,North Macedonia,1659
2022-03-24,North Macedonia,1685
2021-11-14,North Macedonia,1638
2021-11-11,North Macedonia,1591
2021-10-11,North Macedonia,1568
2021-10-08,North Macedonia,1569
2021-09-08,North Macedonia,1574
2021-09-05,North Macedonia,1560
2021-09-02,North Macedonia,1566
2021-06-21,North Macedonia,1564
2021-06-17,North Macedonia,1567
2021-06-13,North Macedonia,1585
2021-06-04,North Macedonia,1610
2021-06-01,North Macedonia,1601
2021-03-31,North Macedonia,1617
2021-03-28,North Macedonia,1563
2021-03-25,North Macedonia,1547
2020-11-18,North Macedonia,1556
2020-11-15,North Macedonia,1602
2020-11-12,North Macedonia,1593
2020-10-14,North Macedonia,1568
2020-10-11,North Macedonia,1558
2020-10-08,North Macedonia,1589
2020-09-08,North Macedonia,1557
2022-09-27,Northern Ireland,1533
2022-09-24,Northern Ireland,1567
2022-06-12,Northern Ireland,1536
2022-06-09,Northern Ireland,1537
2022-06-05,Northern Ireland,1561
2022-06-02,Northern Ireland,1579
2022-03-29,Northern Ireland,1592
2022-03-25,Northern Ireland,1617
2021-11-15,Northern Ireland,1612
2021-11-12,Northern Ireland,1592
2021-10-12,Northern Ireland,1563
2021-10-09,Northern Ireland,1598
2021-09-08,Northern Ireland,1618
2021-09-05,Northern Ireland,1603
2021-09-02,Northern Ireland,1579
2021-06-03,Northern Ireland,1557
2021-05-30,Northern Ireland,1573
2021-03-31,Northern Ireland,1568
2021-03-28,Northern Ireland,1567
2021-03-25,Northern Ireland,1581
2020-11-18,Northern Ireland,1594
2020-11-15,Northern Ireland,1578
2020-11-12,Northern Ireland,1589
2020-10-14,Northern Ireland,1606
2020-10-11,Northern Ireland,1624
2020-10-08,Northern Ireland,1641
2020-09-07,Northern Ireland,1656
2020-09-04,Northern Ireland,1633
2018-11-18,Northern Ireland,1621
2018-11-15,Northern Ireland,1643
2018-10-15,Northern Ireland,1632
2018-10-12,Northern Ireland,1638
2018-09-11,Northern Ireland,1672
2018-09-08,Northern Ireland,1652
2018-06-03,Northern Ireland,1661
2018-05-29,Northern Ireland,1683
2018-03-24,Northern Ireland,1711
2022-02-22,Northern Mariana Islands,397
2022-02-19,Northern Mariana Islands,400
2018-09-06,Northern Mariana Islands,416
2018-09-04,Northern Mariana Islands,395
2022-11-20,Norway,1753
2022-11-17,Norway,1773
2022-09-27,Norway,1757
2022-09-24,Norway,1760
2022-06-12,Norway,1820
2022-06-09,Norway,1789
2022-06-05,Norway,1812
2022-06-02,Norway,1785
2022-03-29,Norway,1753
2022-03-25,Norway,1757
2021-11-16,Norway,1727
2021-11-13,Norway,1736
2021-10-11,Norway,1766
2021-10-08,Norway,1747
2021-09-07,Norway,1751
2021-09-04,Norway,1747
2021-09-01,Norway,1752
2021-06-06,Norway,1712
2021-06-02,Norway,1756
2021-03-30,Norway,1749
2021-03-27,Norway,1738
2021-03-24,Norway,1764
2020-11-18,Norway,1758
2020-10-14,Norway,1766
2020-10-11,Norway,1749
2020-10-08,Norway,1717
2020-09-07,Norway,1727
2020-09-04,Norway,1655
2018-11-19,Norway,1671
2018-11-16,Norway,1649
2018-10-16,Norway,1674
2018-10-13,Norway,1657
2018-09-09,Norway,1616
2018-09-06,Norway,1651
2018-06-06,Norway,1664
2018-06-02,Norway,1658
2018-03-26,Norway,1632
2018-03-23,Norway,1623
2022-11-20,Oman,1563
2022-11-16,Oman,1541
2022-09-26,Oman,1528
2022-09-23,Oman,1557
2022-06-09,Oman,1556
2022-06-03,Oman,1557
2022-03-29,Oman,1562
2022-03-24,Oman,1539
2022-02-01,Oman,1531
2022-01-27,Oman,1502
2021-12-10,Oman,1515
2021-12-06,Oman,1533
2021-12-03,Oman,1489
2021-11-30,Oman,1509
2021-11-16,Oman,1503
2021-11-11,Oman,1516
2021-10-12,Oman,1525
2021-10-07,Oman,1505
2021-09-26,Oman,1518
2021-09-07,Oman,1514
2021-09-02,Oman,1551
2021-06-20,Oman,1502
2021-06-15,Oman,1499
2021-06-11,Oman,1501
2021-06-07,Oman,1484
2021-05-29,Oman,1505
2021-05-25,Oman,1514
2021-03-25,Oman,1480
2021-03-20,Oman,1519
2018-12-30,Oman,1519
2018-12-27,Oman,1519
2018-12-16,Oman,1547
2018-12-13,Oman,1545
2018-11-19,Oman,1552
2018-11-16,Oman,1539
2018-10-16,Oman,1545
2018-10-13,Oman,1513
2018-09-11,Oman,1529
2018-09-09,Oman,1531
2018-03-27,Oman,1548
2018-01-05,Oman,1529
2018-01-02,Oman,1533
2022-11-16,Pakistan,905
2018-12-16,Pakistan,934
2018-11-16,Pakistan,935
2018-09-12,Pakistan,939
2018-09-08,Pakistan,948
2018-09-06,Pakistan,923
2022-06-14,Palestine,1427
2022-06-11,Palestine,1415
2022-06-08,Palestine,1402
2021-12-07,Palestine,1407
2021-12-04,Palestine,1435
2021-12-01,Palestine,1420
2021-09-05,Palestine,1429
2021-09-02,Palestine,1401
2021-06-24,Palestine,1442
2021-06-15,Palestine,1425
2021-06-03,Palestine,1408
2021-03-30,Palestine,1394
2021-01-18,Palestine,1432
2020-01-25,Palestine,1402
2020-01-22,Palestine,1389
2020-01-17,Palestine,1385
2020-01-15,Palestine,1378
2018-12-31,Palestine,1349
2018-12-28,Palestine,1378
2018-12-24,Palestine,1411
2018-12-16,Palestine,1387
2018-11-20,Palestine,1390
2018-11-16,Palestine,1380
2018-10-12,Palestine,1369
2018-10-10,Palestine,1382
2018-10-06,Palestine,1381
2018-10-04,Palestine,1382
2018-09-11,Palestine,1353
2018-09-06,Palestine,1362
2018-08-19,Palestine,1359
2018-08-04,Palestine,1373
2018-05-11,Palestine,1371
2018-05-08,Palestine,1408
2018-03-27,Palestine,1384
2018-03-22,Palestine,1401
2022-11-18,Panama,1644
2022-11-15,Panama,1649
2022-11-10,Panama,1645
2022-11-05,Panama,1627
2022-09-27,Panama,1662
2022-06-12,Panama,1632
2022-06-11,Panama,1646
2022-06-09,Panama,1658
2022-06-02,Panama,1656
2022-05-01,Panama,1587
2022-03-30,Panama,1649
2022-03-27,Panama,1600
2022-03-24,Panama,1611
2022-02-02,Panama,1618
2022-01-30,Panama,1646
2022-01-27,Panama,1603
2022-01-16,Panama,1644
2021-11-16,Panama,1639
2021-11-12,Panama,1621
2021-10-13,Panama,1593
2021-10-10,Panama,1632
2021-10-07,Panama,1564
2021-09-08,Panama,1612
2021-09-05,Panama,1575
2021-09-02,Panama,1551
2021-07-20,Panama,1543
2021-07-17,Panama,1533
2021-07-13,Panama,1559
2021-06-30,Panama,1547
2021-06-15,Panama,1546
2021-06-12,Panama,1568
2021-06-08,Panama,1550
2021-06-05,Panama,1544
2021-03-28,Panama,1545
2021-03-25,Panama,1544
2021-01-28,Panama,1553
2020-11-16,Panama,1529
2020-11-13,Panama,1534
2020-10-13,Panama,1573
2020-10-10,Panama,1559
2020-03-04,Panama,1529
2020-02-25,Panama,1548
2018-11-20,Panama,1560
2018-11-16,Panama,1553
2018-10-16,Panama,1591
2018-10-12,Panama,1563
2018-09-11,Panama,1576
2018-06-28,Panama,1595
2018-06-24,Panama,1633
2018-06-18,Panama,1648
2018-06-06,Panama,1633
2018-05-29,Panama,1669
2018-04-17,Panama,1674
2018-03-27,Panama,1654
2018-03-22,Panama,1655
2022-09-27,Papua New Guinea,1234
2022-09-24,Papua New Guinea,1204
2022-03-27,Papua New Guinea,1166
2022-03-24,Papua New Guinea,1209
2022-03-21,Papua New Guinea,1185
2022-03-18,Papua New Guinea,1086
2022-11-19,Paraguay,1718
2022-11-16,Paraguay,1718
2022-09-27,Paraguay,1740
2022-09-23,Paraguay,1747
2022-08-31,Paraguay,1760
2022-06-10,Paraguay,1724
2022-06-02,Paraguay,1703
2022-03-29,Paraguay,1719
2022-03-24,Paraguay,1749
2022-02-01,Paraguay,1704
2022-01-27,Paraguay,1708
2021-11-16,Paraguay,1730
2021-11-11,Paraguay,1712
2021-10-14,Paraguay,1738
2021-10-10,Paraguay,1774
2021-10-07,Paraguay,1818
2021-09-09,Paraguay,1812
2021-09-05,Paraguay,1796
2021-09-02,Paraguay,1778
2021-07-02,Paraguay,1810
2021-06-28,Paraguay,1805
2021-06-24,Paraguay,1818
2021-06-21,Paraguay,1780
2021-06-14,Paraguay,1791
2021-06-08,Paraguay,1776
2021-06-03,Paraguay,1784
2020-11-17,Paraguay,1767
2020-11-12,Paraguay,1785
2020-10-13,Paraguay,1776
2020-10-08,Paraguay,1736
2018-11-20,Paraguay,1714
2018-06-12,Paraguay,1709
2018-03-27,Paraguay,1722
2022-11-19,Peru,1861
2022-11-16,Peru,1864
2022-09-27,Peru,1847
2022-09-24,Peru,1817
2022-06-13,Peru,1846
2022-06-05,Peru,1865
2022-03-29,Peru,1864
2022-03-24,Peru,1827
2022-02-01,Peru,1861
2022-01-28,Peru,1868
2022-01-20,Peru,1840
2022-01-16,Peru,1819
2021-11-16,Peru,1836
2021-11-11,Peru,1820
2021-10-14,Peru,1796
2021-10-10,Peru,1786
2021-10-07,Peru,1843
2021-09-09,Peru,1812
2021-09-05,Peru,1834
2021-09-02,Peru,1819
2021-07-09,Peru,1805
2021-07-05,Peru,1825
2021-07-02,Peru,1833
2021-06-27,Peru,1839
2021-06-23,Peru,1813
2021-06-20,Peru,1823
2021-06-17,Peru,1781
2021-06-08,Peru,1794
2021-06-03,Peru,1772
2020-11-17,Peru,1801
2020-11-13,Peru,1811
2020-10-13,Peru,1851
2020-10-08,Peru,1844
2018-11-20,Peru,1828
2018-11-15,Peru,1853
2018-10-16,Peru,1884
2018-10-12,Peru,1908
2018-09-09,Peru,1861
2018-09-06,Peru,1862
2018-06-26,Peru,1881
2018-06-21,Peru,1861
2018-06-16,Peru,1881
2018-06-09,Peru,1907
2018-06-03,Peru,1920
2018-05-29,Peru,1922
2018-03-27,Peru,1918
2018-03-23,Peru,1910
2022-07-16,Philippines,1097
2022-06-14,Philippines,1096
2022-06-11,Philippines,1104
2022-06-08,Philippines,1099
2022-03-29,Philippines,1078
2022-03-23,Philippines,1101
2021-12-18,Philippines,1136
2021-12-14,Philippines,1113
2021-12-11,Philippines,1127
2021-12-08,Philippines,1108
2021-06-15,Philippines,1133
2021-06-11,Philippines,1148
2021-06-07,Philippines,1161
2018-12-31,Philippines,1162
2018-12-06,Philippines,1169
2018-12-02,Philippines,1187
2018-11-25,Philippines,1204
2018-11-21,Philippines,1214
2018-11-17,Philippines,1198
2018-11-13,Philippines,1208
2018-10-13,Philippines,1201
2018-10-09,Philippines,1170
2018-10-05,Philippines,1202
2018-10-03,Philippines,1198
2018-09-06,Philippines,1203
2018-03-27,Philippines,1203
2018-03-22,Philippines,1197
2022-11-22,Poland,1814
2022-11-16,Poland,1830
2022-09-25,Poland,1815
2022-09-22,Poland,1790
2022-06-14,Poland,1804
2022-06-11,Poland,1820
2022-06-08,Poland,1801
2022-06-01,Poland,1833
2022-03-29,Poland,1807
2022-03-24,Poland,1766
2021-11-15,Poland,1762
2021-11-12,Poland,1800
2021-10-12,Poland,1799
2021-10-09,Poland,1783
2021-09-08,Poland,1793
2021-09-05,Poland,1772
2021-09-02,Poland,1776
2021-06-23,Poland,1758
2021-06-19,Poland,1780
2021-06-14,Poland,1755
2021-06-08,Poland,1788
2021-06-01,Poland,1802
2021-03-31,Poland,1798
2021-03-28,Poland,1816
2021-03-25,Poland,1807
2020-11-18,Poland,1812
2020-11-15,Poland,1824
2020-11-11,Poland,1863
2020-10-14,Poland,1836
2020-10-11,Poland,1827
2020-10-07,Poland,1824
2020-09-07,Poland,1808
2020-09-04,Poland,1740
2018-11-20,Poland,1755
2018-11-15,Poland,1716
2018-10-14,Poland,1750
2018-10-11,Poland,1772
2018-09-11,Poland,1787
2018-09-07,Poland,1792
2018-06-28,Poland,1783
