year,team,all_matches,all_matches_win,all_matches_lost,all_matches_drawn,all_GF,all_GA,all_Gdiff,all_efectividad,all_fail_GF,all_fail_GA,all_nrm_fail_GF,all_nrm_fail_GA,all_nrm_GF,all_nrm_GA,all_nrm_Gdiff,Away_matches,Away_matches_win,Away_matches_lost,Away_matches_drawn,Away_GF,Away_GA,Away_Gdiff,Away_efectividad,Away_fail_GF,Away_fail_GA,Away_nrm_fail_GF,Away_nrm_fail_GA,Away_nrm_GF,Away_nrm_GA,Away_nrm_Gdiff,Home_matches,Home_matches_win,Home_matches_lost,Home_matches_drawn,Home_GF,Home_GA,Home_Gdiff,Home_efectividad,Home_fail_GF,Home_fail_GA,Home_nrm_fail_GF,Home_nrm_fail_GA,Home_nrm_GF,Home_nrm_GA,Home_nrm_Gdiff,Neutral_matches,Neutral_matches_win,Neutral_matches_lost,Neutral_matches_drawn,Neutral_GF,Neutral_GA,Neutral_Gdiff,Neutral_efectividad,Neutral_fail_GF,Neutral_fail_GA,Neutral_nrm_fail_GF,Neutral_nrm_fail_GA,Neutral_nrm_GF,Neutral_nrm_GA,Neutral_nrm_Gdiff
2021,Morocco,10,9,0,1,23,1,22,0.9,1,1,0.1,0.1,2.3,0.1,2.2,4,3,0,1,10,1,9,0.75,1,1,0.25,0.25,2.5,0.25,2.25,6,6,0,0,13,0,13,1,0,0,0,0,2.16666666666667,0,2.16666666666667,,,,,,,,,,,,,,,
2022,Morocco,13,7,2,4,19,11,8,0.538461538461538,3,3,0.230769230769231,0.230769230769231,1.46153846153846,0.846153846153846,0.615384615384615,2,0,1,1,1,4,-3,0,1,1,0.5,0.5,0.5,2,-1.5,3,3,0,0,8,2,6,1,0,0,0,0,2.66666666666667,0.666666666666667,2,8,4,1,3,10,5,5,0.5,2,2,0.25,0.25,1.25,0.625,0.625
2010,Netherlands,4,4,0,0,12,2,10,1,0,0,0,0,3,0.5,2.5,2,2,0,0,6,0,6,1,0,0,0,0,3,0,3,2,2,0,0,6,2,4,1,0,0,0,0,3,1,2,,,,,,,,,,,,,,,
2011,Netherlands,6,5,1,0,25,6,19,0.833333333333333,0,0,0,0,4.16666666666667,1,3.16666666666667,3,2,1,0,8,3,5,0.666666666666667,0,0,0,0,2.66666666666667,1,1.66666666666667,3,3,0,0,17,3,14,1,0,0,0,0,5.66666666666667,1,4.66666666666667,,,,,,,,,,,,,,,
2012,Netherlands,7,4,3,0,15,7,8,0.571428571428571,1,1,0.142857142857143,0.142857142857143,2.14285714285714,1,1.14285714285714,3,2,1,0,9,4,5,0.666666666666667,0,0,0,0,3,1.33333333333333,1.66666666666667,4,2,2,0,6,3,3,0.5,1,1,0.25,0.25,1.5,0.75,0.75,,,,,,,,,,,,,,,
2013,Netherlands,6,5,0,1,21,3,18,0.833333333333333,0,0,0,0,3.5,0.5,3,3,2,0,1,6,2,4,0.666666666666667,0,0,0,0,2,0.666666666666667,1.33333333333333,3,3,0,0,15,1,14,1,0,0,0,0,5,0.333333333333333,4.66666666666667,,,,,,,,,,,,,,,
2014,Netherlands,17,9,5,3,31,17,14,0.529411764705882,5,5,0.294117647058824,0.294117647058824,1.82352941176471,1,0.823529411764706,4,0,4,0,1,8,-7,0,3,3,0.75,0.75,0.25,2,-1.75,6,4,1,1,15,5,10,0.666666666666667,0,0,0,0,2.5,0.833333333333333,1.66666666666667,7,5,0,2,15,4,11,0.714285714285714,2,2,0.285714285714286,0.285714285714286,2.14285714285714,0.571428571428571,1.57142857142857
2015,Netherlands,10,4,4,1,15,15,0,0.4,3,3,0.3,0.3,1.5,1.5,0,5,3,1,0,7,6,1,0.6,2,2,0.4,0.4,1.4,1.2,0.2,5,1,3,1,8,9,-1,0.2,1,1,0.2,0.2,1.6,1.8,-0.2,,,,,,,,,,,,,,,
2016,Netherlands,11,5,3,3,19,13,6,0.454545454545455,1,1,0.0909090909090909,0.0909090909090909,1.72727272727273,1.18181818181818,0.545454545454545,6,4,0,2,11,5,6,0.666666666666667,0,0,0,0,1.83333333333333,0.833333333333333,1,5,1,3,1,8,8,0,0.2,1,1,0.2,0.2,1.6,1.6,0,,,,,,,,,,,,,,,
2017,Netherlands,11,8,3,0,25,11,14,0.727272727272727,2,2,0.181818181818182,0.181818181818182,2.27272727272727,1,1.27272727272727,6,4,2,0,9,8,1,0.666666666666667,2,2,0.333333333333333,0.333333333333333,1.5,1.33333333333333,0.166666666666667,5,4,1,0,16,3,13,0.8,0,0,0,0,3.2,0.6,2.6,,,,,,,,,,,,,,,
2018,Netherlands,10,4,2,4,16,9,7,0.4,1,1,0.1,0.1,1.6,0.9,0.7,6,1,1,4,9,7,2,0.166666666666667,0,0,0,0,1.5,1.16666666666667,0.333333333333333,4,3,1,0,7,2,5,0.75,1,1,0.25,0.25,1.75,0.5,1.25,,,,,,,,,,,,,,,
2019,Netherlands,8,6,1,1,24,7,17,0.75,1,1,0.125,0.125,3,0.875,2.125,4,3,0,1,10,3,7,0.75,1,1,0.25,0.25,2.5,0.75,1.75,4,3,1,0,14,4,10,0.75,0,0,0,0,3.5,1,2.5,,,,,,,,,,,,,,,
2020,Netherlands,8,3,2,3,8,6,2,0.375,3,3,0.375,0.375,1,0.75,0.25,3,1,0,2,3,2,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,0.666666666666667,0.333333333333333,5,2,2,1,5,4,1,0.4,2,2,0.4,0.4,1,0.8,0.2,,,,,,,,,,,,,,,
2021,Netherlands,16,11,2,3,46,14,32,0.6875,1,1,0.0625,0.0625,2.875,0.875,2,5,2,1,2,13,7,6,0.4,0,0,0,0,2.6,1.4,1.2,7,6,0,1,25,3,22,0.857142857142857,0,0,0,0,3.57142857142857,0.428571428571429,3.14285714285714,4,3,1,0,8,4,4,0.75,1,1,0.25,0.25,2,1,1
2022,Netherlands,10,7,0,3,22,10,12,0.7,0,0,0,0,2.2,1,1.2,3,3,0,0,8,2,6,1,0,0,0,0,2.66666666666667,0.666666666666667,2,5,3,0,2,11,7,4,0.6,0,0,0,0,2.2,1.4,0.8,2,1,0,1,3,1,2,0.5,0,0,0,0,1.5,0.5,1
2012,Poland,6,1,1,4,7,6,1,0.166666666666667,1,1,0.166666666666667,0.166666666666667,1.16666666666667,1,0.166666666666667,2,0,1,1,2,3,-1,0,1,1,0.5,0.5,1,1.5,-0.5,4,1,0,3,5,3,2,0.25,0,0,0,0,1.25,0.75,0.5,,,,,,,,,,,,,,,
2013,Poland,7,2,3,2,13,9,4,0.285714285714286,2,2,0.285714285714286,0.285714285714286,1.85714285714286,1.28571428571429,0.571428571428571,4,1,2,1,6,5,1,0.25,2,2,0.5,0.5,1.5,1.25,0.25,3,1,1,1,7,4,3,0.333333333333333,0,0,0,0,2.33333333333333,1.33333333333333,1,,,,,,,,,,,,,,,
2014,Poland,10,6,1,3,23,6,17,0.6,2,2,0.2,0.2,2.3,0.6,1.7,3,2,0,1,11,0,11,0.666666666666667,1,1,0.333333333333333,0.333333333333333,3.66666666666667,0,3.66666666666667,5,2,1,2,8,6,2,0.4,1,1,0.2,0.2,1.6,1.2,0.4,2,2,0,0,4,0,4,1,0,0,0,0,2,0,2
2015,Poland,9,5,1,3,25,11,14,0.555555555555556,1,1,0.111111111111111,0.111111111111111,2.77777777777778,1.22222222222222,1.55555555555556,3,0,1,2,4,6,-2,0,0,0,0,0,1.33333333333333,2,-0.666666666666667,6,5,0,1,21,5,16,0.833333333333333,1,1,0.166666666666667,0.166666666666667,3.5,0.833333333333333,2.66666666666667,,,,,,,,,,,,,,,
2016,Poland,14,7,1,6,22,10,12,0.5,2,2,0.142857142857143,0.142857142857143,1.57142857142857,0.714285714285714,0.857142857142857,2,1,0,1,5,2,3,0.5,0,0,0,0,2.5,1,1.5,7,4,1,2,13,6,7,0.571428571428571,1,1,0.142857142857143,0.142857142857143,1.85714285714286,0.857142857142857,1,5,2,0,3,4,2,2,0.4,1,1,0.2,0.2,0.8,0.4,0.4
2017,Poland,8,5,2,1,18,10,8,0.625,3,3,0.375,0.375,2.25,1.25,1,3,2,1,0,8,6,2,0.666666666666667,1,1,0.333333333333333,0.333333333333333,2.66666666666667,2,0.666666666666667,5,3,1,1,10,4,6,0.6,2,2,0.4,0.4,2,0.8,1.2,,,,,,,,,,,,,,,
2018,Poland,13,3,6,4,16,18,-2,0.230769230769231,4,4,0.307692307692308,0.307692307692308,1.23076923076923,1.38461538461538,-0.153846153846154,2,0,0,2,2,2,0,0,0,0,0,0,1,1,0,8,2,4,2,12,11,1,0.25,3,3,0.375,0.375,1.5,1.375,0.125,3,1,2,0,2,5,-3,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.666666666666667,1.66666666666667,-1
2019,Poland,10,8,1,1,18,5,13,0.8,2,2,0.2,0.2,1.8,0.5,1.3,5,4,1,0,7,3,4,0.8,1,1,0.2,0.2,1.4,0.6,0.8,5,4,0,1,11,2,9,0.8,1,1,0.2,0.2,2.2,0.4,1.8,,,,,,,,,,,,,,,
2020,Poland,8,4,3,1,13,7,6,0.5,3,3,0.375,0.375,1.625,0.875,0.75,3,1,2,0,2,4,-2,0.333333333333333,2,2,0.666666666666667,0.666666666666667,0.666666666666667,1.33333333333333,-0.666666666666667,5,3,1,1,11,3,8,0.6,1,1,0.2,0.2,2.2,0.6,1.6,,,,,,,,,,,,,,,
2021,Poland,15,6,4,5,37,20,17,0.4,0,0,0,0,2.46666666666667,1.33333333333333,1.13333333333333,5,3,1,1,16,7,9,0.6,0,0,0,0,3.2,1.4,1.8,7,3,1,3,17,7,10,0.428571428571429,0,0,0,0,2.42857142857143,1,1.42857142857143,3,0,2,1,4,6,-2,0,0,0,0,0,1.33333333333333,2,-0.666666666666667
2022,Poland,10,4,3,3,10,13,-3,0.4,3,3,0.3,0.3,1,1.3,-0.3,4,1,1,2,5,9,-4,0.25,0,0,0,0,1.25,2.25,-1,5,3,2,0,5,4,1,0.6,2,2,0.4,0.4,1,0.8,0.2,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0
2010,Portugal,4,2,1,1,10,7,3,0.5,1,1,0.25,0.25,2.5,1.75,0.75,2,1,1,0,3,2,1,0.5,1,1,0.5,0.5,1.5,1,0.5,2,1,0,1,7,5,2,0.5,0,0,0,0,3.5,2.5,1,,,,,,,,,,,,,,,
2011,Portugal,6,4,1,1,17,7,10,0.666666666666667,1,1,0.166666666666667,0.166666666666667,2.83333333333333,1.16666666666667,1.66666666666667,3,1,1,1,5,2,3,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1.66666666666667,0.666666666666667,1,3,3,0,0,12,5,7,1,0,0,0,0,4,1.66666666666667,2.33333333333333,,,,,,,,,,,,,,,
2012,Portugal,9,5,2,2,12,7,5,0.555555555555556,3,3,0.333333333333333,0.333333333333333,1.33333333333333,0.777777777777778,0.555555555555556,5,3,2,0,6,5,1,0.6,2,2,0.4,0.4,1.2,1,0.2,4,2,0,2,6,2,4,0.5,1,1,0.25,0.25,1.5,0.5,1,,,,,,,,,,,,,,,
2013,Portugal,8,6,0,2,18,8,10,0.75,0,0,0,0,2.25,1,1.25,4,3,0,1,12,7,5,0.75,0,0,0,0,3,1.75,1.25,4,3,0,1,6,1,5,0.75,0,0,0,0,1.5,0.25,1.25,,,,,,,,,,,,,,,
2014,Portugal,10,6,3,1,18,12,6,0.6,2,2,0.2,0.2,1.8,1.2,0.6,4,3,1,0,8,3,5,0.75,0,0,0,0,2,0.75,1.25,3,2,1,0,6,2,4,0.666666666666667,1,1,0.333333333333333,0.333333333333333,2,0.666666666666667,1.33333333333333,3,1,1,1,4,7,-3,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1.33333333333333,2.33333333333333,-1
2015,Portugal,10,7,3,0,12,8,4,0.7,3,3,0.3,0.3,1.2,0.8,0.4,6,5,1,0,9,4,5,0.833333333333333,1,1,0.166666666666667,0.166666666666667,1.5,0.666666666666667,0.833333333333333,4,2,2,0,3,4,-1,0.5,2,2,0.5,0.5,0.75,1,-0.25,,,,,,,,,,,,,,,
2016,Portugal,17,10,3,4,42,11,31,0.588235294117647,4,4,0.235294117647059,0.235294117647059,2.47058823529412,0.647058823529412,1.82352941176471,3,1,2,0,6,3,3,0.333333333333333,2,2,0.666666666666667,0.666666666666667,2,1,1,8,7,1,0,28,3,25,0.875,1,1,0.125,0.125,3.5,0.375,3.125,6,2,0,4,8,5,3,0.333333333333333,1,1,0.166666666666667,0.166666666666667,1.33333333333333,0.833333333333333,0.5
2017,Portugal,15,11,1,3,35,8,27,0.733333333333333,1,1,0.0666666666666667,0.0666666666666667,2.33333333333333,0.533333333333333,1.8,3,3,0,0,6,0,6,1,0,0,0,0,2,0,2,7,5,1,1,20,5,15,0.714285714285714,0,0,0,0,2.85714285714286,0.714285714285714,2.14285714285714,5,3,0,2,9,3,6,0.6,1,1,0.2,0.2,1.8,0.6,1.2
2018,Portugal,15,6,2,7,22,17,5,0.4,3,3,0.2,0.2,1.46666666666667,1.13333333333333,0.333333333333333,4,2,0,2,6,3,3,0.5,2,2,0.5,0.5,1.5,0.75,0.75,7,3,1,3,10,8,2,0.428571428571429,1,1,0.142857142857143,0.142857142857143,1.42857142857143,1.14285714285714,0.285714285714286,4,1,1,2,6,6,0,0.25,0,0,0,0,1.5,1.5,0
2019,Portugal,8,5,1,2,22,6,16,0.625,1,1,0.125,0.125,2.75,0.75,2,4,3,1,0,12,5,7,0.75,0,0,0,0,3,1.25,1.75,4,2,0,2,10,1,9,0.5,1,1,0.25,0.25,2.5,0.25,2.25,,,,,,,,,,,,,,,
2020,Portugal,8,5,1,2,19,4,15,0.625,3,3,0.375,0.375,2.375,0.5,1.875,3,2,0,1,5,2,3,0.666666666666667,1,1,0.333333333333333,0.333333333333333,1.66666666666667,0.666666666666667,1,5,3,1,1,14,2,12,0.6,2,2,0.4,0.4,2.8,0.4,2.4,,,,,,,,,,,,,,,
2021,Portugal,16,9,3,4,34,14,20,0.5625,3,3,0.1875,0.1875,2.125,0.875,1.25,6,3,0,3,11,4,7,0.5,2,2,0.333333333333333,0.333333333333333,1.83333333333333,0.666666666666667,1.16666666666667,6,5,1,0,16,3,13,0.833333333333333,0,0,0,0,2.66666666666667,0.5,2.16666666666667,4,1,2,1,7,7,0,0.25,1,1,0.25,0.25,1.75,1.75,0
2022,Portugal,9,6,2,1,19,6,13,0.666666666666667,2,2,0.222222222222222,0.222222222222222,2.11111111111111,0.666666666666667,1.44444444444444,3,1,1,1,5,2,3,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1.66666666666667,0.666666666666667,1,5,4,1,0,11,2,9,0.8,1,1,0.2,0.2,2.2,0.4,1.8,1,1,0,0,3,2,1,1,0,0,0,0,3,2,1
2011,Qatar,7,3,1,3,12,5,7,0.428571428571429,2,2,0.285714285714286,0.285714285714286,1.71428571428571,0.714285714285714,1,3,1,1,1,4,4,0,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1.33333333333333,1.33333333333333,0,4,2,0,2,8,1,7,0.5,1,1,0.25,0.25,2,0.25,1.75,,,,,,,,,,,,,,,
2012,Qatar,6,2,2,2,5,7,-2,0.333333333333333,2,2,0.333333333333333,0.333333333333333,0.833333333333333,1.16666666666667,-0.333333333333333,3,1,0,2,3,2,1,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,0.666666666666667,0.333333333333333,3,1,2,0,2,5,-3,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.666666666666667,1.66666666666667,-1,,,,,,,,,,,,,,,
2013,Qatar,8,4,4,0,15,10,5,0.5,2,2,0.25,0.25,1.875,1.25,0.625,5,2,3,0,7,9,-2,0.4,1,1,0.2,0.2,1.4,1.8,-0.4,3,2,1,0,8,1,7,0.666666666666667,1,1,0.333333333333333,0.333333333333333,2.66666666666667,0.333333333333333,2.33333333333333,,,,,,,,,,,,,,,
2014,Qatar,9,5,1,3,17,5,12,0.555555555555556,3,3,0.333333333333333,0.333333333333333,1.88888888888889,0.555555555555556,1.33333333333333,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,8,5,1,2,17,5,12,0.625,2,2,0.25,0.25,2.125,0.625,1.5,,,,,,,,,,,,,,,
2015,Qatar,15,9,5,1,37,13,24,0.6,2,2,0.133333333333333,0.133333333333333,2.46666666666667,0.866666666666667,1.6,5,3,1,1,8,4,4,0.6,1,1,0.2,0.2,1.6,0.8,0.8,7,6,1,0,27,2,25,0.857142857142857,0,0,0,0,3.85714285714286,0.285714285714286,3.57142857142857,3,0,3,0,2,7,-5,0,1,1,0.333333333333333,0.333333333333333,0.666666666666667,2.33333333333333,-1.66666666666667
2016,Qatar,13,7,5,1,19,15,4,0.538461538461538,4,4,0.307692307692308,0.307692307692308,1.46153846153846,1.15384615384615,0.307692307692308,5,0,4,1,3,10,-7,0,3,3,0.6,0.6,0.6,2,-1.4,8,7,1,0,16,5,11,0.875,1,1,0.125,0.125,2,0.625,1.375,,,,,,,,,,,,,,,
2017,Qatar,15,4,8,3,18,22,-4,0.266666666666667,3,3,0.2,0.2,1.2,1.46666666666667,-0.266666666666667,2,0,2,0,1,4,-3,0,1,1,0.5,0.5,0.5,2,-1.5,13,4,6,3,17,18,-1,0.307692307692308,2,2,0.153846153846154,0.153846153846154,1.30769230769231,1.38461538461538,-0.0769230769230769,,,,,,,,,,,,,,,
2018,Qatar,12,7,3,2,20,14,6,0.583333333333333,2,2,0.166666666666667,0.166666666666667,1.66666666666667,1.16666666666667,0.5,3,2,1,0,4,4,0,0.666666666666667,1,1,0.333333333333333,0.333333333333333,1.33333333333333,1.33333333333333,0,9,5,2,2,16,10,6,0.555555555555556,1,1,0.111111111111111,0.111111111111111,1.77777777777778,1.11111111111111,0.666666666666667,,,,,,,,,,,,,,,
2019,Qatar,17,12,3,2,34,9,25,0.705882352941177,4,4,0.235294117647059,0.235294117647059,2,0.529411764705882,1.47058823529412,2,1,1,0,2,2,0,0.5,1,1,0.5,0.5,1,1,0,4,3,0,1,10,1,9,0.75,1,1,0.25,0.25,2.5,0.25,2.25,11,8,2,1,22,6,16,0.727272727272727,2,2,0.181818181818182,0.181818181818182,2,0.545454545454545,1.45454545454545
2020,Qatar,4,1,2,1,8,8,0,0.25,0,0,0,0,2,2,0,1,0,1,0,1,2,-1,0,0,0,0,0,1,2,-1,2,1,0,1,6,1,5,0.5,0,0,0,0,3,0.5,2.5,1,0,1,0,1,5,-4,0,0,0,0,0,1,5,-4
2021,Qatar,18,8,6,4,23,29,-6,0.444444444444444,5,5,0.277777777777778,0.277777777777778,1.27777777777778,1.61111111111111,-0.333333333333333,9,4,3,2,11,14,-3,0.444444444444444,3,3,0.333333333333333,0.333333333333333,1.22222222222222,1.55555555555556,-0.333333333333333,9,4,3,2,12,15,-3,0.444444444444444,2,2,0.222222222222222,0.222222222222222,1.33333333333333,1.66666666666667,-0.333333333333333,,,,,,,,,,,,,,,
2022,Qatar,9,3,3,3,9,12,-3,0.333333333333333,3,3,0.333333333333333,0.333333333333333,1,1.33333333333333,-0.333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Saudi Arabia,7,3,1,3,12,3,9,0.428571428571429,3,3,0.428571428571429,0.428571428571429,1.71428571428571,0.428571428571429,1.28571428571429,3,1,0,2,5,0,5,0.333333333333333,2,2,0.666666666666667,0.666666666666667,1.66666666666667,0,1.66666666666667,4,2,1,1,7,3,4,0.5,1,1,0.25,0.25,1.75,0.75,1,,,,,,,,,,,,,,,
2012,Saudi Arabia,1,0,1,0,2,4,-2,0,0,0,0,0,2,4,-2,1,0,1,0,2,4,-2,0,0,0,0,0,2,4,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Saudi Arabia,5,4,0,1,8,3,5,0.8,1,1,0.2,0.2,1.6,0.6,1,3,2,0,1,4,1,3,0.666666666666667,1,1,0.333333333333333,0.333333333333333,1.33333333333333,0.333333333333333,1,2,2,0,0,4,2,2,1,0,0,0,0,2,1,1,,,,,,,,,,,,,,,
2014,Saudi Arabia,8,2,4,2,8,15,-7,0.25,2,2,0.25,0.25,1,1.875,-0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Saudi Arabia,10,7,2,1,32,9,23,0.7,2,2,0.2,0.2,3.2,0.9,2.3,3,2,0,1,13,0,13,0.666666666666667,1,1,0.333333333333333,0.333333333333333,4.33333333333333,0,4.33333333333333,4,4,0,0,14,4,10,1,0,0,0,0,3.5,1,2.5,3,1,2,0,5,5,0,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1.66666666666667,1.66666666666667,0
2016,Saudi Arabia,8,5,1,2,16,6,10,0.625,0,0,0,0,2,0.75,1.25,3,1,1,1,4,4,0,0.333333333333333,0,0,0,0,1.33333333333333,1.33333333333333,0,5,4,0,1,12,2,10,0.8,0,0,0,0,2.4,0.4,2,,,,,,,,,,,,,,,
2017,Saudi Arabia,9,4,4,1,15,11,4,0.444444444444444,3,3,0.333333333333333,0.333333333333333,1.66666666666667,1.22222222222222,0.444444444444444,4,1,3,0,6,8,-2,0.25,1,1,0.25,0.25,1.5,2,-0.5,2,2,0,0,2,0,2,1,0,0,0,0,1,0,1,3,1,1,1,7,3,4,0.333333333333333,2,2,0.666666666666667,0.666666666666667,2.33333333333333,1,1.33333333333333
2018,Saudi Arabia,18,5,8,5,18,29,-11,0.277777777777778,6,6,0.333333333333333,0.333333333333333,1,1.61111111111111,-0.611111111111111,4,0,3,1,3,11,-8,0,1,1,0.25,0.25,0.75,2.75,-2,10,4,3,3,13,11,2,0.4,2,2,0.2,0.2,1.3,1.1,0.2,4,1,2,1,2,7,-5,0.25,3,3,0.75,0.75,0.5,1.75,-1.25
2019,Saudi Arabia,12,5,3,4,19,12,7,0.416666666666667,4,4,0.333333333333333,0.333333333333333,1.58333333333333,1,0.583333333333333,4,1,1,2,6,6,0,0.25,1,1,0.25,0.25,1.5,1.5,0,4,2,0,2,7,3,4,0.5,1,1,0.25,0.25,1.75,0.75,1,4,2,2,0,6,3,3,0.5,2,2,0.5,0.5,1.5,0.75,0.75
2020,Saudi Arabia,2,1,1,0,4,2,2,0.5,0,0,0,0,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Saudi Arabia,11,10,0,1,24,3,21,0.909090909090909,1,1,0.0909090909090909,0.0909090909090909,2.18181818181818,0.272727272727273,1.90909090909091,4,3,0,1,5,0,5,0.75,1,1,0.25,0.25,1.25,0,1.25,7,7,0,0,19,3,16,1,0,0,0,0,2.71428571428571,0.428571428571429,2.28571428571429,,,,,,,,,,,,,,,
2022,Saudi Arabia,13,4,4,5,7,8,-1,0.307692307692308,7,7,0.538461538461538,0.538461538461538,0.538461538461538,0.615384615384615,-0.0769230769230769,2,0,1,1,1,3,-2,0,1,1,0.5,0.5,0.5,1.5,-1,6,2,1,3,3,2,1,0.333333333333333,3,3,0.5,0.5,0.5,0.333333333333333,0.166666666666667,5,2,2,1,3,3,0,0.4,3,3,0.6,0.6,0.6,0.6,0
2012,Senegal,5,1,3,1,7,8,-1,0.2,0,0,0,0,1.4,1.6,-0.2,3,0,2,1,3,5,-2,0,0,0,0,0,1,1.66666666666667,-0.666666666666667,2,1,1,0,4,3,1,0.5,0,0,0,0,2,1.5,0.5,,,,,,,,,,,,,,,
2013,Senegal,6,2,1,3,7,6,1,0.333333333333333,0,0,0,0,1.16666666666667,1,0.166666666666667,3,1,1,1,4,4,0,0.333333333333333,0,0,0,0,1.33333333333333,1.33333333333333,0,3,1,0,2,3,2,1,0.333333333333333,0,0,0,0,1,0.666666666666667,0.333333333333333,,,,,,,,,,,,,,,
2014,Senegal,9,4,1,4,12,5,7,0.444444444444444,2,2,0.222222222222222,0.222222222222222,1.33333333333333,0.555555555555556,0.777777777777778,5,2,1,2,6,4,2,0.4,1,1,0.2,0.2,1.2,0.8,0.4,4,2,0,2,6,1,5,0.5,1,1,0.25,0.25,1.5,0.25,1.25,,,,,,,,,,,,,,,
2015,Senegal,13,7,4,2,21,13,8,0.538461538461538,4,4,0.307692307692308,0.307692307692308,1.61538461538462,1,0.615384615384615,8,3,3,2,9,8,1,0.375,3,3,0.375,0.375,1.125,1,0.125,5,4,1,0,12,5,7,0.8,1,1,0.2,0.2,2.4,1,1.4,,,,,,,,,,,,,,,
2016,Senegal,7,6,1,0,12,3,9,0.857142857142857,1,1,0.142857142857143,0.142857142857143,1.71428571428571,0.428571428571429,1.28571428571429,4,3,1,0,6,3,3,0.75,1,1,0.25,0.25,1.5,0.75,0.75,3,3,0,0,6,0,6,1,0,0,0,0,2,0,2,,,,,,,,,,,,,,,
2017,Senegal,14,8,0,6,22,7,15,0.571428571428571,3,3,0.214285714285714,0.214285714285714,1.57142857142857,0.5,1.07142857142857,6,4,0,2,11,3,8,0.666666666666667,0,0,0,0,1.83333333333333,0.5,1.33333333333333,7,3,0,4,9,3,6,0.428571428571429,3,3,0.428571428571429,0.428571428571429,1.28571428571429,0.428571428571429,0.857142857142857,1,1,0,0,2,1,1,1,0,0,0,0,2,1,1
2018,Senegal,12,5,2,5,15,9,6,0.416666666666667,3,3,0.25,0.25,1.25,0.75,0.5,6,3,1,2,7,4,3,0.5,1,1,0.166666666666667,0.166666666666667,1.16666666666667,0.666666666666667,0.5,3,1,0,2,4,1,3,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1.33333333333333,0.333333333333333,1,3,1,1,1,4,4,0,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1.33333333333333,1.33333333333333,0
2019,Senegal,13,10,2,1,20,5,15,0.769230769230769,2,2,0.153846153846154,0.153846153846154,1.53846153846154,0.384615384615385,1.15384615384615,2,1,0,1,5,2,3,0.5,0,0,0,0,2.5,1,1.5,4,4,0,0,7,1,6,1,0,0,0,0,1.75,0.25,1.5,7,5,2,0,8,2,6,0.714285714285714,2,2,0.285714285714286,0.285714285714286,1.14285714285714,0.285714285714286,0.857142857142857
2020,Senegal,3,2,1,0,4,3,1,0.666666666666667,0,0,0,0,1.33333333333333,1,0.333333333333333,2,1,1,0,2,3,-1,0.5,0,0,0,0,1,1.5,-0.5,1,1,0,0,2,0,2,1,0,0,0,0,2,0,2,,,,,,,,,,,,,,,
2021,Senegal,10,7,0,3,21,6,15,0.7,1,1,0.1,0.1,2.1,0.6,1.5,4,2,0,2,7,3,4,0.5,1,1,0.25,0.25,1.75,0.75,1,6,5,0,1,14,3,11,0.833333333333333,0,0,0,0,2.33333333333333,0.5,1.83333333333333,,,,,,,,,,,,,,,
2022,Senegal,15,9,2,4,20,8,12,0.6,5,5,0.333333333333333,0.333333333333333,1.33333333333333,0.533333333333333,0.8,2,1,1,0,1,1,0,0.5,1,1,0.5,0.5,0.5,0.5,0,2,2,0,0,4,1,3,1,0,0,0,0,2,0.5,1.5,11,6,1,4,15,6,9,0.545454545454545,4,4,0.363636363636364,0.363636363636364,1.36363636363636,0.545454545454545,0.818181818181818
2010,Serbia,4,1,1,1,5,7,-2,0.25,1,1,0.25,0.25,1.25,1.75,-0.5,2,1,0,0,3,3,0,0.5,1,1,0.5,0.5,1.5,1.5,0,2,0,1,1,2,4,-2,0,0,0,0,0,1,2,-1,,,,,,,,,,,,,,,
2011,Serbia,6,3,1,2,8,5,3,0.5,1,1,0.166666666666667,0.166666666666667,1.33333333333333,0.833333333333333,0.5,3,1,1,1,2,2,0,0.333333333333333,1,1,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0,3,2,0,1,6,3,3,0.666666666666667,0,0,0,0,2,1,1,,,,,,,,,,,,,,,
