year,team,all_matches,all_matches_win,all_matches_lost,all_matches_drawn,all_GF,all_GA,all_Gdiff,all_efectividad,all_fail_GF,all_fail_GA,all_nrm_fail_GF,all_nrm_fail_GA,all_nrm_GF,all_nrm_GA,all_nrm_Gdiff,Away_matches,Away_matches_win,Away_matches_lost,Away_matches_drawn,Away_GF,Away_GA,Away_Gdiff,Away_efectividad,Away_fail_GF,Away_fail_GA,Away_nrm_fail_GF,Away_nrm_fail_GA,Away_nrm_GF,Away_nrm_GA,Away_nrm_Gdiff,Home_matches,Home_matches_win,Home_matches_lost,Home_matches_drawn,Home_GF,Home_GA,Home_Gdiff,Home_efectividad,Home_fail_GF,Home_fail_GA,Home_nrm_fail_GF,Home_nrm_fail_GA,Home_nrm_GF,Home_nrm_GA,Home_nrm_Gdiff,Neutral_matches,Neutral_matches_win,Neutral_matches_lost,Neutral_matches_drawn,Neutral_GF,Neutral_GA,Neutral_Gdiff,Neutral_efectividad,Neutral_fail_GF,Neutral_fail_GA,Neutral_nrm_fail_GF,Neutral_nrm_fail_GA,Neutral_nrm_GF,Neutral_nrm_GA,Neutral_nrm_Gdiff
2012,Costa Rica,6,3,2,1,14,5,9,0.5,2,2,0.333333333333333,0.333333333333333,2.33333333333333,0.833333333333333,1.5,3,2,1,0,5,1,4,0.666666666666667,1,1,0.333333333333333,0.333333333333333,1.66666666666667,0.333333333333333,1.33333333333333,3,1,1,1,9,4,5,0.333333333333333,1,1,0.333333333333333,0.333333333333333,3,1.33333333333333,1.66666666666667,,,,,,,,,,,,,,,
2013,Costa Rica,10,5,2,3,13,7,6,0.5,3,3,0.3,0.3,1.3,0.7,0.6,5,0,2,3,3,5,-2,0,3,3,0.6,0.6,0.6,1,-0.4,5,5,0,0,10,2,8,1,0,0,0,0,2,0.4,1.6,,,,,,,,,,,,,,,
2014,Costa Rica,13,5,3,5,19,19,0,0.384615384615385,4,4,0.307692307692308,0.307692307692308,1.46153846153846,1.46153846153846,0,5,2,2,1,11,14,-3,0.4,1,1,0.2,0.2,2.2,2.8,-0.6,2,1,0,1,3,2,1,0.5,0,0,0,0,1.5,1,0.5,6,2,1,3,5,3,2,0.333333333333333,3,3,0.5,0.5,0.833333333333333,0.5,0.333333333333333
2015,Costa Rica,16,5,6,5,13,14,-1,0.3125,6,6,0.375,0.375,0.8125,0.875,-0.0625,8,2,4,2,7,9,-2,0.25,3,3,0.375,0.375,0.875,1.125,-0.25,7,3,1,3,6,4,2,0.428571428571429,2,2,0.285714285714286,0.285714285714286,0.857142857142857,0.571428571428571,0.285714285714286,1,0,1,0,0,1,-1,0,1,1,1,1,0,1,-1
2016,Costa Rica,12,8,2,2,23,13,10,0.666666666666667,3,3,0.25,0.25,1.91666666666667,1.08333333333333,0.833333333333333,7,4,2,1,11,11,0,0.571428571428571,2,2,0.285714285714286,0.285714285714286,1.57142857142857,1.57142857142857,0,5,4,0,1,12,2,10,0.8,1,1,0.2,0.2,2.4,0.4,2,,,,,,,,,,,,,,,
2017,Costa Rica,15,5,5,5,14,17,-3,0.333333333333333,5,5,0.333333333333333,0.333333333333333,0.933333333333333,1.13333333333333,-0.2,7,2,4,1,5,11,-6,0.285714285714286,3,3,0.428571428571429,0.428571428571429,0.714285714285714,1.57142857142857,-0.857142857142857,8,3,1,4,9,6,3,0.375,2,2,0.25,0.25,1.125,0.75,0.375,,,,,,,,,,,,,,,
2018,Costa Rica,14,4,9,1,16,27,-11,0.285714285714286,6,6,0.428571428571429,0.428571428571429,1.14285714285714,1.92857142857143,-0.785714285714286,10,3,7,0,11,22,-11,0.3,4,4,0.4,0.4,1.1,2.2,-1.1,1,1,0,0,3,0,3,1,0,0,0,0,3,0,3,3,0,2,1,2,5,-3,0,2,2,0.666666666666667,0.666666666666667,0.666666666666667,1.66666666666667,-1
2019,Costa Rica,9,3,5,1,10,10,0,0.333333333333333,3,3,0.333333333333333,0.333333333333333,1.11111111111111,1.11111111111111,0,5,0,4,1,2,7,-5,0,3,3,0.6,0.6,0.4,1.4,-1,4,3,1,0,8,3,5,0.75,0,0,0,0,2,0.75,1.25,,,,,,,,,,,,,,,
2020,Costa Rica,4,0,3,1,1,4,-3,0,3,3,0.75,0.75,0.25,1,-0.75,2,0,1,1,1,2,-1,0,1,1,0.5,0.5,0.5,1,-0.5,2,0,2,0,0,2,-2,0,2,2,1,1,0,1,-1,,,,,,,,,,,,,,,
2021,Costa Rica,16,5,6,5,12,16,-4,0.3125,9,9,0.5625,0.5625,0.75,1,-0.25,8,1,3,4,3,8,-5,0.125,6,6,0.75,0.75,0.375,1,-0.625,7,4,2,1,9,7,2,0.571428571428571,2,2,0.285714285714286,0.285714285714286,1.28571428571429,1,0.285714285714286,1,0,1,0,0,1,-1,0,1,1,1,1,0,1,-1
2022,Costa Rica,11,8,1,2,14,11,3,0.727272727272727,2,2,0.181818181818182,0.181818181818182,1.27272727272727,1,0.272727272727273,4,2,0,2,5,3,2,0.5,1,1,0.25,0.25,1.25,0.75,0.5,4,4,0,0,6,0,6,1,0,0,0,0,1.5,0,1.5,3,2,1,0,3,8,-5,0.666666666666667,1,1,0.333333333333333,0.333333333333333,1,2.66666666666667,-1.66666666666667
2010,Croatia,4,3,0,1,8,1,7,0.75,1,1,0.25,0.25,2,0.25,1.75,2,2,0,0,5,1,4,1,0,0,0,0,2.5,0.5,2,2,1,0,1,3,0,3,0.5,1,1,0.5,0.5,1.5,0,1.5,,,,,,,,,,,,,,,
2011,Croatia,8,5,2,1,13,6,7,0.625,3,3,0.375,0.375,1.625,0.75,0.875,4,2,2,0,6,4,2,0.5,2,2,0.5,0.5,1.5,1,0.5,4,3,0,1,7,2,5,0.75,1,1,0.25,0.25,1.75,0.5,1.25,,,,,,,,,,,,,,,
2012,Croatia,7,4,1,2,10,5,5,0.571428571428571,1,1,0.142857142857143,0.142857142857143,1.42857142857143,0.714285714285714,0.714285714285714,4,2,0,2,7,4,3,0.5,0,0,0,0,1.75,1,0.75,3,2,1,0,3,1,2,0.666666666666667,1,1,0.333333333333333,0.333333333333333,1,0.333333333333333,0.666666666666667,,,,,,,,,,,,,,,
2013,Croatia,8,3,3,2,8,7,1,0.375,3,3,0.375,0.375,1,0.875,0.125,4,1,1,2,3,4,-1,0.25,2,2,0.5,0.5,0.75,1,-0.25,4,2,2,0,5,3,2,0.5,1,1,0.25,0.25,1.25,0.75,0.5,,,,,,,,,,,,,,,
2014,Croatia,12,7,3,2,24,12,12,0.583333333333333,0,0,0,0,2,1,1,4,1,1,2,5,5,0,0.25,0,0,0,0,1.25,1.25,0,5,5,0,0,13,1,12,1,0,0,0,0,2.6,0.2,2.4,3,1,2,0,6,6,0,0.333333333333333,0,0,0,0,2,2,0
2015,Croatia,8,5,1,2,17,5,12,0.625,2,2,0.25,0.25,2.125,0.625,1.5,4,2,1,1,4,3,1,0.5,2,2,0.5,0.5,1,0.75,0.25,4,3,0,1,13,2,11,0.75,0,0,0,0,3.25,0.5,2.75,,,,,,,,,,,,,,,
2016,Croatia,13,9,1,3,32,6,26,0.692307692307692,1,1,0.0769230769230769,0.0769230769230769,2.46153846153846,0.461538461538462,2,4,3,0,1,11,1,10,0.75,0,0,0,0,2.75,0.25,2.5,5,4,0,1,16,1,15,0.8,0,0,0,0,3.2,0.2,3,4,2,1,1,5,4,1,0.5,1,1,0.25,0.25,1.25,1,0.25
2017,Croatia,10,5,3,2,11,8,3,0.5,4,4,0.4,0.4,1.1,0.8,0.3,6,2,3,1,4,6,-2,0.333333333333333,4,4,0.666666666666667,0.666666666666667,0.666666666666667,1,-0.333333333333333,4,3,0,1,7,2,5,0.75,0,0,0,0,1.75,0.5,1.25,,,,,,,,,,,,,,,
2018,Croatia,17,8,5,4,24,26,-2,0.470588235294118,4,4,0.235294117647059,0.235294117647059,1.41176470588235,1.52941176470588,-0.117647058823529,6,1,4,1,3,13,-10,0.166666666666667,3,3,0.5,0.5,0.5,2.16666666666667,-1.66666666666667,4,3,0,1,7,4,3,0.75,1,1,0.25,0.25,1.75,1,0.75,7,4,1,2,14,9,5,0.571428571428571,0,0,0,0,2,1.28571428571429,0.714285714285714
2019,Croatia,10,6,2,2,20,10,10,0.6,0,0,0,0,2,1,1,4,1,1,2,7,4,3,0.25,0,0,0,0,1.75,1,0.75,6,5,1,0,13,6,7,0.833333333333333,0,0,0,0,2.16666666666667,1,1.16666666666667,,,,,,,,,,,,,,,
2020,Croatia,8,2,5,1,14,20,-6,0.25,0,0,0,0,1.75,2.5,-0.75,5,1,3,1,9,14,-5,0.2,0,0,0,0,1.8,2.8,-1,3,1,2,0,5,6,-1,0.333333333333333,0,0,0,0,1.66666666666667,2,-0.333333333333333,,,,,,,,,,,,,,,
2021,Croatia,16,8,4,4,29,14,15,0.5,4,4,0.25,0.25,1.8125,0.875,0.9375,6,3,2,1,11,3,8,0.5,3,3,0.5,0.5,1.83333333333333,0.5,1.33333333333333,6,4,0,2,11,3,8,0.666666666666667,0,0,0,0,1.83333333333333,0.5,1.33333333333333,4,1,2,1,7,8,-1,0.25,1,1,0.25,0.25,1.75,2,-0.25
2022,Croatia,9,5,1,3,11,8,3,0.555555555555556,2,2,0.222222222222222,0.222222222222222,1.22222222222222,0.888888888888889,0.333333333333333,3,3,0,0,5,1,4,1,0,0,0,0,1.66666666666667,0.333333333333333,1.33333333333333,5,2,1,2,6,7,-1,0.4,1,1,0.2,0.2,1.2,1.4,-0.2,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0
2010,Denmark,3,2,1,0,4,3,1,0.666666666666667,0,0,0,0,1.33333333333333,1,0.333333333333333,1,0,1,0,1,3,-2,0,0,0,0,0,1,3,-2,2,2,0,0,3,0,3,1,0,0,0,0,1.5,0,1.5,,,,,,,,,,,,,,,
2011,Denmark,5,4,0,1,11,3,8,0.8,0,0,0,0,2.2,0.6,1.6,3,2,0,1,7,2,5,0.666666666666667,0,0,0,0,2.33333333333333,0.666666666666667,1.66666666666667,2,2,0,0,4,1,3,1,0,0,0,0,2,0.5,1.5,,,,,,,,,,,,,,,
2012,Denmark,6,1,3,2,6,9,-3,0.166666666666667,1,1,0.166666666666667,0.166666666666667,1,1.5,-0.5,3,1,1,1,3,4,-1,0.333333333333333,0,0,0,0,1,1.33333333333333,-0.333333333333333,3,0,2,1,3,5,-2,0,1,1,0.333333333333333,0.333333333333333,1,1.66666666666667,-0.666666666666667,,,,,,,,,,,,,,,
2013,Denmark,7,4,1,2,15,8,7,0.571428571428571,1,1,0.142857142857143,0.142857142857143,2.14285714285714,1.14285714285714,1,3,3,0,0,6,1,5,1,0,0,0,0,2,0.333333333333333,1.66666666666667,4,1,1,2,9,7,2,0.25,1,1,0.25,0.25,2.25,1.75,0.5,,,,,,,,,,,,,,,
2014,Denmark,9,3,4,2,10,11,-1,0.333333333333333,3,3,0.333333333333333,0.333333333333333,1.11111111111111,1.22222222222222,-0.111111111111111,5,1,2,2,6,7,-1,0.2,2,2,0.4,0.4,1.2,1.4,-0.2,4,2,2,0,4,4,0,0.5,1,1,0.25,0.25,1,1,0,,,,,,,,,,,,,,,
2015,Denmark,10,3,4,3,11,12,-1,0.3,4,4,0.4,0.4,1.1,1.2,-0.1,4,0,3,1,1,5,-4,0,3,3,0.75,0.75,0.25,1.25,-1,6,3,1,2,10,7,3,0.5,1,1,0.166666666666667,0.166666666666667,1.66666666666667,1.16666666666667,0.5,,,,,,,,,,,,,,,
2016,Denmark,8,4,3,1,15,8,7,0.5,2,2,0.25,0.25,1.875,1,0.875,3,0,2,1,3,5,-2,0,1,1,0.333333333333333,0.333333333333333,1,1.66666666666667,-0.666666666666667,5,4,1,0,12,3,9,0.8,1,1,0.2,0.2,2.4,0.6,1.8,,,,,,,,,,,,,,,
2017,Denmark,9,5,0,4,19,5,14,0.555555555555556,2,2,0.222222222222222,0.222222222222222,2.11111111111111,0.555555555555556,1.55555555555556,5,4,0,1,13,3,10,0.8,1,1,0.2,0.2,2.6,0.6,2,4,1,0,3,6,2,4,0.25,1,1,0.25,0.25,1.5,0.5,1,,,,,,,,,,,,,,,
2018,Denmark,14,6,1,7,12,6,6,0.428571428571429,6,6,0.428571428571429,0.428571428571429,0.857142857142857,0.428571428571429,0.428571428571429,4,1,1,2,2,4,-2,0.25,3,3,0.75,0.75,0.5,1,-0.5,6,4,0,2,7,0,7,0.666666666666667,2,2,0.333333333333333,0.333333333333333,1.16666666666667,0,1.16666666666667,4,1,0,3,3,2,1,0.25,1,1,0.25,0.25,0.75,0.5,0.25
2019,Denmark,10,5,0,5,29,8,21,0.5,1,1,0.1,0.1,2.9,0.8,2.1,5,1,0,4,12,6,6,0.2,1,1,0.2,0.2,2.4,1.2,1.2,5,4,0,1,17,2,15,0.8,0,0,0,0,3.4,0.4,3,,,,,,,,,,,,,,,
2020,Denmark,8,5,2,1,14,7,7,0.625,2,2,0.25,0.25,1.75,0.875,0.875,3,2,1,0,6,4,2,0.666666666666667,0,0,0,0,2,1.33333333333333,0.666666666666667,5,3,1,1,8,3,5,0.6,2,2,0.4,0.4,1.6,0.6,1,,,,,,,,,,,,,,,
2021,Denmark,18,13,4,1,45,11,34,0.722222222222222,2,2,0.111111111111111,0.111111111111111,2.5,0.611111111111111,1.88888888888889,8,5,2,1,15,6,9,0.625,1,1,0.125,0.125,1.875,0.75,1.125,6,6,0,0,21,1,20,1,0,0,0,0,3.5,0.166666666666667,3.33333333333333,4,2,2,0,9,4,5,0.5,1,1,0.25,0.25,2.25,1,1.25
2022,Denmark,9,5,3,1,14,9,5,0.555555555555556,2,2,0.222222222222222,0.222222222222222,1.55555555555556,1,0.555555555555556,4,2,2,0,7,8,-1,0.5,0,0,0,0,1.75,2,-0.25,4,3,1,0,7,1,6,0.75,1,1,0.25,0.25,1.75,0.25,1.5,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0
2011,Ecuador,3,2,1,0,5,2,3,0.666666666666667,0,0,0,0,1.66666666666667,0.666666666666667,1,1,0,1,0,1,2,-1,0,0,0,0,0,1,2,-1,2,2,0,0,4,0,4,1,0,0,0,0,2,0,2,,,,,,,,,,,,,,,
2012,Ecuador,6,3,1,2,7,7,0,0.5,1,1,0.166666666666667,0.166666666666667,1.16666666666667,1.16666666666667,0,3,0,1,2,2,6,-4,0,1,1,0.333333333333333,0.333333333333333,0.666666666666667,2,-1.33333333333333,3,3,0,0,5,1,4,1,0,0,0,0,1.66666666666667,0.333333333333333,1.33333333333333,,,,,,,,,,,,,,,
2013,Ecuador,7,2,3,2,8,7,1,0.285714285714286,2,2,0.285714285714286,0.285714285714286,1.14285714285714,1,0.142857142857143,4,0,3,1,2,5,-3,0,2,2,0.5,0.5,0.5,1.25,-0.75,3,2,0,1,6,2,4,0.666666666666667,0,0,0,0,2,0.666666666666667,1.33333333333333,,,,,,,,,,,,,,,
2014,Ecuador,11,4,3,4,21,15,6,0.363636363636364,2,2,0.181818181818182,0.181818181818182,1.90909090909091,1.36363636363636,0.545454545454545,6,2,2,2,12,7,5,0.333333333333333,1,1,0.166666666666667,0.166666666666667,2,1.16666666666667,0.833333333333333,,,,,,,,,,,,,,,,5,2,1,2,9,8,1,0.4,1,1,0.2,0.2,1.8,1.6,0.2
2015,Ecuador,12,7,4,1,21,12,9,0.583333333333333,2,2,0.166666666666667,0.166666666666667,1.75,1,0.75,5,2,2,1,7,5,2,0.4,1,1,0.2,0.2,1.4,1,0.4,4,4,0,0,10,1,9,1,0,0,0,0,2.5,0.25,2.25,3,1,2,0,4,6,-2,0.333333333333333,1,1,0.333333333333333,0.333333333333333,1.33333333333333,2,-0.666666666666667
2016,Ecuador,13,3,6,4,20,19,1,0.230769230769231,3,3,0.230769230769231,0.230769230769231,1.53846153846154,1.46153846153846,0.0769230769230769,7,0,5,2,6,12,-6,0,2,2,0.285714285714286,0.285714285714286,0.857142857142857,1.71428571428571,-0.857142857142857,6,3,1,2,14,7,7,0.5,1,1,0.166666666666667,0.166666666666667,2.33333333333333,1.16666666666667,1.16666666666667,,,,,,,,,,,,,,,
2017,Ecuador,8,1,6,1,8,14,-6,0.125,2,2,0.25,0.25,1,1.75,-0.75,3,0,3,0,2,6,-4,0,1,1,0.333333333333333,0.333333333333333,0.666666666666667,2,-1.33333333333333,4,0,3,1,3,8,-5,0,1,1,0.25,0.25,0.75,2,-1.25,1,1,0,0,3,0,3,1,0,0,0,0,3,0,3
2018,Ecuador,6,4,1,1,11,5,6,0.666666666666667,1,1,0.166666666666667,0.166666666666667,1.83333333333333,0.833333333333333,1,4,2,1,1,7,5,2,0.5,1,1,0.25,0.25,1.75,1.25,0.5,2,2,0,0,4,0,4,1,0,0,0,0,2,0,2,,,,,,,,,,,,,,,
2019,Ecuador,12,3,6,3,13,19,-6,0.25,4,4,0.333333333333333,0.333333333333333,1.08333333333333,1.58333333333333,-0.5,5,0,3,2,4,11,-7,0,2,2,0.4,0.4,0.8,2.2,-1.4,2,2,0,0,6,0,6,1,0,0,0,0,3,0,3,5,1,3,1,3,8,-5,0.2,2,2,0.4,0.4,0.6,1.6,-1
2020,Ecuador,4,3,1,0,13,6,7,0.75,1,1,0.25,0.25,3.25,1.5,1.75,2,1,1,0,3,3,0,0.5,1,1,0.5,0.5,1.5,1.5,0,2,2,0,0,10,3,7,1,0,0,0,0,5,1.5,3.5,,,,,,,,,,,,,,,
2021,Ecuador,18,6,6,6,21,20,1,0.333333333333333,6,6,0.333333333333333,0.333333333333333,1.16666666666667,1.11111111111111,0.0555555555555556,7,2,3,2,7,8,-1,0.285714285714286,3,3,0.428571428571429,0.428571428571429,1,1.14285714285714,-0.142857142857143,6,4,1,1,9,3,6,0.666666666666667,1,1,0.166666666666667,0.166666666666667,1.5,0.5,1,5,0,2,3,5,9,-4,0,2,2,0.4,0.4,1,1.8,-0.8
2022,Ecuador,12,3,1,8,9,7,2,0.25,4,4,0.333333333333333,0.333333333333333,0.75,0.583333333333333,0.166666666666667,2,0,1,1,2,4,-2,0,0,0,0,0,1,2,-1,2,0,0,2,2,2,0,0,0,0,0,0,1,1,0,8,3,0,5,5,1,4,0.375,4,4,0.5,0.5,0.625,0.125,0.5
2010,England,3,2,0,1,7,1,6,0.666666666666667,1,1,0.333333333333333,0.333333333333333,2.33333333333333,0.333333333333333,2,1,1,0,0,3,1,2,1,0,0,0,0,3,1,2,2,1,0,1,4,0,4,0.5,1,1,0.5,0.5,2,0,2,,,,,,,,,,,,,,,
2011,England,5,3,0,2,10,4,6,0.6,0,0,0,0,2,0.8,1.2,3,2,0,1,7,2,5,0.666666666666667,0,0,0,0,2.33333333333333,0.666666666666667,1.66666666666667,2,1,0,1,3,2,1,0.5,0,0,0,0,1.5,1,0.5,,,,,,,,,,,,,,,
2012,England,8,4,0,4,17,5,12,0.5,1,1,0.125,0.125,2.125,0.625,1.5,4,2,0,2,10,4,6,0.5,0,0,0,0,2.5,1,1.5,4,2,0,2,7,1,6,0.5,1,1,0.25,0.25,1.75,0.25,1.5,,,,,,,,,,,,,,,
2013,England,6,4,0,2,19,2,17,0.666666666666667,1,1,0.166666666666667,0.166666666666667,3.16666666666667,0.333333333333333,2.83333333333333,3,1,0,2,9,1,8,0.333333333333333,1,1,0.333333333333333,0.333333333333333,3,0.333333333333333,2.66666666666667,3,3,0,0,10,1,9,1,0,0,0,0,3.33333333333333,0.333333333333333,3,,,,,,,,,,,,,,,
2014,England,13,8,2,3,23,8,15,0.615384615384615,2,2,0.153846153846154,0.153846153846154,1.76923076923077,0.615384615384615,1.15384615384615,3,3,0,0,6,1,5,1,0,0,0,0,2,0.333333333333333,1.66666666666667,5,5,0,0,13,1,12,1,0,0,0,0,2.6,0.2,2.4,5,0,2,3,4,6,-2,0,2,2,0.4,0.4,0.8,1.2,-0.4
2015,England,10,7,1,2,23,5,18,0.7,2,2,0.2,0.2,2.3,0.5,1.8,6,3,1,2,13,5,8,0.5,2,2,0.333333333333333,0.333333333333333,2.16666666666667,0.833333333333333,1.33333333333333,4,4,0,0,10,0,10,1,0,0,0,0,2.5,0,2.5,,,,,,,,,,,,,,,
2016,England,14,8,2,4,21,12,9,0.571428571428571,2,2,0.142857142857143,0.142857142857143,1.5,0.857142857142857,0.642857142857143,3,2,0,1,4,2,2,0.666666666666667,1,1,0.333333333333333,0.333333333333333,1.33333333333333,0.666666666666667,0.666666666666667,7,5,1,1,13,6,7,0.714285714285714,0,0,0,0,1.85714285714286,0.857142857142857,1,4,1,1,2,4,4,0,0.25,1,1,0.25,0.25,1,1,0
2017,England,10,5,2,3,14,7,7,0.5,3,3,0.3,0.3,1.4,0.7,0.7,5,2,2,1,9,6,3,0.4,1,1,0.2,0.2,1.8,1.2,0.6,5,3,0,2,5,1,4,0.6,2,2,0.4,0.4,1,0.2,0.8,,,,,,,,,,,,,,,
2018,England,17,10,4,3,28,15,13,0.588235294117647,3,3,0.176470588235294,0.176470588235294,1.64705882352941,0.882352941176471,0.764705882352941,3,2,0,1,4,2,2,0.666666666666667,1,1,0.333333333333333,0.333333333333333,1.33333333333333,0.666666666666667,0.666666666666667,7,5,1,1,12,5,7,0.714285714285714,0,0,0,0,1.71428571428571,0.714285714285714,1,7,3,3,1,12,8,4,0.428571428571429,2,2,0.285714285714286,0.285714285714286,1.71428571428571,1.14285714285714,0.571428571428571
2019,England,8,7,1,0,37,6,31,0.875,0,0,0,0,4.625,0.75,3.875,4,3,1,0,16,3,13,0.75,0,0,0,0,4,0.75,3.25,4,4,0,0,21,3,18,1,0,0,0,0,5.25,0.75,4.5,,,,,,,,,,,,,,,
2020,England,8,5,2,1,13,4,9,0.625,3,3,0.375,0.375,1.625,0.5,1.125,3,1,1,1,1,2,-1,0.333333333333333,2,2,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,-0.333333333333333,5,4,1,0,12,2,10,0.8,1,1,0.2,0.2,2.4,0.4,2,,,,,,,,,,,,,,,
2021,England,19,15,0,4,52,5,47,0.789473684210526,1,1,0.0526315789473684,0.0526315789473684,2.73684210526316,0.263157894736842,2.47368421052632,6,5,0,1,26,1,25,0.833333333333333,0,0,0,0,4.33333333333333,0.166666666666667,4.16666666666667,8,7,0,1,21,3,18,0.875,0,0,0,0,2.625,0.375,2.25,5,3,0,2,5,1,4,0.6,1,1,0.2,0.2,1,0.2,0.8
2022,England,10,3,3,4,15,13,2,0.3,5,5,0.5,0.5,1.5,1.3,0.2,3,0,2,1,1,3,-2,0,2,2,0.666666666666667,0.666666666666667,0.333333333333333,1,-0.666666666666667,5,2,1,2,8,8,0,0.4,2,2,0.4,0.4,1.6,1.6,0,2,1,0,1,6,2,4,0.5,1,1,0.5,0.5,3,1,2
2010,France,4,3,1,0,6,1,5,0.75,1,1,0.25,0.25,1.5,0.25,1.25,1,1,0,0,2,0,2,1,0,0,0,0,2,0,2,3,2,1,0,4,1,3,0.666666666666667,1,1,0.333333333333333,0.333333333333333,1.33333333333333,0.333333333333333,1,,,,,,,,,,,,,,,
2011,France,6,3,0,3,9,3,6,0.5,1,1,0.166666666666667,0.166666666666667,1.5,0.5,1,4,2,0,2,5,2,3,0.5,1,1,0.25,0.25,1.25,0.5,0.75,2,1,0,1,4,1,3,0.5,0,0,0,0,2,0.5,1.5,,,,,,,,,,,,,,,
2012,France,7,3,2,2,8,7,1,0.428571428571429,2,2,0.285714285714286,0.285714285714286,1.14285714285714,1,0.142857142857143,5,2,2,1,4,5,-1,0.4,2,2,0.4,0.4,0.8,1,-0.2,2,1,0,1,4,2,2,0.5,0,0,0,0,2,1,1,,,,,,,,,,,,,,,
2013,France,7,4,2,1,13,6,7,0.571428571428571,3,3,0.428571428571429,0.428571428571429,1.85714285714286,0.857142857142857,1,3,1,1,1,4,4,0,0.333333333333333,2,2,0.666666666666667,0.666666666666667,1.33333333333333,1.33333333333333,0,4,3,1,0,9,2,7,0.75,1,1,0.25,0.25,2.25,0.5,1.75,,,,,,,,,,,,,,,
2014,France,15,10,1,4,34,7,27,0.666666666666667,2,2,0.133333333333333,0.133333333333333,2.26666666666667,0.466666666666667,1.8,2,1,0,1,4,1,3,0.5,0,0,0,0,2,0.5,1.5,7,5,0,2,12,3,9,0.714285714285714,0,0,0,0,1.71428571428571,0.428571428571429,1.28571428571429,6,4,1,1,18,3,15,0.666666666666667,2,2,0.333333333333333,0.333333333333333,3,0.5,2.5
2015,France,10,6,4,0,17,12,5,0.6,2,2,0.2,0.2,1.7,1.2,0.5,4,2,2,0,3,4,-1,0.5,2,2,0.5,0.5,0.75,1,-0.25,6,4,2,0,14,8,6,0.666666666666667,0,0,0,0,2.33333333333333,1.33333333333333,1,,,,,,,,,,,,,,,
2016,France,17,13,1,3,36,14,22,0.764705882352941,4,4,0.235294117647059,0.235294117647059,2.11764705882353,0.823529411764706,1.29411764705882,7,4,1,2,9,4,5,0.571428571428571,3,3,0.428571428571429,0.428571428571429,1.28571428571429,0.571428571428571,0.714285714285714,10,9,0,1,27,10,17,0.9,1,1,0.1,0.1,2.7,1,1.7,,,,,,,,,,,,,,,
2017,France,11,7,2,2,23,10,13,0.636363636363636,2,2,0.181818181818182,0.181818181818182,2.09090909090909,0.909090909090909,1.18181818181818,4,2,1,1,7,5,2,0.5,0,0,0,0,1.75,1.25,0.5,7,5,1,1,16,5,11,0.714285714285714,2,2,0.285714285714286,0.285714285714286,2.28571428571429,0.714285714285714,1.57142857142857,,,,,,,,,,,,,,,
2018,France,18,12,2,4,32,18,14,0.666666666666667,3,3,0.166666666666667,0.166666666666667,1.77777777777778,1,0.777777777777778,3,1,1,1,3,3,0,0.333333333333333,2,2,0.666666666666667,0.666666666666667,1,1,0,8,5,1,2,15,9,6,0.625,0,0,0,0,1.875,1.125,0.75,7,6,0,1,14,6,8,0.857142857142857,1,1,0.142857142857143,0.142857142857143,2,0.857142857142857,1.14285714285714
2019,France,11,9,1,1,27,6,21,0.818181818181818,1,1,0.0909090909090909,0.0909090909090909,2.45454545454545,0.545454545454545,1.90909090909091,5,4,1,0,11,3,8,0.8,1,1,0.2,0.2,2.2,0.6,1.6,6,5,0,1,16,3,13,0.833333333333333,0,0,0,0,2.66666666666667,0.5,2.16666666666667,,,,,,,,,,,,,,,
2020,France,8,6,1,1,19,8,11,0.75,2,2,0.25,0.25,2.375,1,1.375,3,3,0,0,4,1,3,1,0,0,0,0,1.33333333333333,0.333333333333333,1,5,3,1,1,15,7,8,0.6,2,2,0.4,0.4,3,1.4,1.6,,,,,,,,,,,,,,,
2021,France,16,10,0,6,36,12,24,0.625,0,0,0,0,2.25,0.75,1.5,4,3,0,1,6,1,5,0.75,0,0,0,0,1.5,0.25,1.25,6,4,0,2,18,2,16,0.666666666666667,0,0,0,0,3,0.333333333333333,2.66666666666667,6,3,0,3,12,9,3,0.5,0,0,0,0,2,1.5,0.5
2022,France,9,4,3,2,16,9,7,0.444444444444444,2,2,0.222222222222222,0.222222222222222,1.77777777777778,1,0.777777777777778,3,0,1,2,2,4,-2,0,1,1,0.333333333333333,0.333333333333333,0.666666666666667,1.33333333333333,-0.666666666666667,5,3,2,0,10,4,6,0.6,1,1,0.2,0.2,2,0.8,1.2,1,1,0,0,4,1,3,1,0,0,0,0,4,1,3
2010,Germany,4,4,0,0,13,1,12,1,0,0,0,0,3.25,0.25,3,2,2,0,0,4,0,4,1,0,0,0,0,2,0,2,2,2,0,0,9,1,8,1,0,0,0,0,4.5,0.5,4,,,,,,,,,,,,,,,
2011,Germany,6,6,0,0,21,6,15,1,0,0,0,0,3.5,1,2.5,3,3,0,0,8,3,5,1,0,0,0,0,2.66666666666667,1,1.66666666666667,3,3,0,0,13,3,10,1,0,0,0,0,4.33333333333333,1,3.33333333333333,,,,,,,,,,,,,,,
