date,team,rating,as_of
2018-06-05,Luxembourg,1344,2022-11-23
2018-05-31,Luxembourg,1332,2022-11-23
2018-03-27,Luxembourg,1325,2022-11-23
2018-03-22,Luxembourg,1331,2022-11-23
2017-11-09,Luxembourg,1321,2022-11-23
2017-10-10,Luxembourg,1306,2022-11-23
2017-10-07,Luxembourg,1295,2022-11-23
2017-09-03,Luxembourg,1298,2022-11-23
2017-08-31,Luxembourg,1278,2022-11-23
2017-06-09,Luxembourg,1246,2022-11-23
2017-06-04,Luxembourg,1247,2022-11-23
2017-03-28,Luxembourg,1231,2022-11-23
2017-03-25,Luxembourg,1242,2022-11-23
2018-09-06,Macao,676,2022-11-23
2018-09-04,Macao,690,2022-11-23
2018-09-02,Macao,645,2022-11-23
2018-08-29,Macao,671,2022-11-23
2018-03-27,Macao,674,2022-11-23
2018-03-22,Macao,676,2022-11-23
2017-11-14,Macao,679,2022-11-23
2017-10-11,Macao,682,2022-11-23
2017-10-02,Macao,684,2022-11-23
2017-09-05,Macao,667,2022-11-23
2017-06-13,Macao,673,2022-11-23
2017-03-28,Macao,686,2022-11-23
2018-11-19,Macedonia,1519,2022-11-23
2018-11-16,Macedonia,1515,2022-11-23
2018-10-16,Macedonia,1504,2022-11-23
2018-10-13,Macedonia,1546,2022-11-23
2018-09-09,Macedonia,1542,2022-11-23
2018-09-06,Macedonia,1525,2022-11-23
2018-03-27,Macedonia,1517,2022-11-23
2018-03-23,Macedonia,1521,2022-11-23
2017-11-11,Macedonia,1519,2022-11-23
2017-10-09,Macedonia,1504,2022-11-23
2017-10-06,Macedonia,1499,2022-11-23
2017-09-05,Macedonia,1480,2022-11-23
2017-09-02,Macedonia,1479,2022-11-23
2017-06-11,Macedonia,1448,2022-11-23
2017-06-05,Macedonia,1451,2022-11-23
2017-03-28,Macedonia,1445,2022-11-23
2017-03-24,Macedonia,1425,2022-11-23
2022-09-27,Madagascar,1303,2022-11-23
2022-09-24,Madagascar,1283,2022-11-23
2022-09-21,Madagascar,1282,2022-11-23
2022-07-15,Madagascar,1283,2022-11-23
2022-07-12,Madagascar,1288,2022-11-23
2022-06-05,Madagascar,1316,2022-11-23
2022-06-01,Madagascar,1317,2022-11-23
2021-11-14,Madagascar,1327,2022-11-23
2021-11-11,Madagascar,1333,2022-11-23
2021-10-10,Madagascar,1347,2022-11-23
2021-10-07,Madagascar,1323,2022-11-23
2021-09-07,Madagascar,1335,2022-11-23
2021-09-02,Madagascar,1351,2022-11-23
2021-03-30,Madagascar,1372,2022-11-23
2021-03-24,Madagascar,1384,2022-11-23
2020-11-17,Madagascar,1425,2022-11-23
2020-11-12,Madagascar,1419,2022-11-23
2020-10-12,Madagascar,1425,2022-11-23
2018-11-18,Madagascar,1341,2022-11-23
2018-10-16,Madagascar,1390,2022-11-23
2018-10-13,Madagascar,1379,2022-11-23
2018-09-09,Madagascar,1354,2022-11-23
2018-06-08,Madagascar,1339,2022-11-23
2018-06-06,Madagascar,1363,2022-11-23
2018-06-03,Madagascar,1378,2022-11-23
2018-05-31,Madagascar,1364,2022-11-23
2018-05-29,Madagascar,1359,2022-11-23
2018-05-27,Madagascar,1376,2022-11-23
2018-03-24,Madagascar,1358,2022-11-23
2018-03-21,Madagascar,1368,2022-11-23
2017-11-11,Madagascar,1368,2022-11-23
2017-10-04,Madagascar,1376,2022-11-23
2017-06-30,Madagascar,1360,2022-11-23
2017-06-28,Madagascar,1324,2022-11-23
2017-06-26,Madagascar,1316,2022-11-23
2017-06-09,Madagascar,1309,2022-11-23
2017-03-26,Madagascar,1269,2022-11-23
2017-03-22,Madagascar,1262,2022-11-23
2022-07-10,Malawi,1296,2022-11-23
2022-07-08,Malawi,1289,2022-11-23
2022-07-06,Malawi,1289,2022-11-23
2022-06-09,Malawi,1314,2022-11-23
2022-06-05,Malawi,1326,2022-11-23
2022-01-25,Malawi,1311,2022-11-23
2022-01-18,Malawi,1315,2022-11-23
2022-01-14,Malawi,1295,2022-11-23
2022-01-10,Malawi,1267,2022-11-23
2021-12-31,Malawi,1284,2022-11-23
2021-11-16,Malawi,1275,2022-11-23
2021-11-13,Malawi,1296,2022-11-23
2021-10-11,Malawi,1309,2022-11-23
2021-10-08,Malawi,1314,2022-11-23
2021-09-07,Malawi,1323,2022-11-23
2021-09-03,Malawi,1301,2022-11-23
2021-07-14,Malawi,1308,2022-11-23
2021-07-13,Malawi,1312,2022-11-23
2021-07-11,Malawi,1306,2022-11-23
2021-07-09,Malawi,1341,2022-11-23
2021-06-13,Malawi,1338,2022-11-23
2021-03-29,Malawi,1351,2022-11-23
2021-03-24,Malawi,1328,2022-11-23
2021-03-17,Malawi,1320,2022-11-23
2020-11-16,Malawi,1337,2022-11-23
2020-11-12,Malawi,1330,2022-11-23
2020-10-11,Malawi,1338,2022-11-23
2020-10-07,Malawi,1339,2022-11-23
2018-11-17,Malawi,1253,2022-11-23
2018-10-16,Malawi,1280,2022-11-23
2018-10-12,Malawi,1267,2022-11-23
2018-09-11,Malawi,1270,2022-11-23
2018-09-08,Malawi,1275,2022-11-23
2018-06-01,Malawi,1278,2022-11-23
2018-05-30,Malawi,1279,2022-11-23
2018-05-28,Malawi,1278,2022-11-23
2018-03-27,Malawi,1310,2022-11-23
2017-11-11,Malawi,1304,2022-11-23
2017-10-07,Malawi,1308,2022-11-23
2017-09-04,Malawi,1304,2022-11-23
2017-06-29,Malawi,1291,2022-11-23
2017-06-27,Malawi,1294,2022-11-23
2017-06-25,Malawi,1307,2022-11-23
2017-06-10,Malawi,1338,2022-11-23
2022-09-25,Malaysia,1207,2022-11-23
2022-09-22,Malaysia,1202,2022-11-23
2022-06-14,Malaysia,1192,2022-11-23
2022-06-11,Malaysia,1187,2022-11-23
2022-06-08,Malaysia,1196,2022-11-23
2022-06-01,Malaysia,1164,2022-11-23
2022-05-27,Malaysia,1153,2022-11-23
2022-03-26,Malaysia,1152,2022-11-23
2022-03-23,Malaysia,1166,2022-11-23
2021-12-19,Malaysia,1144,2022-11-23
2021-12-12,Malaysia,1182,2022-11-23
2021-12-09,Malaysia,1202,2022-11-23
2021-12-06,Malaysia,1198,2022-11-23
2021-10-09,Malaysia,1190,2022-11-23
2021-10-06,Malaysia,1197,2022-11-23
2021-06-15,Malaysia,1203,2022-11-23
2021-06-11,Malaysia,1175,2022-11-23
2021-06-03,Malaysia,1183,2022-11-23
2021-05-28,Malaysia,1191,2022-11-23
2021-05-23,Malaysia,1193,2022-11-23
2018-12-15,Malaysia,1127,2022-11-23
2018-12-11,Malaysia,1133,2022-11-23
2018-12-05,Malaysia,1128,2022-11-23
2018-12-01,Malaysia,1112,2022-11-23
2018-11-24,Malaysia,1101,2022-11-23
2018-11-16,Malaysia,1075,2022-11-23
2018-11-12,Malaysia,1084,2022-11-23
2018-11-08,Malaysia,1080,2022-11-23
2018-11-03,Malaysia,1069,2022-11-23
2018-10-16,Malaysia,1060,2022-11-23
2018-10-12,Malaysia,1068,2022-11-23
2018-09-10,Malaysia,1061,2022-11-23
2018-09-07,Malaysia,1051,2022-11-23
2018-07-05,Malaysia,1066,2022-11-23
2018-04-01,Malaysia,1053,2022-11-23
2018-03-27,Malaysia,1051,2022-11-23
2018-03-22,Malaysia,1053,2022-11-23
2017-11-13,Malaysia,1062,2022-11-23
2017-11-10,Malaysia,1069,2022-11-23
2017-10-10,Malaysia,1077,2022-11-23
2017-09-05,Malaysia,1091,2022-11-23
2017-08-29,Malaysia,1090,2022-11-23
2017-08-22,Malaysia,1098,2022-11-23
2017-06-13,Malaysia,1100,2022-11-23
2017-03-22,Malaysia,1111,2022-11-23
2022-09-24,Maldives,936,2022-11-23
2022-09-21,Maldives,927,2022-11-23
2022-06-14,Maldives,914,2022-11-23
2022-06-11,Maldives,905,2022-11-23
2022-06-08,Maldives,906,2022-11-23
2022-03-24,Maldives,910,2022-11-23
2021-11-16,Maldives,901,2022-11-23
2021-11-13,Maldives,901,2022-11-23
2021-11-09,Maldives,919,2022-11-23
2021-10-13,Maldives,926,2022-11-23
2021-10-10,Maldives,945,2022-11-23
2021-10-07,Maldives,941,2022-11-23
2021-10-01,Maldives,924,2022-11-23
2021-06-15,Maldives,951,2022-11-23
2021-06-11,Maldives,940,2022-11-23
2021-06-04,Maldives,944,2022-11-23
2018-11-03,Maldives,979,2022-11-23
2018-09-15,Maldives,988,2022-11-23
2018-09-12,Maldives,955,2022-11-23
2018-09-09,Maldives,920,2022-11-23
2018-09-07,Maldives,930,2022-11-23
2018-03-27,Maldives,942,2022-11-23
2018-03-23,Maldives,935,2022-11-23
2017-11-14,Maldives,939,2022-11-23
2017-10-10,Maldives,943,2022-11-23
2017-09-05,Maldives,948,2022-11-23
2017-06-13,Maldives,950,2022-11-23
2017-06-06,Maldives,937,2022-11-23
2017-03-28,Maldives,942,2022-11-23
2022-11-16,Mali,1620,2022-11-23
2022-09-26,Mali,1615,2022-11-23
2022-09-23,Mali,1621,2022-11-23
2022-06-09,Mali,1617,2022-11-23
2022-06-04,Mali,1614,2022-11-23
2022-03-29,Mali,1608,2022-11-23
2022-03-25,Mali,1602,2022-11-23
2022-01-26,Mali,1630,2022-11-23
2022-01-20,Mali,1641,2022-11-23
2022-01-16,Mali,1630,2022-11-23
2022-01-12,Mali,1646,2022-11-23
2021-11-14,Mali,1619,2022-11-23
2021-11-11,Mali,1607,2022-11-23
2021-10-10,Mali,1590,2022-11-23
2021-10-07,Mali,1576,2022-11-23
2021-09-06,Mali,1554,2022-11-23
2021-09-01,Mali,1555,2022-11-23
2021-06-15,Mali,1546,2022-11-23
2021-06-11,Mali,1551,2022-11-23
2021-06-06,Mali,1553,2022-11-23
2021-03-24,Mali,1556,2022-11-23
2020-11-17,Mali,1578,2022-11-23
2020-11-13,Mali,1565,2022-11-23
2020-10-09,Mali,1560,2022-11-23
2018-11-17,Mali,1531,2022-11-23
2018-10-16,Mali,1510,2022-11-23
2018-10-12,Mali,1514,2022-11-23
2018-09-09,Mali,1528,2022-11-23
2018-03-23,Mali,1520,2022-11-23
2017-11-11,Mali,1515,2022-11-23
2017-10-06,Mali,1514,2022-11-23
2017-09-05,Mali,1512,2022-11-23
2017-09-01,Mali,1511,2022-11-23
2017-06-10,Mali,1534,2022-11-23
2017-01-25,Mali,1523,2022-11-23
2017-01-21,Mali,1528,2022-11-23
2017-01-17,Mali,1549,2022-11-23
2017-01-07,Mali,1540,2022-11-23
2022-11-20,Malta,1260,2022-11-23
2022-11-17,Malta,1263,2022-11-23
2022-09-27,Malta,1255,2022-11-23
2022-09-23,Malta,1238,2022-11-23
2022-06-12,Malta,1245,2022-11-23
2022-06-09,Malta,1243,2022-11-23
2022-06-05,Malta,1262,2022-11-23
2022-06-01,Malta,1255,2022-11-23
2022-03-29,Malta,1258,2022-11-23
2022-03-25,Malta,1242,2022-11-23
2021-11-14,Malta,1232,2022-11-23
2021-11-11,Malta,1244,2022-11-23
2021-10-11,Malta,1249,2022-11-23
2021-10-08,Malta,1240,2022-11-23
2021-09-07,Malta,1254,2022-11-23
2021-09-04,Malta,1256,2022-11-23
2021-09-01,Malta,1259,2022-11-23
2021-06-04,Malta,1219,2022-11-23
2021-05-30,Malta,1223,2022-11-23
2021-03-30,Malta,1227,2022-11-23
2021-03-27,Malta,1228,2022-11-23
2021-03-24,Malta,1210,2022-11-23
2020-11-17,Malta,1215,2022-11-23
2020-11-14,Malta,1218,2022-11-23
2020-11-11,Malta,1205,2022-11-23
2020-10-13,Malta,1196,2022-11-23
2020-10-10,Malta,1166,2022-11-23
2020-10-07,Malta,1164,2022-11-23
2020-09-06,Malta,1156,2022-11-23
2020-09-03,Malta,1157,2022-11-23
2018-11-20,Malta,1178,2022-11-23
2018-11-17,Malta,1180,2022-11-23
2018-10-14,Malta,1204,2022-11-23
2018-10-11,Malta,1189,2022-11-23
2018-09-10,Malta,1196,2022-11-23
2018-09-07,Malta,1190,2022-11-23
2018-06-01,Malta,1205,2022-11-23
2018-05-29,Malta,1208,2022-11-23
2018-03-26,Malta,1202,2022-11-23
2018-03-22,Malta,1206,2022-11-23
2017-11-12,Malta,1216,2022-11-23
2017-10-08,Malta,1226,2022-11-23
2017-10-05,Malta,1228,2022-11-23
2017-09-04,Malta,1223,2022-11-23
2017-09-01,Malta,1225,2022-11-23
2017-06-10,Malta,1227,2022-11-23
2017-06-06,Malta,1230,2022-11-23
2017-03-26,Malta,1211,2022-11-23
2022-09-24,Martinique,1387,2022-11-23
2022-06-12,Martinique,1390,2022-11-23
2022-06-09,Martinique,1381,2022-11-23
2022-06-05,Martinique,1390,2022-11-23
2022-03-26,Martinique,1395,2022-11-23
2022-02-22,Martinique,1390,2022-11-23
2021-07-18,Martinique,1387,2022-11-23
2021-07-15,Martinique,1405,2022-11-23
2021-07-11,Martinique,1411,2022-11-23
2021-06-23,Martinique,1428,2022-11-23
2018-11-19,Martinique,1450,2022-11-23
2018-10-16,Martinique,1444,2022-11-23
2018-10-13,Martinique,1444,2022-11-23
2018-06-05,Martinique,1438,2022-11-23
2018-03-25,Martinique,1422,2022-11-23
2017-07-15,Martinique,1425,2022-11-23
2017-07-12,Martinique,1444,2022-11-23
2017-07-08,Martinique,1448,2022-11-23
2017-06-25,Martinique,1419,2022-11-23
2017-06-22,Martinique,1449,2022-11-23
2017-04-26,Martinique,1485,2022-11-23
2017-03-28,Martinique,1480,2022-11-23
2017-03-26,Martinique,1485,2022-11-23
2022-09-27,Mauritania,1392,2022-11-23
2022-09-24,Mauritania,1380,2022-11-23
2022-06-08,Mauritania,1368,2022-11-23
2022-06-04,Mauritania,1356,2022-11-23
2022-03-29,Mauritania,1334,2022-11-23
2022-03-26,Mauritania,1315,2022-11-23
2022-01-20,Mauritania,1304,2022-11-23
2022-01-16,Mauritania,1315,2022-11-23
2022-01-12,Mauritania,1330,2022-11-23
2022-01-04,Mauritania,1355,2022-11-23
2021-12-30,Mauritania,1353,2022-11-23
2021-12-06,Mauritania,1347,2022-11-23
2021-12-03,Mauritania,1320,2022-11-23
2021-11-30,Mauritania,1331,2022-11-23
2021-11-16,Mauritania,1342,2022-11-23
2021-11-13,Mauritania,1343,2022-11-23
2021-10-10,Mauritania,1366,2022-11-23
2021-10-07,Mauritania,1355,2022-11-23
2021-09-07,Mauritania,1361,2022-11-23
2021-09-03,Mauritania,1377,2022-11-23
2021-06-22,Mauritania,1400,2022-11-23
2021-06-11,Mauritania,1386,2022-11-23
2021-06-03,Mauritania,1376,2022-11-23
2021-03-30,Mauritania,1378,2022-11-23
2021-03-26,Mauritania,1353,2022-11-23
2020-11-15,Mauritania,1341,2022-11-23
2020-11-11,Mauritania,1376,2022-11-23
2020-10-09,Mauritania,1390,2022-11-23
2018-11-18,Mauritania,1357,2022-11-23
2018-10-16,Mauritania,1343,2022-11-23
2018-10-12,Mauritania,1330,2022-11-23
2018-09-08,Mauritania,1364,2022-11-23
2018-03-24,Mauritania,1320,2022-11-23
2017-10-06,Mauritania,1302,2022-11-23
2017-09-05,Mauritania,1319,2022-11-23
2017-06-10,Mauritania,1336,2022-11-23
2017-06-04,Mauritania,1312,2022-11-23
2017-03-27,Mauritania,1325,2022-11-23
2017-03-24,Mauritania,1315,2022-11-23
2017-01-10,Mauritania,1305,2022-11-23
2017-01-07,Mauritania,1308,2022-11-23
2022-07-18,Mauritius,951,2022-11-23
2022-07-10,Mauritius,942,2022-11-23
2022-07-08,Mauritius,949,2022-11-23
2022-07-06,Mauritius,955,2022-11-23
2022-03-27,Mauritius,965,2022-11-23
2022-03-24,Mauritius,964,2022-11-23
2022-03-19,Mauritius,985,2022-11-23
2022-02-01,Mauritius,990,2022-11-23
2022-01-29,Mauritius,999,2022-11-23
2020-01-20,Mauritius,1008,2022-11-23
2020-01-16,Mauritius,1012,2022-11-23
2018-09-11,Mauritius,1072,2022-11-23
2018-09-07,Mauritius,1076,2022-11-23
2018-06-01,Mauritius,1074,2022-11-23
2018-05-30,Mauritius,1094,2022-11-23
2018-05-28,Mauritius,1107,2022-11-23
2018-03-27,Mauritius,1075,2022-11-23
2018-03-22,Mauritius,1071,2022-11-23
2017-11-12,Mauritius,1068,2022-11-23
2017-10-09,Mauritius,1072,2022-11-23
2017-08-22,Mauritius,1075,2022-11-23
2017-08-19,Mauritius,1068,2022-11-23
2017-06-29,Mauritius,1076,2022-11-23
2017-06-27,Mauritius,1062,2022-11-23
2017-06-25,Mauritius,1049,2022-11-23
2017-03-28,Mauritius,1060,2022-11-23
2017-03-24,Mauritius,1068,2022-11-23
2022-11-16,Mexico,1809,2022-11-23
2022-11-09,Mexico,1821,2022-11-23
2022-09-27,Mexico,1813,2022-11-23
2022-09-24,Mexico,1821,2022-11-23
2022-08-31,Mexico,1810,2022-11-23
2022-06-14,Mexico,1823,2022-11-23
2022-06-11,Mexico,1833,2022-11-23
2022-06-05,Mexico,1831,2022-11-23
2022-06-02,Mexico,1831,2022-11-23
2022-05-28,Mexico,1845,2022-11-23
2022-04-27,Mexico,1840,2022-11-23
2022-03-30,Mexico,1848,2022-11-23
2022-03-27,Mexico,1843,2022-11-23
2022-03-24,Mexico,1837,2022-11-23
2022-02-02,Mexico,1843,2022-11-23
2022-01-30,Mexico,1837,2022-11-23
2022-01-27,Mexico,1852,2022-11-23
2021-12-08,Mexico,1840,2022-11-23
2021-11-16,Mexico,1842,2022-11-23
2021-11-12,Mexico,1862,2022-11-23
2021-10-27,Mexico,1887,2022-11-23
2021-10-13,Mexico,1900,2022-11-23
2021-10-10,Mexico,1889,2022-11-23
2021-10-07,Mexico,1883,2022-11-23
2021-09-08,Mexico,1896,2022-11-23
2021-09-05,Mexico,1907,2022-11-23
2021-09-02,Mexico,1896,2022-11-23
2021-08-01,Mexico,1893,2022-11-23
2021-07-29,Mexico,1916,2022-11-23
2021-07-24,Mexico,1902,2022-11-23
2021-07-18,Mexico,1888,2022-11-23
2021-07-14,Mexico,1881,2022-11-23
2021-07-10,Mexico,1873,2022-11-23
2021-07-03,Mexico,1896,2022-11-23
2021-06-30,Mexico,1888,2022-11-23
2021-06-12,Mexico,1883,2022-11-23
2021-06-06,Mexico,1890,2022-11-23
2021-06-03,Mexico,1913,2022-11-23
2021-05-29,Mexico,1927,2022-11-23
2021-03-30,Mexico,1924,2022-11-23
2021-03-27,Mexico,1921,2022-11-23
2020-11-17,Mexico,1931,2022-11-23
2020-11-14,Mexico,1923,2022-11-23
2020-10-13,Mexico,1917,2022-11-23
2020-10-07,Mexico,1921,2022-11-23
2020-09-30,Mexico,1906,2022-11-23
2018-11-20,Mexico,1787,2022-11-23
2018-11-16,Mexico,1794,2022-11-23
2018-10-16,Mexico,1801,2022-11-23
2018-10-11,Mexico,1813,2022-11-23
2018-09-11,Mexico,1808,2022-11-23
2018-09-07,Mexico,1817,2022-11-23
2018-07-02,Mexico,1829,2022-11-23
2018-06-27,Mexico,1843,2022-11-23
2018-06-23,Mexico,1911,2022-11-23
2018-06-17,Mexico,1897,2022-11-23
2018-06-09,Mexico,1850,2022-11-23
2018-06-02,Mexico,1861,2022-11-23
2018-05-28,Mexico,1857,2022-11-23
2018-03-27,Mexico,1859,2022-11-23
2018-03-23,Mexico,1870,2022-11-23
2018-01-31,Mexico,1855,2022-11-23
2017-11-13,Mexico,1848,2022-11-23
2017-11-10,Mexico,1835,2022-11-23
2017-10-10,Mexico,1830,2022-11-23
2017-10-06,Mexico,1859,2022-11-23
2017-09-05,Mexico,1857,2022-11-23
2017-09-01,Mexico,1854,2022-11-23
2017-07-23,Mexico,1847,2022-11-23
2017-07-20,Mexico,1891,2022-11-23
2017-07-16,Mexico,1884,2022-11-23
2017-07-13,Mexico,1882,2022-11-23
2017-07-09,Mexico,1903,2022-11-23
2017-07-02,Mexico,1898,2022-11-23
2017-07-01,Mexico,1920,2022-11-23
2017-06-29,Mexico,1915,2022-11-23
2017-06-28,Mexico,1946,2022-11-23
2017-06-24,Mexico,1944,2022-11-23
2017-06-21,Mexico,1928,2022-11-23
2017-06-18,Mexico,1923,2022-11-23
2017-06-11,Mexico,1922,2022-11-23
2017-06-08,Mexico,1935,2022-11-23
2017-06-01,Mexico,1930,2022-11-23
2017-05-27,Mexico,1921,2022-11-23
2017-03-28,Mexico,1933,2022-11-23
2017-03-24,Mexico,1929,2022-11-23
2017-02-08,Mexico,1917,2022-11-23
2022-11-20,Moldova,1233,2022-11-23
2022-11-16,Moldova,1240,2022-11-23
2022-09-25,Moldova,1249,2022-11-23
2022-09-22,Moldova,1242,2022-11-23
2022-06-14,Moldova,1209,2022-11-23
2022-06-10,Moldova,1200,2022-11-23
2022-06-06,Moldova,1228,2022-11-23
2022-06-03,Moldova,1232,2022-11-23
2022-03-29,Moldova,1204,2022-11-23
2022-03-24,Moldova,1170,2022-11-23
2022-01-21,Moldova,1186,2022-11-23
2022-01-18,Moldova,1187,2022-11-23
2021-11-15,Moldova,1190,2022-11-23
2021-11-12,Moldova,1192,2022-11-23
2021-10-12,Moldova,1198,2022-11-23
2021-10-09,Moldova,1200,2022-11-23
2021-09-07,Moldova,1201,2022-11-23
2021-09-04,Moldova,1214,2022-11-23
2021-09-01,Moldova,1216,2022-11-23
2021-06-06,Moldova,1220,2022-11-23
2021-06-03,Moldova,1208,2022-11-23
2021-03-31,Moldova,1209,2022-11-23
2021-03-28,Moldova,1222,2022-11-23
2021-03-25,Moldova,1223,2022-11-23
2020-11-18,Moldova,1227,2022-11-23
2020-11-15,Moldova,1232,2022-11-23
2020-11-12,Moldova,1242,2022-11-23
2020-10-14,Moldova,1233,2022-11-23
2020-10-11,Moldova,1247,2022-11-23
2020-10-07,Moldova,1251,2022-11-23
2020-09-06,Moldova,1251,2022-11-23
2020-09-03,Moldova,1254,2022-11-23
2020-01-09,Moldova,1239,2022-11-23
2018-11-18,Moldova,1325,2022-11-23
2018-11-15,Moldova,1330,2022-11-23
2018-10-15,Moldova,1326,2022-11-23
2018-10-12,Moldova,1312,2022-11-23
2018-09-11,Moldova,1310,2022-11-23
2018-09-08,Moldova,1303,2022-11-23
2018-06-04,Moldova,1328,2022-11-23
2018-03-27,Moldova,1324,2022-11-23
2018-02-26,Moldova,1327,2022-11-23
2018-01-30,Moldova,1331,2022-11-23
2018-01-27,Moldova,1329,2022-11-23
2017-10-09,Moldova,1331,2022-11-23
2017-10-06,Moldova,1339,2022-11-23
2017-09-05,Moldova,1342,2022-11-23
2017-09-02,Moldova,1350,2022-11-23
2017-06-11,Moldova,1354,2022-11-23
2017-06-06,Moldova,1353,2022-11-23
2017-03-27,Moldova,1345,2022-11-23
2017-03-24,Moldova,1346,2022-11-23
2017-03-19,Moldova,1351,2022-11-23
2017-01-17,Moldova,1348,2022-11-23
2017-04-29,Monaco,903,2022-11-23
2022-06-14,Mongolia,803,2022-11-23
2022-06-11,Mongolia,752,2022-11-23
2022-06-08,Mongolia,760,2022-11-23
2022-03-29,Mongolia,762,2022-11-23
2022-03-23,Mongolia,757,2022-11-23
2021-06-07,Mongolia,767,2022-11-23
2021-03-30,Mongolia,729,2022-11-23
2021-03-25,Mongolia,729,2022-11-23
2018-11-16,Mongolia,708,2022-11-23
2018-11-13,Mongolia,712,2022-11-23
2018-11-11,Mongolia,716,2022-11-23
2018-10-16,Mongolia,717,2022-11-23
2018-10-12,Mongolia,692,2022-11-23
2018-09-06,Mongolia,694,2022-11-23
2018-09-04,Mongolia,694,2022-11-23
2018-09-02,Mongolia,684,2022-11-23
2018-03-27,Mongolia,658,2022-11-23
2018-03-22,Mongolia,662,2022-11-23
2017-10-05,Mongolia,653,2022-11-23
2022-11-20,Montenegro,1540,2022-11-23
2022-11-17,Montenegro,1544,2022-11-23
2022-09-26,Montenegro,1546,2022-11-23
2022-09-23,Montenegro,1578,2022-11-23
2022-06-14,Montenegro,1590,2022-11-23
2022-06-11,Montenegro,1538,2022-11-23
2022-06-07,Montenegro,1539,2022-11-23
2022-06-04,Montenegro,1551,2022-11-23
2022-03-28,Montenegro,1518,2022-11-23
2022-03-24,Montenegro,1506,2022-11-23
2021-11-16,Montenegro,1514,2022-11-23
2021-11-13,Montenegro,1529,2022-11-23
2021-10-11,Montenegro,1514,2022-11-23
2021-10-08,Montenegro,1522,2022-11-23
2021-09-07,Montenegro,1513,2022-11-23
2021-09-04,Montenegro,1528,2022-11-23
2021-09-01,Montenegro,1532,2022-11-23
2021-06-05,Montenegro,1518,2022-11-23
2021-06-02,Montenegro,1535,2022-11-23
2021-03-30,Montenegro,1530,2022-11-23
2021-03-27,Montenegro,1545,2022-11-23
2021-03-24,Montenegro,1542,2022-11-23
2020-11-17,Montenegro,1531,2022-11-23
2020-11-14,Montenegro,1519,2022-11-23
2020-11-11,Montenegro,1527,2022-11-23
2020-10-13,Montenegro,1534,2022-11-23
2020-10-10,Montenegro,1568,2022-11-23
2020-10-07,Montenegro,1558,2022-11-23
2020-09-08,Montenegro,1566,2022-11-23
2020-09-05,Montenegro,1551,2022-11-23
2018-11-20,Montenegro,1589,2022-11-23
2018-11-17,Montenegro,1608,2022-11-23
2018-10-14,Montenegro,1615,2022-11-23
2018-10-11,Montenegro,1592,2022-11-23
2018-09-10,Montenegro,1617,2022-11-23
2018-09-07,Montenegro,1609,2022-11-23
2018-06-02,Montenegro,1597,2022-11-23
2018-05-28,Montenegro,1617,2022-11-23
2018-03-27,Montenegro,1611,2022-11-23
2018-03-23,Montenegro,1611,2022-11-23
2017-10-08,Montenegro,1614,2022-11-23
2017-10-05,Montenegro,1622,2022-11-23
2017-09-04,Montenegro,1639,2022-11-23
2017-09-01,Montenegro,1621,2022-11-23
2017-06-10,Montenegro,1598,2022-11-23
2017-06-04,Montenegro,1578,2022-11-23
2017-03-26,Montenegro,1585,2022-11-23
2022-06-11,Montserrat,965,2022-11-23
2022-06-07,Montserrat,931,2022-11-23
2022-06-04,Montserrat,932,2022-11-23
2021-07-02,Montserrat,940,2022-11-23
2021-06-08,Montserrat,947,2022-11-23
2021-06-02,Montserrat,911,2022-11-23
2021-03-28,Montserrat,894,2022-11-23
2021-03-24,Montserrat,875,2022-11-23
2018-11-16,Montserrat,732,2022-11-23
2018-10-14,Montserrat,681,2022-11-23
2018-09-08,Montserrat,644,2022-11-23
2022-11-17,Morocco,1766,2022-11-23
2022-09-27,Morocco,1753,2022-11-23
2022-09-23,Morocco,1753,2022-11-23
2022-09-21,Morocco,1739,2022-11-23
2022-06-13,Morocco,1738,2022-11-23
2022-06-09,Morocco,1735,2022-11-23
2022-06-01,Morocco,1729,2022-11-23
2022-03-29,Morocco,1738,2022-11-23
2022-03-25,Morocco,1728,2022-11-23
2022-01-30,Morocco,1735,2022-11-23
2022-01-25,Morocco,1768,2022-11-23
2022-01-18,Morocco,1764,2022-11-23
2022-01-14,Morocco,1783,2022-11-23
2022-01-10,Morocco,1780,2022-11-23
2021-12-11,Morocco,1766,2022-11-23
2021-12-07,Morocco,1766,2022-11-23
2021-12-04,Morocco,1752,2022-11-23
2021-12-01,Morocco,1733,2022-11-23
2021-11-16,Morocco,1721,2022-11-23
2021-11-12,Morocco,1715,2022-11-23
2021-10-12,Morocco,1710,2022-11-23
2021-10-09,Morocco,1703,2022-11-23
2021-10-06,Morocco,1697,2022-11-23
2021-09-02,Morocco,1689,2022-11-23
2021-06-12,Morocco,1683,2022-11-23
2021-06-08,Morocco,1679,2022-11-23
2021-03-30,Morocco,1673,2022-11-23
2021-03-26,Morocco,1671,2022-11-23
2020-11-17,Morocco,1683,2022-11-23
2020-11-13,Morocco,1675,2022-11-23
2020-10-13,Morocco,1669,2022-11-23
2020-10-09,Morocco,1676,2022-11-23
2018-11-20,Morocco,1730,2022-11-23
2018-11-16,Morocco,1719,2022-11-23
2018-10-16,Morocco,1704,2022-11-23
2018-10-13,Morocco,1723,2022-11-23
2018-09-08,Morocco,1723,2022-11-23
