date,team,opponent,GF,GA,did_score_team,fail_to_score_team,did_receive_goal_team,not_receive_goal_team,GF_last_5_team,GA_last_5_team,pre_rating_team,pre_rating_opponent,qatar,dr_pre,did_score_opponent,fail_to_score_opponent,did_receive_goal_opponent,not_receive_goal_opponent,GF_last_5_opponent,GA_last_5_opponent
2022-09-23,Ethiopia,Sudan,1,1,5,0,4,1,6,6,1360,1644,FALSE,-184,2,3,3,2,3,5
2022-06-09,Ethiopia,Egypt,2,0,5,0,5,0,5,7,1306,1326,FALSE,-20,2,3,1,4,2,1
2022-05-30,Ethiopia,Lesotho,1,1,4,1,5,0,4,9,1326,1213,FALSE,213,3,2,3,2,6,3
2022-05-28,Ethiopia,Lesotho,1,1,4,1,5,0,6,10,1332,1276,FALSE,156,2,3,3,2,5,6
2021-12-30,Ethiopia,Sudan,3,2,4,1,4,1,4,6,1341,1316,FALSE,25,0,5,4,1,0,13
2021-11-11,Ethiopia,Ghana,1,1,3,2,4,1,4,6,1323,1558,FALSE,-235,3,2,2,3,5,2
2021-10-09,Ethiopia,South Africa,1,3,3,2,3,2,4,5,1351,1345,FALSE,106,2,3,0,5,4,0
2021-09-07,Ethiopia,Zimbabwe,1,0,3,2,3,2,7,5,1335,1605,FALSE,-170,2,3,3,2,3,6
2021-08-29,Ethiopia,Uganda,2,1,4,1,1,4,12,3,1328,1353,FALSE,75,2,3,3,2,3,5
2021-08-26,Ethiopia,Sierra Leone,0,0,4,1,2,3,12,4,1330,1638,FALSE,-208,2,3,2,3,5,6
2021-03-24,Ethiopia,Madagascar,4,0,4,1,3,2,10,6,1295,1320,FALSE,75,5,0,4,1,5,8
2021-03-17,Ethiopia,Malawi,4,0,4,1,4,1,8,9,1278,1257,FALSE,121,2,3,3,2,2,6
2020-11-17,Ethiopia,Niger,3,0,3,2,5,0,5,11,1249,1286,FALSE,63,5,0,2,3,7,3
2020-11-06,Ethiopia,Sudan,2,2,2,3,4,1,3,11,1265,1461,FALSE,-96,4,1,3,2,7,6
2020-10-25,Ethiopia,Zambia,1,3,2,3,3,2,3,8,1277,1449,FALSE,-72,4,1,4,1,7,6
2020-10-22,Ethiopia,Zambia,2,3,2,3,3,2,2,6,1262,1626,FALSE,-264,4,1,4,1,5,6
2018-11-18,Ethiopia,Ghana,0,2,3,2,3,2,3,5,1274,1388,FALSE,-14,4,1,3,2,8,4
2018-10-10,Ethiopia,Kenya,0,0,5,0,3,2,7,6,1295,1359,FALSE,36,3,2,2,3,6,5
2018-09-09,Ethiopia,Sierra Leone,1,0,4,1,4,1,6,8,1275,1319,FALSE,56,,,,,,
2018-09-02,Ethiopia,Burundi,1,1,3,2,4,1,5,12,1277,1476,FALSE,-99,2,3,3,2,5,4
2022-09-25,Faroe Islands,Turkey,2,1,3,2,5,0,5,9,1266,1255,FALSE,111,5,0,1,4,17,3
2022-06-11,Faroe Islands,Lithuania,2,1,2,3,3,2,3,8,1230,1441,FALSE,-111,2,3,5,0,3,11
2022-06-07,Faroe Islands,Luxembourg,0,1,3,2,3,2,4,10,1245,1718,FALSE,-373,3,2,4,1,6,8
2022-03-29,Faroe Islands,Liechtenstein,1,0,2,3,4,1,3,9,1242,1050,FALSE,192,0,5,5,0,0,25
2021-10-12,Faroe Islands,Scotland,0,1,2,3,5,0,7,9,1253,1717,FALSE,-364,4,1,3,2,6,7
2021-10-09,Faroe Islands,Austria,0,2,2,3,5,0,7,8,1260,1201,FALSE,159,4,1,3,2,6,8
2021-09-07,Faroe Islands,Moldova,2,1,1,4,5,0,5,11,1247,1971,FALSE,-624,2,3,4,1,2,9
2021-09-04,Faroe Islands,Denmark,0,1,2,3,5,0,6,13,1248,1622,FALSE,-274,5,0,3,2,13,4
2021-09-01,Faroe Islands,Israel,0,4,3,2,5,0,7,10,1263,1093,FALSE,270,3,2,5,0,8,9
2021-06-07,Faroe Islands,Liechtenstein,5,1,3,2,5,0,3,10,1256,1605,FALSE,-249,2,3,5,0,2,18
2021-06-04,Faroe Islands,Iceland,0,1,4,1,5,0,4,10,1260,1666,FALSE,-306,2,3,5,0,5,12
2020-10-13,Faroe Islands,Andorra,2,0,4,1,4,1,6,8,1249,1257,FALSE,92,1,4,2,3,1,3
2020-10-10,Faroe Islands,Latvia,1,1,3,2,4,1,5,9,1255,1870,FALSE,-515,3,2,3,2,3,3
2020-09-03,Faroe Islands,Malta,3,2,2,3,5,0,2,9,1255,1178,FALSE,177,4,1,5,0,4,11
2018-10-14,Faroe Islands,Kosovo,1,1,3,2,4,1,7,7,1260,1428,FALSE,-68,4,1,1,4,10,1
2018-10-11,Faroe Islands,Azerbaijan,0,3,3,2,4,1,7,5,1295,1447,FALSE,-52,3,2,3,2,7,5
2018-09-07,Faroe Islands,Malta,3,1,3,2,2,3,5,2,1293,1143,FALSE,250,1,4,5,0,1,11
2018-03-25,Faroe Islands,Liechtenstein,3,0,3,2,3,2,3,7,1282,1358,FALSE,-76,1,4,5,0,2,15
2018-03-22,Faroe Islands,Latvia,1,1,2,3,3,2,2,8,1280,1615,FALSE,-335,2,3,3,2,7,7
2022-09-30,Fiji,Solomon Islands,1,0,4,1,4,1,6,6,1229,1223,FALSE,6,4,1,4,1,9,10
2022-09-24,Fiji,Solomon Islands,2,2,4,1,4,1,6,8,1254,1191,FALSE,63,4,1,3,2,9,8
2022-09-17,Fiji,New Caledonia,1,0,4,1,4,1,8,8,1235,1150,FALSE,85,4,1,4,1,5,12
2022-03-28,Fiji,Vanuatu,2,1,3,2,4,1,6,9,1227,1196,FALSE,31,3,2,4,1,15,8
2022-03-18,Fiji,New Caledonia,2,1,3,2,4,1,6,7,1244,1158,FALSE,86,4,1,3,2,7,10
2022-03-10,Fiji,Vanuatu,3,0,3,2,5,0,7,8,1209,1060,FALSE,149,4,1,4,1,16,6
2018-09-05,Fiji,Solomon Islands,1,1,4,1,4,1,11,6,1232,1066,FALSE,266,4,1,2,3,13,4
2022-09-23,Finland,Romania,1,1,3,2,4,1,5,7,1663,1635,FALSE,128,2,3,4,1,3,8
2022-06-07,Finland,Montenegro,2,0,3,2,5,0,5,7,1689,1600,FALSE,189,4,1,3,2,6,5
2022-06-04,Finland,Bosnia and Herzegovina,1,1,3,2,4,1,6,6,1700,1676,FALSE,124,2,3,4,1,2,7
2022-03-26,Finland,Iceland,1,1,3,2,4,1,6,7,1722,2115,FALSE,-393,4,1,3,2,7,9
2021-11-16,Finland,France,0,2,4,1,3,2,7,5,1732,1626,FALSE,206,5,0,3,2,16,4
2021-10-09,Finland,Ukraine,1,2,1,4,3,2,1,5,1704,2051,FALSE,-247,4,1,5,0,6,9
2021-09-04,Finland,Kazakhstan,1,0,1,4,3,2,1,4,1705,1822,FALSE,-17,3,2,5,0,4,11
2021-09-01,Finland,Wales,0,0,1,4,4,1,1,6,1705,2141,FALSE,-336,2,3,3,2,3,6
2021-06-04,Finland,Estonia,0,1,4,1,5,0,6,11,1702,1846,FALSE,-44,3,2,3,2,5,11
2021-03-24,Finland,Bosnia and Herzegovina,2,2,5,0,2,3,8,4,1708,1829,FALSE,-21,1,4,4,1,1,10
2020-10-14,Finland,Ireland,1,0,3,2,3,2,4,8,1665,1514,FALSE,251,1,4,2,3,1,2
2020-10-11,Finland,Bulgaria,2,0,2,3,4,1,2,9,1652,1813,FALSE,-61,3,2,5,0,3,7
2020-09-03,Finland,Wales,0,1,3,2,2,3,4,3,1621,1611,FALSE,110,3,2,4,1,3,9
2018-10-15,Finland,Greece,2,0,4,1,1,4,5,2,1642,1447,FALSE,295,4,1,2,3,4,4
2018-09-11,Finland,Estonia,1,0,3,2,1,4,8,2,1618,1563,FALSE,155,2,3,4,1,3,7
2018-09-08,Finland,Hungary,1,0,3,2,2,3,9,3,1605,1521,FALSE,184,4,1,4,1,5,7
2018-06-09,Finland,Belarus,2,0,3,2,2,3,10,3,1597,1727,FALSE,-30,5,0,3,2,7,7
2018-03-26,Finland,Malta,5,0,4,1,3,2,8,4,1600,1521,FALSE,79,1,4,5,0,1,10
2018-03-23,Finland,Macedonia,0,0,5,0,3,2,9,4,1602,1473,FALSE,129,5,0,2,3,9,2
2018-01-11,Finland,Jordan,2,1,5,0,2,3,8,3,1595,1487,FALSE,108,5,0,4,1,10,6
2022-11-26,France,Denmark,,,,,,,,,,,TRUE,,,,,,,
2022-11-22,France,Australia,,,3,2,4,1,4,5,2005,1971,TRUE,34,4,1,2,3,7,2
2022-09-22,France,Austria,2,0,4,1,4,1,8,5,2028,1877,FALSE,251,4,1,4,1,7,7
2022-06-13,France,Croatia,0,1,5,0,4,1,10,5,2063,1771,FALSE,392,4,1,4,1,5,6
2022-06-03,France,Denmark,1,2,5,0,2,3,19,2,2117,1544,FALSE,673,4,1,3,2,9,7
2022-03-29,France,South Africa,5,0,5,0,3,2,17,4,2116,1686,FALSE,530,3,2,2,3,5,2
2022-03-25,France,Ivory Coast,2,1,5,0,2,3,17,3,2115,1722,FALSE,493,3,2,3,2,6,4
2021-11-13,France,Kazakhstan,8,0,5,0,4,1,9,5,2104,2023,FALSE,181,2,3,5,0,4,9
2021-10-10,France,Spain,2,1,5,0,4,1,10,7,2082,2105,FALSE,-23,5,0,3,2,10,4
2021-10-07,France,Belgium,3,2,5,0,4,1,9,7,2051,1704,FALSE,347,5,0,2,3,11,4
2021-09-07,France,Finland,2,0,5,0,5,0,8,8,2047,1789,FALSE,358,2,3,2,3,2,3
2021-09-01,France,Bosnia and Herzegovina,1,1,5,0,3,2,10,6,2074,1907,FALSE,267,1,4,3,2,2,5
2021-06-28,France,Switzerland,3,3,5,0,2,3,10,3,2087,2024,FALSE,63,4,1,4,1,13,6
2021-06-23,France,Portugal,2,2,5,0,1,4,9,1,2092,1737,FALSE,355,4,1,2,3,12,5
2021-06-08,France,Bulgaria,3,0,5,0,2,3,11,3,2087,1841,FALSE,346,2,3,4,1,2,7
2021-06-02,France,Wales,3,0,5,0,2,3,9,3,2083,1635,FALSE,548,5,0,2,3,7,4
2021-03-24,France,Ukraine,1,1,3,2,3,2,7,5,2093,1821,FALSE,372,4,1,4,1,4,14
2020-11-17,France,Sweden,4,2,3,2,3,2,10,4,2086,2022,FALSE,164,3,2,5,0,5,9
2020-11-11,France,Finland,0,2,4,1,3,2,14,4,2089,1897,FALSE,292,4,1,2,3,5,6
2020-10-11,France,Portugal,0,0,4,1,3,2,13,5,2080,1851,FALSE,329,3,2,2,3,7,2
2020-10-07,France,Ukraine,7,1,4,1,3,2,8,5,2074,1890,FALSE,284,3,2,3,2,4,9
2020-09-08,France,Croatia,4,2,4,1,3,2,6,5,2063,1849,FALSE,314,4,1,4,1,7,9
2018-11-20,France,Uruguay,1,0,3,2,4,1,6,6,2090,1982,FALSE,208,3,2,5,0,8,10
2018-10-16,France,Germany,2,1,4,1,3,2,9,5,2120,1691,FALSE,529,2,3,4,1,4,7
2018-10-11,France,Iceland,2,2,4,1,2,3,9,3,2129,1908,FALSE,321,2,3,5,0,2,14
2018-09-09,France,Netherlands,2,1,4,1,2,3,11,5,2123,1968,FALSE,255,4,1,4,1,7,4
2018-07-15,France,Croatia,4,2,4,1,1,4,8,3,2097,2022,FALSE,75,5,0,4,1,10,5
2018-07-10,France,Belgium,1,0,4,1,2,3,9,4,2068,1946,FALSE,122,5,0,3,2,14,5
2018-07-06,France,Uruguay,2,0,4,1,3,2,8,5,2029,1896,FALSE,133,5,0,1,4,10,1
2018-06-30,France,Argentina,4,3,4,1,3,2,7,3,2007,1889,FALSE,118,4,1,4,1,8,11
2018-06-21,France,Peru,1,0,5,0,4,1,11,4,1998,1729,FALSE,269,3,2,2,3,8,2
2018-06-16,France,Australia,2,1,5,0,4,1,11,6,1986,1763,FALSE,223,4,1,3,2,10,6
2018-06-09,France,United States,1,1,5,0,4,1,12,7,1994,1893,FALSE,201,4,1,2,3,6,3
2018-06-01,France,Italy,3,1,5,0,3,2,11,6,1986,1720,FALSE,366,2,3,4,1,3,5
2018-05-28,France,Ireland,2,0,5,0,4,1,11,7,1983,1685,FALSE,398,3,2,2,3,4,6
2018-03-23,France,Colombia,2,3,4,1,2,3,7,3,1989,2109,FALSE,-20,5,0,4,1,8,6
2022-06-14,French Guiana,Belize,1,0,5,0,4,1,10,6,1325,1082,FALSE,343,2,3,5,0,2,9
2022-06-02,French Guiana,Guatemala,2,0,5,0,5,0,9,6,1274,1323,FALSE,51,4,1,1,4,9,1
2022-05-22,French Guiana,Suriname,3,1,4,1,5,0,6,6,1260,1182,FALSE,178,4,1,4,1,6,5
2022-04-18,French Guiana,Guyana,1,2,4,1,4,1,10,4,1275,1167,FALSE,208,4,1,3,2,8,5
2022-04-16,French Guiana,Guyana,2,1,3,2,4,1,8,7,1270,1361,FALSE,9,3,2,3,2,7,7
2021-07-06,French Guiana,Trinidad and Tobago,1,1,3,2,3,2,9,6,1321,1184,FALSE,137,4,1,2,3,12,2
2018-11-20,French Guiana,Guyana,2,1,2,3,3,2,7,8,1312,1112,FALSE,300,4,1,4,1,12,6
2018-10-11,French Guiana,Saint Vincent and the Grenadines,0,1,2,3,3,2,7,10,1348,571,FALSE,877,4,1,5,0,10,11
2018-08-18,French Guiana,Suriname,0,4,2,3,3,2,4,10,1376,1241,FALSE,235,,,,,,
2018-06-07,French Guiana,Guadeloupe,2,0,2,3,3,2,3,10,1360,1438,FALSE,-78,,,,,,
2022-11-20,Gabon,Niger,3,1,4,1,3,2,7,4,1484,1382,FALSE,102,3,2,4,1,4,8
2022-11-17,Gabon,Guinea-Bissau,3,1,4,1,3,2,5,4,1472,1368,FALSE,104,5,0,4,1,13,7
2022-06-08,Gabon,Mauritania,0,0,5,0,3,2,6,4,1484,1476,FALSE,108,3,2,3,2,7,7
2022-01-18,Gabon,Morocco,2,2,4,1,4,1,4,7,1429,1570,FALSE,-141,5,0,1,4,10,2
2022-01-14,Gabon,Ghana,1,1,4,1,3,2,4,6,1418,1230,FALSE,188,3,2,3,2,3,5
2022-01-10,Gabon,Comoros,1,0,4,1,3,2,5,6,1404,1355,FALSE,49,5,0,3,2,12,8
2022-01-04,Gabon,Mauritania,1,1,4,1,3,2,5,8,1406,1574,FALSE,-168,3,2,4,1,4,8
2021-11-12,Gabon,Libya,1,0,4,1,4,1,5,8,1411,1348,FALSE,163,2,3,4,1,3,6
2021-10-11,Gabon,Angola,2,0,4,1,4,1,6,8,1391,1368,FALSE,123,2,3,4,1,5,4
2021-09-05,Gabon,Egypt,1,1,4,1,4,1,7,7,1414,1350,FALSE,164,5,0,2,3,10,2
2021-03-25,Gabon,Democratic Republic of Congo,3,0,3,2,4,1,4,6,1434,1358,FALSE,176,3,2,3,2,3,5
2020-11-12,Gabon,Gambia,2,1,2,3,3,2,4,4,1445,1478,FALSE,67,4,1,4,1,6,4
2018-11-17,Gabon,Mali,0,1,4,1,2,3,6,2,1427,1038,FALSE,489,3,2,2,3,5,2
2018-10-12,Gabon,South Sudan,3,0,2,3,2,3,2,2,1416,1459,FALSE,57,1,4,4,1,1,14
2018-09-11,Gabon,Zambia,0,1,2,3,1,4,2,1,1428,1330,FALSE,198,3,2,3,2,4,7
2018-09-08,Gabon,Burundi,1,1,1,4,1,4,1,1,1439,1531,FALSE,8,3,2,4,1,6,5
2018-03-25,Gabon,United Arab Emirates,1,0,0,5,2,3,0,4,1419,1402,FALSE,17,1,4,1,4,1,2
2022-11-20,Gambia,Guinea-Bissau,0,0,4,1,3,2,5,4,1425,1315,FALSE,110,5,0,5,0,11,10
2022-06-04,Gambia,South Sudan,1,0,4,1,3,2,5,5,1443,1510,FALSE,-67,3,2,3,2,6,7
2022-03-23,Gambia,Chad,1,0,4,1,2,3,4,3,1444,1635,FALSE,-191,2,3,5,0,3,9
2022-01-24,Gambia,Guinea,1,0,4,1,3,2,5,4,1435,1588,FALSE,-153,3,2,2,3,4,5
2022-01-20,Gambia,Tunisia,1,0,4,1,4,1,5,6,1395,1630,FALSE,-235,3,2,3,2,7,4
2022-01-16,Gambia,Mali,1,1,3,2,4,1,4,6,1379,1330,FALSE,49,5,0,0,5,11,0
2022-01-12,Gambia,Mauritania,1,0,3,2,4,1,4,6,1354,1528,FALSE,-174,3,2,4,1,4,8
2021-10-12,Gambia,South Sudan,2,1,3,2,3,2,4,4,1358,1359,FALSE,-1,2,3,4,1,2,4
2021-06-08,Gambia,Togo,1,0,4,1,3,2,6,4,1373,1245,FALSE,128,3,2,3,2,4,6
2021-06-05,Gambia,Niger,2,0,4,1,3,2,5,4,1362,1482,FALSE,-120,2,3,2,3,2,6
2021-03-25,Gambia,Angola,1,0,4,1,4,1,7,5,1358,1434,FALSE,24,2,3,3,2,5,3
2020-11-16,Gambia,Gabon,2,1,4,1,4,1,6,5,1337,1455,FALSE,-18,3,2,3,2,6,4
2020-10-09,Gambia,Congo,1,0,4,1,5,0,6,5,1306,1390,FALSE,-84,5,0,4,1,8,5
2018-11-17,Gambia,Benin,3,1,3,2,5,0,3,5,1272,1396,FALSE,-24,3,2,3,2,3,4
2018-10-16,Gambia,Togo,0,1,4,1,5,0,4,6,1293,1375,FALSE,18,3,2,2,3,9,3
2018-09-08,Gambia,Algeria,1,1,,,,,,,1276,1299,FALSE,77,3,2,5,0,7,11
2018-03-23,Gambia,Central African Republic,1,1,,,,,,,1278,1396,FALSE,-18,,,,,,
2022-09-23,Georgia,North Macedonia,2,0,3,2,1,4,12,2,1644,1473,FALSE,271,3,2,3,2,7,6
2022-06-12,Georgia,Bulgaria,0,0,4,1,1,4,13,2,1658,1613,FALSE,145,5,0,5,0,6,11
2022-06-02,Georgia,Gibraltar,4,0,4,1,1,4,6,1,1566,1582,FALSE,84,1,4,3,2,1,15
2021-11-15,Georgia,Uzbekistan,1,0,3,2,4,1,5,11,1542,1827,FALSE,-185,3,2,4,1,7,9
2021-11-11,Georgia,Sweden,2,0,2,3,5,0,3,12,1492,1474,FALSE,118,5,0,3,2,10,4
2021-10-09,Georgia,Greece,0,2,2,3,5,0,3,13,1486,1535,FALSE,51,5,0,5,0,7,6
2021-09-02,Georgia,Kosovo,0,1,3,2,5,0,4,8,1527,1949,FALSE,-322,5,0,4,1,9,7
2021-03-28,Georgia,Spain,1,2,2,3,4,1,2,5,1504,1824,FALSE,-220,4,1,4,1,9,4
2020-11-18,Georgia,Estonia,0,0,4,1,4,1,5,6,1519,1498,FALSE,121,4,1,5,0,6,13
2020-11-15,Georgia,Armenia,1,2,4,1,4,1,5,5,1549,1588,FALSE,61,5,0,4,1,8,7
2020-11-12,Georgia,North Macedonia,0,1,5,0,3,2,6,4,1575,1562,FALSE,113,5,0,5,0,9,7
2020-10-08,Georgia,Belarus,1,0,5,0,3,2,8,3,1564,1562,FALSE,102,4,1,2,3,6,3
2020-09-08,Georgia,North Macedonia,1,1,5,0,2,3,10,2,1570,1415,FALSE,255,,,,,,
2018-11-19,Georgia,Kazakhstan,2,1,5,0,1,4,10,1,1540,1074,FALSE,566,4,1,4,1,7,5
2018-10-13,Georgia,Andorra,3,0,4,1,1,4,6,1,1529,1326,FALSE,303,2,3,1,4,2,1
2018-09-09,Georgia,Latvia,1,0,4,1,1,4,9,1,1523,1341,FALSE,282,3,2,3,2,3,5
2018-06-01,Georgia,Malta,1,0,4,1,2,3,9,3,1504,1505,FALSE,-1,1,4,5,0,1,13
2018-03-27,Georgia,Estonia,2,0,3,2,3,2,7,4,1492,1397,FALSE,195,4,1,2,3,5,2
2018-03-24,Georgia,Lithuania,4,0,3,2,4,1,4,5,1482,1497,FALSE,85,2,3,5,0,2,11
2022-11-23,Germany,Japan,,,4,1,4,1,10,7,1963,1543,TRUE,420,3,2,1,4,6,2
2022-09-23,Germany,Hungary,0,1,5,0,5,0,9,6,1989,1950,FALSE,139,5,0,2,3,8,3
2022-06-14,Germany,Italy,5,2,5,0,4,1,6,4,1963,1758,FALSE,305,3,2,4,1,6,7
2022-06-07,Germany,England,1,1,5,0,3,2,17,3,1973,1962,FALSE,111,4,1,2,3,20,2
2022-03-26,Germany,Israel,2,0,5,0,2,3,23,2,1963,1499,FALSE,564,4,1,5,0,9,15
2021-11-11,Germany,Liechtenstein,9,0,5,0,1,4,18,1,1955,1561,FALSE,494,1,4,5,0,1,13
2021-10-08,Germany,Romania,2,1,4,1,2,3,14,4,1938,1555,FALSE,483,3,2,2,3,5,3
2021-09-05,Germany,Armenia,6,0,3,2,4,1,8,7,1917,1092,FALSE,925,4,1,3,2,7,6
2021-09-02,Germany,Liechtenstein,2,0,3,2,5,0,13,8,1916,2001,FALSE,-85,2,3,5,0,2,22
2021-06-23,Germany,Hungary,2,2,4,1,5,0,13,7,1957,2019,FALSE,38,3,2,3,2,6,5
2021-06-19,Germany,Portugal,4,2,4,1,4,1,10,5,1915,2109,FALSE,-94,4,1,2,3,12,3
2021-06-15,Germany,France,0,1,5,0,3,2,13,4,1936,1288,FALSE,748,5,0,1,4,10,1
2021-06-07,Germany,Latvia,7,1,4,1,3,2,6,9,1935,1971,FALSE,64,4,1,4,1,12,8
2021-03-31,Germany,North Macedonia,1,2,4,1,2,3,8,7,1972,1666,FALSE,406,4,1,3,2,10,5
2021-03-25,Germany,Iceland,3,0,4,1,4,1,9,11,1956,2050,FALSE,6,3,2,5,0,3,13
2020-11-14,Germany,Ukraine,3,1,5,0,4,1,10,8,1969,1737,FALSE,332,3,2,4,1,3,15
2020-11-11,Germany,Czechia,1,0,5,0,5,0,10,9,1966,1871,FALSE,195,4,1,5,0,8,6
2020-10-13,Germany,Switzerland,3,3,5,0,5,0,9,8,1977,1831,FALSE,246,4,1,5,0,8,8
2020-10-07,Germany,Turkey,3,3,5,0,4,1,8,6,1964,1880,FALSE,184,0,5,3,2,0,4
2020-09-03,Germany,Spain,1,1,4,1,4,1,8,8,1938,1985,FALSE,53,5,0,3,2,15,7
2018-11-19,Germany,Netherlands,2,2,3,2,3,2,6,6,1941,1770,FALSE,271,5,0,3,2,9,4
2018-11-15,Germany,Russia,3,0,2,3,4,1,3,8,1935,2127,FALSE,-92,4,1,3,2,11,4
2018-09-09,Germany,Peru,2,1,2,3,4,1,4,5,1968,2123,FALSE,-55,2,3,3,2,3,4
2018-09-06,Germany,France,0,0,3,2,5,0,5,7,1964,1756,FALSE,308,4,1,2,3,11,5
2018-06-23,Germany,Sweden,2,1,3,2,5,0,4,6,2030,1897,FALSE,133,2,3,2,3,2,3
2018-06-08,Germany,Saudi Arabia,2,1,3,2,4,1,4,6,2076,1747,FALSE,429,3,2,3,2,5,9
2018-03-27,Germany,Brazil,0,1,4,1,4,1,11,5,2104,2036,FALSE,168,3,2,1,4,9,1
2018-03-23,Germany,Spain,1,1,4,1,3,2,16,4,2109,1989,FALSE,220,5,0,1,4,20,3
2022-12-02,Ghana,Uruguay,,,,,,,,,,,TRUE,,,,,,,
2022-11-17,Ghana,Switzerland,2,0,3,2,3,2,3,8,1540,1254,FALSE,286,3,2,4,1,5,7
2022-09-27,Ghana,Nicaragua,1,0,3,2,3,2,5,8,1537,2167,FALSE,-630,5,0,3,2,11,5
2022-06-01,Ghana,Madagascar,3,0,3,2,4,1,4,6,1540,1647,FALSE,-7,3,2,4,1,4,8
2022-03-25,Ghana,Nigeria,0,0,3,2,4,1,4,8,1526,1271,FALSE,355,4,1,3,2,7,3
2021-11-14,Ghana,South Africa,1,0,4,1,3,2,6,3,1591,1336,FALSE,355,4,1,1,4,6,1
2021-10-09,Ghana,Zimbabwe,3,1,2,3,3,2,4,3,1585,1530,FALSE,155,2,3,4,1,3,7
2021-09-03,Ghana,Ethiopia,1,0,2,3,4,1,4,4,1601,1645,FALSE,56,4,1,2,3,11,4
2021-06-12,Ghana,Ivory Coast,0,0,3,2,4,1,6,4,1603,1679,FALSE,24,5,0,4,1,11,4
2021-03-28,Ghana,São Tomé and Príncipe,3,1,3,2,4,1,8,6,1608,1516,FALSE,192,,,,,,
2020-11-12,Ghana,Sudan,2,0,3,2,4,1,9,7,1634,1648,FALSE,86,4,1,4,1,8,8
2020-10-12,Ghana,Qatar,5,1,3,2,3,2,6,6,1612,1560,FALSE,52,4,1,3,2,6,5
2022-11-19,Gibraltar,Andorra,1,0,4,1,4,1,5,12,1060,978,FALSE,182,4,1,4,1,6,5
2022-11-16,Gibraltar,Liechtenstein,2,0,3,2,5,0,3,14,1052,1665,FALSE,-513,1,4,5,0,1,9
2022-09-26,Gibraltar,Georgia,1,2,2,3,5,0,2,16,1054,1477,FALSE,-323,4,1,1,4,14,2
2022-06-09,Gibraltar,Bulgaria,1,1,1,4,3,2,1,9,1045,1663,FALSE,-518,4,1,5,0,5,14
2022-06-05,Gibraltar,North Macedonia,0,2,1,4,3,2,1,13,1048,1568,FALSE,-420,4,1,3,2,10,4
2022-03-26,Gibraltar,Faroe Islands,0,0,1,4,4,1,1,18,1047,1136,FALSE,11,3,2,5,0,5,10
2022-03-23,Gibraltar,Grenada,0,0,2,3,5,0,2,23,1047,1327,FALSE,-180,2,3,5,0,2,14
2021-11-16,Gibraltar,Latvia,1,3,1,4,5,0,1,23,1065,1712,FALSE,-547,1,4,3,2,1,5
2021-10-08,Gibraltar,Montenegro,0,3,2,3,4,1,2,17,1075,1751,FALSE,-576,2,3,3,2,3,9
2021-09-04,Gibraltar,Turkey,0,3,2,3,4,1,2,20,1079,1290,FALSE,-111,3,2,4,1,5,10
2021-03-30,Gibraltar,Netherlands,0,7,2,3,4,1,2,11,1089,1545,FALSE,-356,5,0,4,1,10,7
2021-03-24,Gibraltar,Norway,0,3,2,3,3,2,2,6,1095,1116,FALSE,79,5,0,3,2,12,4
2020-11-17,Gibraltar,Liechtenstein,1,1,2,3,2,3,2,5,1100,831,FALSE,369,2,3,3,2,4,5
2020-09-05,Gibraltar,San Marino,1,0,3,2,4,1,5,13,1103,1519,FALSE,-316,0,5,5,0,0,11
2018-11-16,Gibraltar,Armenia,2,6,3,2,3,2,4,5,1123,1137,FALSE,86,2,3,3,2,6,4
2018-10-16,Gibraltar,Liechtenstein,2,1,2,3,3,2,2,8,1106,1402,FALSE,-196,3,2,4,1,4,10
2018-09-06,Gibraltar,Macedonia,0,2,1,4,4,1,1,23,1094,1343,FALSE,-149,4,1,2,3,8,2
2018-03-25,Gibraltar,Latvia,1,0,1,4,5,0,1,25,1079,1666,FALSE,-487,3,2,4,1,8,8
2022-09-27,Greece,Northern Ireland,3,1,4,1,1,4,7,1,1690,1365,FALSE,425,3,2,4,1,6,7
2022-06-12,Greece,Kosovo,2,0,4,1,1,4,6,1,1714,1316,FALSE,498,4,1,3,2,11,4
2022-06-09,Greece,Cyprus,3,0,4,1,2,3,4,2,1710,1508,FALSE,302,2,3,2,3,3,4
2021-11-14,Greece,Kosovo,1,1,3,2,4,1,5,5,1686,2031,FALSE,-245,2,3,5,0,2,10
2021-11-11,Greece,Spain,0,1,4,1,4,1,6,6,1694,1877,FALSE,-83,5,0,3,2,10,5
2021-09-08,Greece,Sweden,2,1,5,0,5,0,6,6,1656,1513,FALSE,243,5,0,4,1,9,6
2021-06-06,Greece,Norway,2,1,4,1,4,1,5,4,1648,2098,FALSE,-450,4,1,2,3,6,4
2021-03-31,Greece,Georgia,1,1,4,1,3,2,7,3,1651,1604,FALSE,147,2,3,4,1,2,6
2021-03-28,Greece,Honduras,2,1,3,2,2,3,5,2,1645,2032,FALSE,-287,5,0,4,1,5,8
2020-11-18,Greece,Slovenia,0,0,4,1,2,3,7,3,1633,1232,FALSE,501,4,1,1,4,11,1
2020-11-11,Greece,Cyprus,2,1,3,2,2,3,5,3,1621,1502,FALSE,219,1,4,4,1,1,7
2020-10-14,Greece,Kosovo,0,0,3,2,3,2,5,4,1633,1247,FALSE,486,3,2,5,0,3,7
2020-10-11,Greece,Moldova,2,0,3,2,3,2,4,4,1629,1742,FALSE,-13,2,3,5,0,2,10
