date,year,team,opponent,GF,GA,did_score,fail_to_score,did_receive_goal,not_receive_goal_team,GF_last_5,GA_last_5_team,pre_rating_team,pre_rating_opponent,qatar,result,magic_johnson_team,rating,GA_last_5_opponent,not_receive_goal_opponent,magic_johnson_opponent
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,12,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.366592299928832
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,12,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.367929987899926
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,12,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.367929987899926
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,12,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.400603203290743
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,12,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,12,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.41450132132819
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,12,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,12,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,12,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.399221754109989
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,12,4,1248,1178,FALSE,W,0.599396796709257,1272,4,4,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,12,4,1248,1178,FALSE,W,0.599396796709257,1272,8,3,0.366592299928832
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,12,4,1248,1178,FALSE,W,0.599396796709257,1272,12,2,0.367929987899926
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,12,4,1248,1178,FALSE,W,0.599396796709257,1272,16,1,0.367929987899926
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,12,4,1248,1178,FALSE,W,0.599396796709257,1272,20,0,0.400603203290743
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,12,4,1248,1178,FALSE,W,0.599396796709257,1272,20,0,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,12,4,1248,1178,FALSE,W,0.599396796709257,1272,20,0,0.446953104830538
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,12,4,1248,1178,FALSE,W,0.599396796709257,1272,20,0,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,12,4,1248,1178,FALSE,W,0.599396796709257,1272,20,0,0.429947176416012
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,12,4,1248,1178,FALSE,W,0.599396796709257,1272,20,0,0.431358608116332
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,12,4,1248,1178,FALSE,W,0.599396796709257,1272,20,0,0.429947176416012
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,12,4,1248,1178,FALSE,W,0.599396796709257,1272,20,0,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,12,4,1248,1178,FALSE,W,0.599396796709257,1272,17,0,0.399221754109989
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,12,4,1248,1178,FALSE,W,0.599396796709257,1272,16,0,0.399221754109989
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,12,4,1248,1178,FALSE,W,0.599396796709257,1272,12,1,0.432771155657048
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.459791771676254
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.461221907942829
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.459791771676254
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.411710028136837
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.446953104830538
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.461221907942829
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.462652682833507
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.461221907942829
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.446953104830538
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.41450132132819
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.41450132132819
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.44837645268904
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.459791771676254
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.461221907942829
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.459791771676254
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.411710028136837
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.446953104830538
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.428536882591619
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.429947176416012
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.428536882591619
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.396463681473822
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.431358608116332
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.446953104830538
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.429947176416012
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.431358608116332
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.429947176416012
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.399221754109989
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.399221754109989
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.432771155657048
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.428536882591619
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.429947176416012
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.428536882591619
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.396463681473822
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.431358608116332
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.411710028136837
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.411710028136837
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.396463681473822
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.396463681473822
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.365256664947683
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.366592299928832
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.366592299928832
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.399221754109989
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.41450132132819
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.399221754109989
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.366592299928832
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.367929987899926
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.367929987899926
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.400603203290743
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.41450132132819
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,0,5,0.399221754109989
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,4,4,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,8,3,0.366592299928832
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,12,2,0.367929987899926
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,16,1,0.367929987899926
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,20,0,0.400603203290743
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,20,0,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,20,0,0.446953104830538
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,20,0,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,20,0,0.429947176416012
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,20,0,0.431358608116332
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,20,0,0.429947176416012
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,20,0,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,17,0,0.399221754109989
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,16,0,0.399221754109989
2022-03-08,2022,Eswatini,Lesotho,4,0,5,0,3,2,9,4,1248,1178,FALSE,W,0.599396796709257,1272,12,1,0.432771155657048
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.459791771676254
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.461221907942829
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.459791771676254
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.411710028136837
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.446953104830538
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.461221907942829
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.462652682833507
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.461221907942829
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.446953104830538
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.41450132132819
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.41450132132819
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.44837645268904
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.459791771676254
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.461221907942829
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.459791771676254
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.411710028136837
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.446953104830538
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.428536882591619
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.429947176416012
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.428536882591619
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.396463681473822
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.431358608116332
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.446953104830538
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.429947176416012
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.431358608116332
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.429947176416012
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.399221754109989
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.399221754109989
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.432771155657048
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.428536882591619
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.429947176416012
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.428536882591619
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.396463681473822
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.431358608116332
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.411710028136837
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,4,0,4,1,4,1,5,5,1248,1201,FALSE,W,0.567228844342952,1274,0,5,0.411710028136837
