date,year,team,opponent,GF,GA,did_score,fail_to_score,did_receive_goal,not_receive_goal_team,GF_last_5,GA_last_5_team,pre_rating_team,pre_rating_opponent,qatar,result,magic_johnson_team,rating,GA_last_5_opponent,not_receive_goal_opponent,magic_johnson_opponent
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.446953104830538
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.461221907942829
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.462652682833507
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.461221907942829
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.446953104830538
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.41450132132819
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.41450132132819
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.44837645268904
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.459791771676254
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.461221907942829
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.459791771676254
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.411710028136837
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.446953104830538
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.428536882591619
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.429947176416012
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.428536882591619
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.396463681473822
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.431358608116332
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.446953104830538
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.429947176416012
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.431358608116332
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.429947176416012
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.399221754109989
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.399221754109989
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.432771155657048
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.428536882591619
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.429947176416012
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.428536882591619
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.396463681473822
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.431358608116332
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.411710028136837
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.411710028136837
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.396463681473822
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.396463681473822
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.365256664947683
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.366592299928832
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.366592299928832
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.399221754109989
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.41450132132819
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.399221754109989
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.366592299928832
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.367929987899926
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.367929987899926
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.400603203290743
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.41450132132819
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,0,5,0.399221754109989
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,4,4,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,8,3,0.366592299928832
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,12,2,0.367929987899926
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,16,1,0.367929987899926
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,20,0,0.400603203290743
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,20,0,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,20,0,0.446953104830538
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,20,0,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,20,0,0.429947176416012
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,20,0,0.431358608116332
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,20,0,0.429947176416012
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,20,0,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,17,0,0.399221754109989
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,16,0,0.399221754109989
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1201,FALSE,D,0.553046895169462,1235,12,1,0.432771155657048
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.459791771676254
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.461221907942829
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.459791771676254
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.411710028136837
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.446953104830538
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.461221907942829
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.462652682833507
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.461221907942829
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.446953104830538
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.41450132132819
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.41450132132819
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.44837645268904
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.459791771676254
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.461221907942829
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.459791771676254
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.411710028136837
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.446953104830538
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.428536882591619
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.429947176416012
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.428536882591619
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.396463681473822
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.431358608116332
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.446953104830538
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.429947176416012
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.431358608116332
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.429947176416012
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.399221754109989
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.399221754109989
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.432771155657048
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.444109038883147
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.428536882591619
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.429947176416012
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.428536882591619
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.396463681473822
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.431358608116332
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.411710028136837
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.411710028136837
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.396463681473822
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.396463681473822
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.365256664947683
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.366592299928832
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.366592299928832
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.399221754109989
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.41450132132819
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.399221754109989
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.366592299928832
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.367929987899926
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.367929987899926
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.400603203290743
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.41450132132819
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.4131049766209
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,0,5,0.399221754109989
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,4,4,0.397841906825283
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,8,3,0.366592299928832
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,12,2,0.367929987899926
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,16,1,0.367929987899926
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,20,0,0.400603203290743
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,20,0,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,20,0,0.446953104830538
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,20,0,0.445530625978324
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,20,0,0.429947176416012
2022-03-08,2022,Eswatini,Lesotho,0,0,0,5,0,5,0,0,1238,1200,FALSE,D,0.554469374021676,1235,20,0,0.431358608116332
